등수,게시자,내용,점수,연속,총 기도일 수
3111등,침바바,부서이동 성공,5점,1일째,총1일
3110등,가르강튀아,6글자 이하의 소원을 무효로 해주세요~,5점,2일째,총12일
3109등,77r미,하수구제발,5점,1일째,총5일
3108등,아임리,일찍 일어나게 해주세요,5점,1일째,총15일
3107등,1호침투부침략자,제발,5점,1일째,총46일
3106등,침냥이애옹,계획한 걸 지키는 힘을 주시라요,5점,1일째,총18일
3105등,hotsae,잉글랜드 이겨라~~~,5점,1일째,총7일
3104등,주선이,돌아 건강해야 해~?,5점,1일째,총45일
3103등,외다리갈매기,하고싶은 일 잘 하게 해주세요,5점,11일째,총38일
3102등,57575757,아빠 잘 회복할 수 있게 해주세요,5점,3일째,총19일
3101등,빈지노의콧물,합격기원,5점,1일째,총8일
3100등,데스나이트,로또 1등 기원...,5점,2일째,총18일
3099등,나빌레라,박시시 한푼,5점,1일째,총7일
3098등,소콩팥기름,즉시 애굽민수 자치구역,5점,2일째,총2일
3097등,나이키,사랑,5점,12일째,총50일
3096등,신와사비,응급실 그만바빠라,5점,1일째,총5일
3095등,아리까리침착,유학성공,5점,2일째,총18일
3094등,굴러가는돌,3094등하게해주세요,5점,1일째,총19일
3093등,한국인학생,시험 잘 보게 해주세요,5점,15일째,총48일
3092등,위험한남자이흥건,실무 과제 끝내자~,5점,4일째,총9일
3091등,깅욱제,건강하자,5점,1일째,총1일
3090등,침아저씨,살이 아주그냥 좍좍 빠져부러,5점,3일째,총24일
3089등,침침해,무해 무탈,5점,1일째,총49일
3088등,강가강가,소원빌게 해주세요,5점,4일째,총9일
3087등,장기하,삼프터 성공 기원 1일차,5점,5일째,총43일
3086등,나는아름다운나비치과,피로 관리하기,5점,3일째,총42일
3085등,윤토리,대학교 붙여 주세요,5점,2일째,총21일
3084등,민수대소동,나에게 솔직할 수 있게 해주세요,5점,1일째,총5일
3083등,침구리구리,마라샹궈 먹고싶다,5점,1일째,총4일
3082등,게르만유미,억만장자!!,5점,3일째,총3일
