등수,게시자,내용,점수,연속,총 기도일 수
2497등,라푼젤,이직,5점,2일째,총24일
2496등,으따맨,저는니먼쯜다오맨이되고싶어요,5점,2일째,총14일
2495등,이주원친구,돈 걱정 안하고 살기,5점,2일째,총30일
2494등,아수라,합격,5점,7일째,총45일
2493등,삐깟츄,이 행복이 영원히..,5점,1일째,총21일
2492등,몰랑츄,행복해지기,5점,1일째,총17일
2491등,쿄토벤,여친생기게해주세요,5점,1일째,총5일
2490등,우르릉쾅,뀈,5점,3일째,총25일
2489등,인싸가오리,내일 시험 백점 맞게 해주세여,5점,1일째,총9일
2488등,병드래건,플젝 성공적으로 마감하게 해주세요,5점,1일째,총2일
2487등,쭉쭊빵빵엉덩,건국대학교 가게해주세오,5점,1일째,총12일
2486등,애착맨,열정맨!!,5점,1일째,총8일
2485등,Heon,행복하게 해주세요,5점,1일째,총3일
2484등,노근born,토익 목표점수 달성,5점,1일째,총9일
2483등,양파링,취업소취 ,5점,3일째,총6일
2482등,츊하하,ㅎㅎ,5점,1일째,총2일
2481등,침착맨장재미슴,편입성공 하게해주세요,5점,2일째,총47일
2480등,아이묭,ㅇㅇ,5점,5일째,총33일
2479등,짬투부,방구 작작좀 나오게 해주세요,5점,1일째,총13일
2478등,아니다황멍아,2022년아 가라 재미없다~,5점,1일째,총37일
2477등,구구냥,마음의근심을덜어주세요,5점,1일째,총14일
2476등,단무지무친,불좀꺼주세용,5점,1일째,총9일
2475등,이윽고병건,내일 나랑 내 친구 둘 다 합격하게 해줘잉~,5점,1일째,총13일
2474등,침착반장,윤져합격기원,5점,1일째,총19일
2473등,노숙자납치범,했었나‘,5점,3일째,총29일
2472등,침상상,잘 살아보세,5점,1일째,총11일
2471등,참고문헌,논문정복,5점,1일째,총13일
2470등,계피분말,돈 들어오게 해줘요,5점,3일째,총33일
2469등,결명자차꼬소해,침하하,5점,33일째,총44일
2468등,침착맨천연샤워볼,침착맨 천연 샤워볼 굿즈 발매기원,5점,1일째,총1일
2467등,변경할수있는닉네임입니다,이사 문제 없이 잘 끝나게 해주세요.,5점,1일째,총6일
2466등,침펄풍철단,^____________^,5점,48일째,총50일
2465등,이이이,최고민수 합방 기원,5점,13일째,총50일
2464등,침착맨송곳니,여자친구 만들게 해주세요,5점,1일째,총3일
2463등,히히용트림발싸,끄어아,5점,1일째,총18일
2462등,자타공인빵순이,연봉 업해서 이직해줘잉,5점,1일째,총8일
2461등,이상해씨해상,주호민 기도 기원 1일차,5점,3일째,총30일
2460등,침침ㅁ침,하는 일 모두 잘 되게 해주세요,5점,12일째,총36일
2459등,좌붕알초우붕알풀,휴교해줘용,5점,6일째,총34일
2458등,침착하면손해봄,집에서 벗어나게 해줘잉,5점,2일째,총4일
2457등,모여봐요짐승의숲,가야할 길이 조금이라도 보였으면,5점,1일째,총14일
2456등,동그란펄,돈마니벌게 해줘잉,5점,2일째,총8일
2455등,모었앙,똑똑해지게해줭잉,5점,7일째,총34일
2454등,옾옾빤강남스타일,조아하는 사람이랑 밥먹게해줘잉,5점,1일째,총21일
2453등,복학복학생,네이버 클라우드 합격,5점,2일째,총27일
2452등,메멘토모리,Memento moris,5점,1일째,총26일
2451등,동마유시,내년은 재미 좀 보게해주세요.,5점,1일째,총1일
2450등,봉합전문의,계속 선물로 수익만 볼수있게해주세요,5점,6일째,총42일
2449등,견적봐서미쳐라,해외취업하게해주세요,5점,1일째,총42일
2448등,매드사이언티스트,휘둘리지말기,5점,1일째,총8일
2447등,쿄쿄쿄,취뽀,5점,3일째,총30일
2446등,렛츠비누,후회 없기,5점,1일째,총7일
2445등,샤오팅,모동숲 사고 싶은데 살까요 말까요,5점,5일째,총13일
2444등,침하하마리,아바타 잘 보고올게여,5점,1일째,총20일
2443등,도토리수집가,행복,5점,1일째,총45일
2442등,지평좌표계,돈 많고 싶어요,5점,1일째,총7일
2441등,나는한국인,침하~,5점,1일째,총2일
2440등,요제프K,얍,5점,1일째,총1일
2439등,베토디,만사형통,5점,34일째,총41일
2438등,지식은우정을대신할수없어,집가서 푹 자게 해주세요,5점,1일째,총12일
2437등,와이키키,안아프게 해주세욬ㅋㅌ,5점,25일째,총25일
2436등,귤낑깡,저한테 좋은 사람 만나게 해주세요~!! 제발~!!,5점,5일째,총24일
2435등,지기지기,기침 좀 그만나게 해주세요 제발!!!!!!!!!!!!!,5점,2일째,총28일
2434등,땅근쮸스,행복,5점,4일째,총28일
2433등,댄져러스걸,소원의돌 까묵지마,5점,2일째,총30일
2432등,나도줘잉평양냉면,오늘본 면접 꼭 합격하게 해주세요 ㅠ!!,5점,1일째,총8일
2431등,이리와서앉아봐라,저희 가족 행복하고 걱정없이 살게 해주세요.,5점,2일째,총13일
2430등,게으른살구,송년회 진행 잘하게 해주세요,5점,2일째,총4일
2429등,아뭐해,로또되게 해주세요!,5점,4일째,총42일
2428등,옾하하하,물소리는 별게 아니였기를 바라며,5점,1일째,총26일
2427등,약딩군,유튜브 잘되기!,5점,1일째,총10일
2426등,좁빱개구리,종강까지 화이팅,5점,11일째,총18일
2425등,속좁은세마이,우리 가족 안아프게 해주세요.,5점,1일째,총4일
2424등,모찌시바,찐빵 다이스키,5점,1일째,총2일
2423등,히히오줌발사,내년 시험 합격!,5점,1일째,총21일
2422등,스파이더맨,확신 가지게 해주세요,5점,4일째,총34일
2421등,딸기메로나,"그저, 행복하기",5점,1일째,총18일
2420등,무친야스침착맨,크리스미수,5점,1일째,총7일
2419등,LetsGiri,취직 그리고 건강,5점,2일째,총26일
2418등,수의사민수,수의사 국가고시 합겨시켜줘잉,5점,1일째,총2일
2417등,음악다방,많은 시간을 가지게 해주세요,5점,1일째,총26일
2416등,포뇨포뇨포뇨아기말년이,사랑성공하게 해주세요,5점,1일째,총25일
2415등,인형머리전구,좋은데 남아라,5점,1일째,총28일
2414등,마일스,크리스미수,5점,1일째,총21일
2413등,0pxnpz,근 1개월 안에 그녀랑 연인이 되었으면 합니다,5점,1일째,총7일
2412등,늑대인간침투부요원,그림 잘그리게 해주세요,5점,1일째,총31일
2411등,사백사,2023년 2월 졸업,5점,1일째,총31일
2410등,비밀일기,내일은 기침 반만 하기. 배에 담이왔잖슴 이건 아니잖슴,5점,1일째,총11일
2409등,후교교,오늘도 무사히,5점,10일째,총33일
2408등,으중한김으중,침착맨 만나게 해주세요,5점,5일째,총19일
2407등,공감해줘,몸 마음 모두 건강핵지길,5점,1일째,총1일
2406등,우우우웅,침하하,5점,1일째,총1일
2405등,GuJiJung,침하하,5점,1일째,총13일
2404등,침투부어워즈,2024입시성공,5점,2일째,총38일
2403등,고향만두,평화,5점,13일째,총43일
2402등,침착한철용좌,화이팅하자!,5점,1일째,총27일
2401등,스파이시치킨랜치,로또 일등 당첨,5점,34일째,총49일
2400등,침아저씨,나 진짜 운동한다 살 좍좍 빠져부러 ,5점,3일째,총24일
2399등,침착마루,행복하자 모두들,5점,1일째,총3일
2398등,몰라인마,로또~,5점,5일째,총15일
2397등,심술둥이,마음평화,5점,1일째,총24일
2396등,수원청개구리,시험합격,5점,12일째,총38일
2395등,포커스뺏어옵니다,내놔,5점,1일째,총11일
2394등,맛있는무말랭이,좋은사람이 되고싶어요,5점,1일째,총25일
2393등,네잎끌로바,하는 일 적응 잘 하게 해주세요,5점,1일째,총23일
2392등,어이김선생,임금인상,5점,1일째,총19일
2391등,이빨빠진옥수수아앙,편입아 성공해라,5점,1일째,총13일
2390등,쮸키마우스,동생 한예종 영화과 합격하게해달라구유,5점,2일째,총18일
2389등,기기기어르,ㅎㅎ,5점,1일째,총19일
2388등,SagaMakers,침착맨 직접만날수있기를,5점,6일째,총37일
2387등,카이사르,기도하는!,5점,10일째,총51일
2386등,피읖눈침저씨,소돌아 올해 눈이 왜이렇게 많이 오니?,5점,2일째,총32일
2385등,그게돈이되나,오늘 하루도 무사하고 안전하게,5점,1일째,총29일
2384등,주펄의비혼주의개그,로또 되게 해주세요 제발,5점,1일째,총36일
2383등,영공조GTA,자동기도,5점,10일째,총36일
2382등,경비이실,집에서 자고 싶어요,5점,4일째,총36일
2381등,확마칵스,추합🙏,5점,1일째,총16일
2380등,이병건망고,정규직 기원,5점,1일째,총28일
2379등,남영재,안전운전,5점,1일째,총29일
2378등,humanbeing,토루크 막토가 되게 해주세요,5점,1일째,총19일
2377등,싸늘한비버탕,순양드라마제작기원,5점,1일째,총2일
2376등,miiiim,야호,5점,12일째,총14일
2375등,연어팔,평화를 빕니다,5점,52일째,총52일
2374등,타타타갤기린,세계평화,5점,1일째,총4일
2373등,방귀대장,올해 가기 전 좋은 일 아무거나!!!,5점,11일째,총30일
2372등,박해수,장가갈수있을까-커피소년,5점,1일째,총7일
2371등,오로호로,일 좀 빨리 끝나게,5점,1일째,총4일
2370등,바위너구리,차서영 안 아프게 해주세요,5점,1일째,총7일
2369등,허대리,눈 좀 적당히 와주셈,5점,2일째,총8일
2368등,침침한제이,하는일잘되게해주세요,5점,1일째,총16일
2367등,쭈아가,안아프게,5점,2일째,총39일
2366등,하음루이맘,로또 당첨,5점,1일째,총16일
2365등,xogud,행복하게해줘요,5점,12일째,총18일
2364등,샬라메의곱슬머리,건강하자,5점,2일째,총18일
2363등,시시시시시,검찰 심화실습 가게해주세요,5점,1일째,총13일
2362등,배종마,친구생기게해주세요,5점,2일째,총7일
2361등,자하연,졸업!,5점,1일째,총19일
2360등,체육볶음,선미가 건강하고 씩씩하게 유학생활 잘 하게 해주세요.,5점,44일째,총44일
2359등,야생의피,모두모두 건강하길,5점,1일째,총1일
2358등,모히또펀치,ㅇㅇ,5점,1일째,총1일
2357등,멸치찌개,침투부 보는 모든사람 건강해지세요,5점,2일째,총5일
2356등,티즐피치우롱티,남은 시험이라도 잘 보게 해주세요~잇,5점,44일째,총44일
2355등,그레이트피레니즈,사랑해,5점,1일째,총1일
2354등,킴벌리,푹자게해주세요,5점,3일째,총7일
2353등,얼음빠진아이스티,똑똑하게 만들어주세요,5점,2일째,총35일
2352등,네이버웹툰영원해,2023년까지 11일 남음,5점,1일째,총4일
2351등,ctree,가족들이 건강하길 빌어요,5점,3일째,총18일
2350등,호민풍성기원,ㅇ,5점,1일째,총6일
2349등,계절밥상,오늘 버스타이밍 좋게해주세요,5점,1일째,총7일
2348등,연키민,좋은 곳에 취직하게 해주세여,5점,3일째,총24일
2347등,곰아워,기분 좋아지게 해주세요,5점,1일째,총2일
2346등,단군이좋군,행복해요 ㅎㅎ,5점,16일째,총48일
2345등,잘될과학,오늘의 나는 내일의 나에게 귀감이 된다,5점,4일째,총43일
2344등,짱구악개,성공,5점,2일째,총5일
2343등,혀이워느,로스쿨 추합 붙게 해주세요,5점,1일째,총15일
2342등,과천수호자,올해 마지막까지 행복하길,5점,12일째,총28일
2341등,난항상배고파,우리 여보 가게 대박나게 해주세요 4일차,5점,6일째,총23일
2340등,치참믈,로또,5점,1일째,총1일
2339등,호재야간식먹자,탈없이 지나가게 해주세요,5점,1일째,총2일
2338등,지각맨,ㅎㅎ,5점,17일째,총44일
2337등,웽글뮁글,침선생님 영접 기원,5점,4일째,총30일
2336등,깔라만시빠라뿔라,풍성풍성77,5점,1일째,총32일
2335등,매운거못먹는사람,건강하고싶어요,5점,2일째,총10일
