등수,게시자,내용,점수,연속,총 기도일 수
3353등,이말년의쇼타임,학점 4점대 드가자~,5점,1일째,총1일
3352등,대자와,여자친구 생기게 해주세요 9일차,5점,1일째,총16일
3351등,사거마,돌,5점,3일째,총18일
3350등,구찌호랑이,되겠냐..,5점,1일째,총22일
3349등,풀영상만보는사람,야호,5점,1일째,총19일
3348등,송놀지,기🙏원,5점,2일째,총9일
3347등,미역국,스색,5점,1일째,총12일
3346등,럭키맨의300비트,오래보자,5점,5일째,총27일
3345등,버터쿠키,학 업 기 원,5점,1일째,총14일
3344등,빨간색이름,여유를 주세요,5점,3일째,총34일
3343등,나이키,꿀잠,5점,12일째,총50일
3342등,찌송송,로또당첨,5점,1일째,총6일
3341등,바두기,승진 2월 합격,5점,2일째,총7일
3340등,아스텔,우리방장이 오늘 하루도 행복하게 해주세요,5점,6일째,총43일
3339등,이요이,오늘도 무사히,5점,1일째,총2일
3338등,침하하원로,모든 시험 합격,5점,4일째,총24일
3337등,미운뚱이,다 잘되게 해주세요,5점,1일째,총9일
3336등,무케케,소원 말고 소투는 없나요?,5점,2일째,총13일
3335등,침대룡,부자 되기 ,5점,2일째,총8일
3334등,좌붕알초우붕알풀,순간이동,5점,6일째,총34일
3333등,귀요미보리,막차타야징~,5점,1일째,총12일
3332등,트위티,방장 사랑해 ,5점,8일째,총45일
3331등,애저씨,초능력 획득,5점,1일째,총9일
3330등,행복하자,행복하고싶어요,5점,6일째,총8일
3329등,이대호,취직하고 대학원 잘가게해주세요,5점,1일째,총6일
3328등,궤도토리,삼멘,5점,1일째,총16일
3327등,Sooming,d,5점,1일째,총4일
3326등,침하하펄하하,인후통 사라져라 넘나아푸다…,5점,1일째,총13일
3325등,최한민,퇴근,5점,1일째,총4일
3324등,나화안났어,칼퇴!,5점,7일째,총50일
3323등,왕오징어,원펀데이,5점,3일째,총27일
3322등,밍밍잉,면접잘보게 해주세요,5점,1일째,총8일
3321등,혀이워느,로스쿨 추합 붙게 해주세요,5점,1일째,총15일
3320등,삐이쓰끼이뻐,담배피러 갈껀데 바람 안불게 해주세용,5점,1일째,총1일
3319등,블루베리요플레,합격합격합격,5점,1일째,총5일
3318등,장기하,삼프터 성공 기원 3일차,5점,5일째,총43일
3317등,주호민,ㅊㅎㅎ,5점,1일째,총15일
3316등,침침한눈알탕,합격,5점,2일째,총6일
3315등,진진자라지리지리자,올해 편입 합격,5점,5일째,총30일
3314등,수원청개구리,시험합격,5점,12일째,총38일
3313등,뎌다리이러케나기러여,이너피스,5점,2일째,총11일
3312등,침착챈,건재합,5점,2일째,총18일
3311등,2대침착맨,원패스,5점,5일째,총12일
3310등,병1건,내일 말자막 하는 거 욕 안 먹게 해주세요,5점,1일째,총2일
3309등,침kindman,점수잘나오게해주세여,5점,1일째,총1일
3308등,jip5if,좋은 일,5점,1일째,총2일
3307등,삐개삐갯피캐쮸,코로나 낫게해주세요,5점,1일째,총8일
3306등,댄져러스맨리병건,롤 승급할랭,5점,1일째,총10일
3305등,품바왕,여자친구 사귀게해주세요,5점,4일째,총26일
3304등,원래이런애,침하하,5점,41일째,총41일
3303등,우원박사,취업 성공하게 해주세요 ㅠㅠㅠ ,5점,9일째,총10일
3302등,침며듦,집중하게해주세요,5점,1일째,총13일
