등수,게시자,내용,점수,연속,총 기도일 수
2110등,김히읗,건강하게해줘잉 로또도제발좀당첨되게해줘잉,5점,2일째,총14일
2109등,lllllIIIlIIlI,내가 졌다 소리가 이겻다..,5점,2일째,총16일
2108등,병건이는남아,오래오래 행복하기,5점,12일째,총31일
2107등,집에보내줘,로또!,5점,3일째,총30일
2106등,묻힌너구리,가족안에서 불화가 있지 않게 해주세요,5점,1일째,총4일
2105등,쨰깐둥이,테슬라 떡상 기원,5점,27일째,총43일
2104등,소금사탕,-여기까지 취소-,5점,1일째,총39일
2103등,오히려못참아,와까먹을뻔,5점,1일째,총44일
2102등,YeomsoYaGara,시험합격,5점,1일째,총10일
2101등,타니닝,부저,5점,1일째,총26일
2100등,이중호,열심히한만큼좋은결과가있기를!,5점,2일째,총22일
2099등,붉은여왕,운아 좋아라~~,5점,1일째,총8일
2098등,세콩빈,숨쉬며 살아내기,5점,1일째,총3일
2097등,침며듦,춥다....,5점,1일째,총13일
2096등,오둉구리,이다 건강,5점,2일째,총7일
2095등,결명자차꼬소해,침하하,5점,33일째,총44일
2094등,에어컨의요정,나는 귀여워,5점,45일째,총45일
2093등,김두치,엄준식 화이팅,5점,4일째,총5일
2092등,깡천사,통풍발작 안되게 해주세요,5점,1일째,총22일
2091등,어쩌라구우,6,5점,4일째,총16일
2090등,얼죽아협회장,우울감좀 가져가주세요 흑흑,5점,1일째,총10일
2089등,킹냥이,행복을주세요,5점,44일째,총50일
2088등,자오자오펄칭자오,소원들어줘서 고마워요,5점,5일째,총18일
2087등,밀양박,무사태평,5점,1일째,총2일
2086등,마구마구,계속 정진할 수 있게 해주세요,5점,3일째,총32일
2085등,계왕계,나무 아미타불,5점,2일째,총32일
2084등,방귀대장,나도 연애 취업,5점,11일째,총30일
2083등,갬성세포,연애 취업 대성공,5점,2일째,총27일
2082등,마라샹꿔바로우,오늘은 일찍 잘 수 있기를🙏,5점,1일째,총24일
2081등,복학복학생,네이버 웹툰 합격,5점,2일째,총27일
2080등,침착한그림쟁이,창헌이 새여친 생기길,5점,1일째,총15일
2079등,고양이의슈뢰딩거,학점잘받기,5점,7일째,총34일
2078등,주펄의비혼주의개그,로또 되게 해주세요,5점,1일째,총36일
2077등,문씨네,건강하자,5점,1일째,총9일
2076등,라플리즈,똥마려,5점,1일째,총6일
2075등,딧뚜행님,연말연시 더욱 행복하게 보내기를,5점,10일째,총37일
2074등,침꺾마,힘내자,5점,1일째,총5일
2073등,얼음과불의노래,감기없이 겨울나기,5점,26일째,총39일
2072등,봉합전문의,계속 선물로 수익만 볼수있게해주세요,5점,6일째,총42일
2071등,낼멸망,복권당첨,5점,4일째,총33일
2070등,호빵이,회사 보고서 얼른 마무리 잘하고 회사 적응도록 해주세요,5점,2일째,총3일
2069등,oskar30,소원 들어주세요,5점,1일째,총3일
2068등,혀이워느,로스쿨 추합 붙게 해주세요,5점,1일째,총15일
2067등,나작침세계진출,파이썬 시험 합격하게 해주세요,5점,1일째,총1일
2066등,보약마스터,무탈하게 졸업하게 해주세요,5점,1일째,총1일
2065등,침하하원로,모든 시험 합격,5점,4일째,총24일
2064등,Buddhaman,꼭 취직을 하겟어요,5점,1일째,총11일
2063등,이페리아,기도 올리기,5점,1일째,총1일
2062등,칵스한사발,단챠라도제발...,5점,4일째,총50일
2061등,ban,멋있는 디자이너가 되게 해주십시요 아멘,5점,1일째,총1일
2060등,나로호,교육잘받게해주세요,5점,52일째,총52일
2059등,쭈아가,얍,5점,2일째,총39일
2058등,왕만두2,연금복권 1등 되게 해주세요.,5점,13일째,총33일
2057등,상하차필수,로또 일등 좋다,5점,1일째,총2일
2056등,누가침소리를내었는가,로또 일등,5점,1일째,총5일
2055등,무리무리무리맨,부자되게해주세요,5점,2일째,총35일
2054등,쿼카콜라,야스,5점,1일째,총21일
2053등,ㅁㅅㅁㅅ,빠짐,5점,2일째,총22일
2052등,임쿼카,입시 합격해서 내년 행복한 유학생활 비나이다 비나이다.,5점,1일째,총35일
2051등,유밍나,건강기원,5점,2일째,총2일
2050등,김말봉,내일 헬스장 가길,5점,1일째,총4일
2049등,BIBITFL,이직한곳에서 잘 적응하기,5점,1일째,총18일
2048등,njb,역사민수어게인,5점,1일째,총2일
2047등,타르타르,우리 가족 건강하고 행복하게 해주세요,5점,1일째,총11일
2046등,ehduq2,김민상 로또 1등,5점,1일째,총4일
2045등,낭만맨,돌멩이,5점,5일째,총23일
2044등,독박광고,기도 올리지 말고 기도 내려 기도 내리지말고 기도 올려,5점,3일째,총11일
2043등,수원청개구리,시험합격,5점,12일째,총38일
2042등,퀘이보,내일보자,5점,14일째,총34일
2041등,시스토,안 아프게 해주세요,5점,2일째,총30일
2040등,예아나무,리치왕,5점,8일째,총34일
2039등,팥호민,무야호,5점,1일째,총5일
2038등,룩스룩스,비나이다,5점,34일째,총42일
2037등,해파리냉채,내게도 사랑이 찾아오길,5점,1일째,총20일
2036등,오마카세,내일 잘 일어나기,5점,2일째,총29일
2035등,노량진도둑고양이,침하하하,5점,7일째,총31일
2034등,김동구,감사하다,5점,2일째,총10일
2033등,일회용소주컵,목표를 가지고 실행할 수 있는 힘을 주세요,5점,1일째,총13일
2032등,오징어,챱,5점,25일째,총51일
2031등,침주착펄맨,한해 마무리 잘하길,5점,2일째,총33일
2030등,생존전문가김병철,생존,5점,2일째,총32일
2029등,기안03,모두모두 행복하게 해주세요,5점,1일째,총1일
2028등,게으름탈출법,악성 뇌종양 아니길,5점,1일째,총1일
2027등,STL,연봉인상,5점,11일째,총42일
2026등,너흰전혀스윙하고있지않아,내일도 무사히,5점,2일째,총34일
2025등,금재옾뫄마,올해 해뜨는거 꼭 볼 수 있기,5점,22일째,총36일
2024등,홍흥궈,개발자 전직 기원,5점,1일째,총1일
2023등,짐작멘,더 많은 힘,5점,2일째,총36일
2022등,침착한철용좌,스트레스 그만 받자 제발..,5점,1일째,총27일
2021등,jhw,연락하는 사람이랑 잘되길 기원,5점,2일째,총17일
2020등,마이클잭슨,코가 호전되도록 도와주세요,5점,1일째,총6일
2019등,폭렬단신,모두가 행복한 12월 27일❤️,5점,7일째,총23일
2018등,아이묭,일주일만 행복해져라 제발 소원이다 ,5점,5일째,총33일
2017등,솔로이길바래,집밥 먹고싶어요~,5점,1일째,총36일
2016등,굉장히쿨하고시크함,바라는대로 이루어지기를,5점,1일째,총9일
2015등,더블쿼터파운더치즈버거,내년엔 꼭 취업하게 해주세요,5점,52일째,총52일
2014등,마토야,따뜻해져라,5점,2일째,총31일
2013등,우원박잘생김,취업,5점,46일째,총46일
2012등,엠수자,만찢남 대박기원,5점,1일째,총16일
2011등,옾조디아,손목 낫게 해주세요,5점,5일째,총40일
2010등,카즈하,로또 1등,5점,11일째,총50일
2009등,판옾티콘,운동 열심히 하자,5점,3일째,총22일
2008등,김춘덕이올시다,나같이 살지 마시오.,5점,1일째,총13일
2007등,멋쟁이대추토마토,모르겠어요,5점,1일째,총33일
2006등,언럭키삑궷츢,🙏생각한 대로만 되게 해주세용🙏,5점,52일째,총52일
2005등,개냥이,이 정도 삶을 유지하기,5점,2일째,총30일
2004등,차도르자브종수,불로소득,5점,11일째,총46일
2003등,아니다황멍아,사람 좀 되자 얘들아 ㅡ,5점,1일째,총37일
2002등,태리야끼,로또 1등 5번,5점,12일째,총39일
2001등,할아버지,흐암암,5점,52일째,총52일
2000등,침하하하하하하핫,로또1등 침착맨만나기,5점,2일째,총38일
1999등,크리스마스,🔸으농이가 절 계속 좋아할 수 있게 해주세요,5점,8일째,총34일
1998등,지방자치근육,월급 3배 이벤트 하게해주세요,5점,1일째,총29일
1997등,DIVE,아이브 화이팅,5점,1일째,총39일
1996등,luv,뉴진스 만나고싶다!!,5점,9일째,총39일
1995등,몬슬리,나스닥 좀 오르게해주세요,5점,2일째,총18일
1994등,효도왕효도르,잘 살기,5점,1일째,총28일
1993등,난항상배고파,우리 여보 가게 대박나게 해주세요 9일차,5점,6일째,총23일
1992등,팀버튼,냐옹야옹야옹,5점,1일째,총27일
1991등,강인아결혼하자,공부열심히해서 이강인이랑 결혼함,5점,3일째,총3일
1990등,나일론마스크,조하용,5점,1일째,총1일
1989등,싱그리벙그리,내일이 오지 않게 해주세요,5점,1일째,총34일
1988등,lhxnqy,1,5점,45일째,총45일
1987등,제2든,말년 무사고,5점,1일째,총7일
1986등,고독하구만,부자되게해쥇요,5점,1일째,총26일
1985등,침순힁,행복하게해주세요,5점,1일째,총4일
1984등,알제이,"끈기와 노력, 실천하는 인간이 되게 해주세요",5점,3일째,총46일
1983등,가주가주즈아,주변에 이상한놈들 전부다 사라지게 해주세요,5점,22일째,총29일
1982등,로나로나땅땅,항상 건강하기!,5점,2일째,총6일
1981등,자유를말년롭게,행복,5점,11일째,총41일
1980등,캄다우니,취뽀,5점,1일째,총8일
1979등,장칼국수,말해봐 소원을~,5점,13일째,총42일
1978등,우사인너트,소방합격기원,5점,13일째,총34일
1977등,김무직백수,로또당첨되게해주세요,5점,1일째,총10일
1976등,휘낭시엥,옷팔리게해주세요,5점,3일째,총30일
1975등,아타지나,공모전 결과 잘 나오게 해주세요,5점,5일째,총23일
1974등,오히려죻아,할꺼좀 하자,5점,2일째,총28일
1973등,dIs,감기 빨리 나았으면 좋겠다ㅠㅠ,5점,1일째,총5일
1972등,응급구조사맨,첫 기도 올립니다 아멘,5점,1일째,총1일
1971등,JellyInspire,우재가 쉽게 잠들게 해주세요,5점,1일째,총13일
1970등,우리형날두임,공부좀 하자..,5점,1일째,총2일
1969등,침벙침벙,해피 연말,5점,1일째,총48일
1968등,꼰냉이,시간아 멈추어 다오,5점,7일째,총27일
1967등,김ㄴㄴ,정신 좀 차리자,5점,1일째,총32일
1966등,Ajsn,ㅊㅊ,5점,12일째,총47일
1965등,기기기어르,ㅇㅇ,5점,1일째,총19일
1964등,슈비버거,언제나 한결같이 사랑하기,5점,1일째,총7일
1963등,잔잔한파도,"마음의 평화, 하는 일 모두 괜찮게 되길",5점,5일째,총45일
1962등,챔하하,취업 기원 !,5점,1일째,총24일
1961등,노우재치킨,뿡,5점,4일째,총24일
1960등,1호침투부침략자,소돌 핑핑핑핑,5점,1일째,총46일
1959등,배공팡,취뽀,5점,23일째,총42일
1958등,티즐피치우롱티,행운이 따르게 해주세요~잇,5점,44일째,총44일
1957등,교원대꼴뚜기,돈 많아지게 해주세요,5점,1일째,총31일
1956등,침착한,와! 기도!,5점,1일째,총45일
1955등,체리석류맛,잠 잘자게 해주세요~~,5점,1일째,총23일
1954등,개방장,🙏,5점,10일째,총47일
1953등,알머리박치기,무탈한 하루,5점,1일째,총17일
1952등,오크경훈,그래도 해야지,5점,1일째,총12일
1951등,치무차쿠멘,앞으로 성적 올리겠습니다,5점,1일째,총13일
1950등,장미반흰둥이,아빠가 아프지 않게 해주세요~ 건강하게 해주세요,5점,1일째,총2일
1949등,베이비병건,내일부터 2박3일동안 여행 안전히 잘 다녀올 수 있길,5점,14일째,총37일
1948등,아이스침착메리카노,기도드립니다. 9 13 18 25 29 36,5점,5일째,총37일
1947등,서유기,잠 잘자게 해주세요,5점,4일째,총43일
1946등,ctree,가족들이 건강하길 빌어요,5점,3일째,총18일
1945등,침착한나칭찬해,구쭈구쭈,5점,1일째,총12일
1944등,쿄쿄쿄,취업하게 해주세요,5점,3일째,총30일
1943등,지안이,삼육구삼육구 1,5점,2일째,총23일
1942등,쐬고기면,정규직 전환,5점,2일째,총42일
1941등,대답은예스,학점 잘 나오게 해주세용,5점,2일째,총10일
1940등,침착군주,출첵,5점,26일째,총50일
1939등,우유는고소해,5점,5점,6일째,총24일
1938등,역체1,박사 졸업,5점,4일째,총19일
1937등,삼괴권고수,로또되게 해주세요,5점,1일째,총28일
1936등,야채주스,다이어트,5점,1일째,총9일
1935등,고덕동폭격기,잇츠레이닝맨,5점,1일째,총1일
1934등,태완씨이것좀먹어봐유,침착맨 사랑해,5점,52일째,총52일
1933등,ㅇㅇㄱ,합격하자,5점,1일째,총33일
1932등,짱구준비완료,가천대 개망하고 왔습니다 다음주 단국대 잘보게 해주십셔,5점,4일째,총14일
1931등,루프레텔캄,2023 시험합격,5점,6일째,총42일
1930등,거니와더니,로또 1등 당첨 제발..,5점,1일째,총6일
1929등,나르는거북,🙏비나이다 비나이다🙏,5점,3일째,총39일
1928등,청소기,부재시 202호 문 앞에 놔주세요,5점,1일째,총1일
1927등,침쭈하,로또,5점,6일째,총21일
1926등,수원블루윙즈,시험 합격하게 해줘잉,5점,1일째,총1일
1925등,무우우,지금 하고 있는 공장 알바를 내가 나갈 때까지 계속한다,5점,2일째,총13일
1924등,역학공학,이번학점도 4.5 부탁드립니다,5점,2일째,총2일
1923등,말랑해,합격,5점,1일째,총1일
1922등,화난전구,항상 화이팅!,5점,2일째,총44일
1921등,고블린로켓헬멧,소원 이뤄지게 해주세요,5점,3일째,총36일
1920등,오호홋오홋,괜찮은 애인좀 사귀게 해주세요,5점,29일째,총41일
1919등,체육교육과,상황종료,5점,2일째,총34일
1918등,매울신,침하하하,5점,1일째,총17일
1917등,디케이,공부! 다이어트!,5점,1일째,총23일
1916등,슈뢰딩거의피해자,여진이가 행복하게 해주세요,5점,1일째,총29일
1915등,쭈풍낙엽,합격하게 해줘잉,5점,1일째,총16일
1914등,삐갯피켓빅맥스,내일은 일찍 혼자 나갈 수 있기를...,5점,11일째,총47일
1913등,rzufdr,건강하길,5점,1일째,총1일
1912등,도리도리팽도리,오늘 롤 다 이기게 해주세요 ㅋㅋ,5점,1일째,총20일
1911등,김성균하하,저희 할아버지 내일 수술 아무 이탈없게잘되게해주세요,5점,1일째,총4일
1910등,오른손헤넷이,드뎌 낼 결과가 나옴다. 제발 우테코 붙길..!,5점,1일째,총22일
1909등,시켜줘너의명예경찰관,잘 안될때는 제일 좋았던 때로 돌아가라,5점,20일째,총24일
1908등,소울더메이슨,소원 비는 사람들 소원이 다 이루어 졌으면 좋겠어요,5점,1일째,총30일
1907등,사바나펭귄,무탈히 전역할 수 있게 해주세요,5점,8일째,총30일
1906등,침동이,오늘도 행복하게 해주세요,5점,1일째,총30일
1905등,삐빅맨,여친,5점,2일째,총32일
1904등,침피오카펄추가,가람이 감기 빨리낫게해주세요,5점,1일째,총20일
1903등,침췍미앤사룽해,롯데월드에서 하얗게 태우고 왔다,5점,5일째,총30일
1902등,산호초,오늘도 잘자게 해주세요,5점,2일째,총38일
1901등,시댕구리,좋은사람만 주위에 생기도록 해주세여,5점,6일째,총33일
1900등,MingKoo,배아프다,5점,1일째,총1일
1899등,민지짱,일안하고 먹고 살 수 있게 해주세요,5점,4일째,총28일
1898등,아게하,연애하게 해주세요,5점,1일째,총39일
1897등,병건사거리,에너지아ㅏㅏ,5점,1일째,총2일
1896등,김만도,피곤쓰,5점,5일째,총30일
1895등,발바닥,행복하고 싶어요,5점,3일째,총47일
1894등,김민주,로또 1등 제발,5점,3일째,총8일
1893등,나은아빠,나은아 친가도 좋아해줘 제에발..,5점,1일째,총12일
1892등,자몽은원래쓰다,로또당첨기원!,5점,2일째,총3일
1891등,고슨상,건강하즈아,5점,1일째,총8일
1890등,왱알앵알,조은하루!,5점,2일째,총50일
1889등,수원침순이,로또되게해줘잉,5점,1일째,총3일
1888등,방울톰하디,부자되게 해줘잉,5점,1일째,총28일
1887등,홈버튼,취업,5점,5일째,총46일
1886등,라면꼰대,로또1등 기원!,5점,1일째,총23일
1885등,회기동불나방,남자친구!,5점,1일째,총19일
1884등,Dvwn,.),5점,8일째,총24일
1883등,푸디잉,마지막으로 날 떠올려준다면 안 되나요,5점,1일째,총27일
1882등,박진수,박진수,5점,1일째,총28일
1881등,소용우,침하하,5점,1일째,총1일
1880등,즉시통조림,즉시이직,5점,2일째,총21일
1879등,오옵옾,국시 D-24 합격 가보자고,5점,1일째,총2일
1878등,현지인,무사히 아기낳기,5점,16일째,총35일
1877등,2호침투수부호자,정신차리자,5점,1일째,총5일
1876등,24호침투부수호자,이병건 화이팅,5점,3일째,총7일
1875등,위험한자식이병건,이직 성공 기도,5점,1일째,총23일
1874등,엉숭이침덩이,여자친구 만들어 주세요,5점,1일째,총1일
1873등,이상해씨,침하,5점,6일째,총35일
1872등,용네임,"행복과 건강 발전, 이직",5점,18일째,총29일
1871등,낭만주의,ㅊㅊ,5점,1일째,총35일
1870등,우주수육먼지콜라,남편이 합격 하기를...,5점,1일째,총15일
1869등,샤이침착쓰,행복해지기를,5점,2일째,총31일
1868등,JISEOP,건강,5점,2일째,총35일
1867등,존코너,한전 이직,5점,1일째,총31일
1866등,댄져러스독감자,모두모두 행복한 연말 보내게 해주세요<,5점,2일째,총13일
1865등,대머리비둘기,깔깔깔,5점,1일째,총4일
1864등,수소강,기도합니다,5점,1일째,총29일
1863등,류이크,로또! 가보자구! ,5점,3일째,총24일
1862등,대추롸잇,집가다 로또 1등,5점,1일째,총4일
1861등,라임호빵,그녀가 나를 생각하길,5점,2일째,총15일
1860등,참깨나라박참깨,성공하고돈많이벌게해주세요,5점,2일째,총21일
1859등,펄입침옵,1일,5점,1일째,총1일
1858등,한글영어숫자혼용,졸업하게 해주세요,5점,2일째,총13일
1857등,프리한삶,로또1등 당첨 기원!,5점,2일째,총24일
1856등,말밥당근,3대 500,5점,45일째,총46일
1855등,침테잎,합격,5점,11일째,총42일
1854등,아마궤돈,혈육의 질병완치,5점,50일째,총50일
1853등,왕짱맨,건강,5점,1일째,총8일
1852등,조우다,침착맨 만나고 싶어요,5점,2일째,총2일
1851등,차일디시감바스,돈 더 벌게해주세요,5점,1일째,총11일
1850등,강퇴반사,원펀데이 기원합니다,5점,6일째,총15일
1849등,안녕v,오늘 저녁 머 먹지? 맛있는거 먹게 해주세요~,5점,1일째,총24일
1848등,다비치,ㅊㅎ,5점,21일째,총36일
1847등,별내동주민,23 CPA 합격👊,5점,2일째,총44일
1846등,서랍속세계,내일 면접 성공적으로 볼 수 있게 해주세요.,5점,2일째,총17일
1845등,용기사,로또 1등 ㄱ,5점,1일째,총12일
1844등,침략자,읏!쨔~,5점,1일째,총11일
1843등,신사90,일,5점,6일째,총39일
1842등,짜장불사,띠용~?,5점,1일째,총12일
1841등,DDAGE,퇴사,5점,1일째,총3일
1840등,나랑같이걸을래,"하고싶은거 다하길, 마음에 단단한 대피소 하나 생기길",5점,1일째,총25일
1839등,안산경찰서지박령,잠 일찍 자기,5점,2일째,총23일
1838등,피켓피겟피궷츢,가족 건강,5점,15일째,총41일
1837등,아수라,합격,5점,7일째,총45일
1836등,gabrielle,후에엥,5점,3일째,총11일
1835등,전자공학민수,전역,5점,34일째,총43일
1834등,김호이, ,5점,20일째,총37일
1833등,이병건축학개론,짝남오빠랑 잘되게 해줘잉..,5점,3일째,총28일
1832등,교촌치킨,오늘도 침착하게 해주세요,5점,1일째,총22일
1831등,bzuz,행복,5점,1일째,총23일
1830등,베테랑발냄새,"내년에 보너스 많이나오길,...",5점,1일째,총2일
1829등,침숫자,로또 1등!!,5점,1일째,총19일
1828등,침착맨사김종수,새로운 좋은 일 찾게 해주세요~!!,5점,4일째,총36일
1827등,샤따맨,뭐든 하게,5점,1일째,총22일
1826등,그대안의프리에토,내일도 오기,5점,3일째,총40일
1825등,요우무의유령검1,아..,5점,52일째,총52일
1824등,Hello,Hello,5점,1일째,총30일
1823등,야나감마,오늘 하루는 조졌으니,5점,2일째,총34일
1822등,fingersnap,메멘.. 지금 회사 무사히 탈출하게 해주세요,5점,1일째,총11일
1821등,irsk5l,고입 성공하게해주세요,5점,1일째,총2일
1820등,부르릉,코로나 격리 빨리 풀리게 해주세요,5점,1일째,총3일
1819등,맛있는귤귤,건강,5점,2일째,총27일
1818등,채린이가차린챌린저,내 셋째 동생 대상포진 낫게 해주세요,5점,1일째,총28일
1817등,구쭈왕국의공주,다시시작,5점,2일째,총23일
1816등,해병대,이직 성공 기원,5점,1일째,총21일
1815등,비상깜빡이,운전면허 합격,5점,1일째,총35일
1814등,무정한무정란,퇴근시간 빨리 오게해주세요,5점,12일째,총33일
1813등,댄져러스치미창가맨,짝녀 연락오게 해줘잉2트,5점,1일째,총6일
1812등,푸쿠쿠린,우승,5점,2일째,총26일
1811등,수염은노빼뚫,복권되게해주시오,5점,1일째,총2일
1810등,덩덩침덩이,노력 안 하고 잘 되게 해주세요,5점,2일째,총28일
1809등,핵버섯,취업 기원..,5점,2일째,총13일
1808등,humanbeing,토루크 막토가 되게 해주세요,5점,1일째,총19일
1807등,펌핑맨,침하하,5점,1일째,총26일
1806등,말하는까마귀,모두건강,5점,3일째,총7일
1805등,침궤짝,결혼하게해주세요,5점,1일째,총2일
1804등,곧휴잭맨,안녕,5점,26일째,총42일
1803등,폴리야스,행복하게 살게 해주세여,5점,1일째,총5일
1802등,Wayne,조타조타디에고조타,5점,16일째,총38일
1801등,과천수호자,취뽀!,5점,12일째,총28일
1800등,COOR함이란,센터장 팀장 직장내 괴롭힘 엄벌받게 해주세요,5점,1일째,총21일
1799등,베개나라공주,행복,5점,7일째,총50일
1798등,호방호빵,로또 당첨되게 해주세요,5점,1일째,총11일
1797등,우마무스메프리티더비,안녕,5점,1일째,총1일
1796등,아배고파,ㅣ,5점,1일째,총18일
1795등,포터르기니,연금복권720+ 1등 당첨되게 해주세요~,5점,2일째,총14일
1794등,김민지,1시간 무료 나눔합니다,5점,1일째,총7일
1793등,아안녕하세요,공부하기싫어요,5점,25일째,총50일
1792등,상일동맹견조련사,편입성공,5점,1일째,총17일
1791등,덜렁대는피깼츄,윤슬아 한달동안 밥 잘먹고 수술 잘받자!!,5점,3일째,총23일
1790등,요구르팅,합격감사합니다 여자칭구 생기게해주세요,5점,3일째,총34일
1789등,침착맨의말년생활,제발 로또 1등,5점,5일째,총21일
1788등,중인배승급심사관,"탈모,, 취업,, 돈,, 여자친구,, 가족건강,, ",5점,1일째,총6일
1787등,망상펭귄,ㅊㅎㅎ,5점,1일째,총32일
1786등,엘든링민수,침착맨 엘든링 켠왕 기원 33일차,5점,1일째,총34일
1785등,심리민수,♥︎ ,5점,7일째,총48일
1784등,감염된SCV,탈모해결,5점,14일째,총42일
1783등,도토리수집가,행복,5점,1일째,총45일
1782등,르브론,전기기사 한방에 합격!,5점,1일째,총1일
1781등,iaanoa,칼퇴근기원1일차,5점,1일째,총1일
1780등,혹꾸아이슨배림,학원 갈때 버스 바로 ㅈㅂ ,5점,11일째,총41일
1779등,스윗레인,연기만으로 먹고살게 해주세요,5점,1일째,총1일
1778등,처절한왼손잡이김상룡,내가 만난 모든 사람들이 행복했으면 좋겠네요,5점,1일째,총46일
1777등,파파망고,오늘도 코니는 건강해야 합니다,5점,1일째,총24일
1776등,할일을하자,일 잘 되게 해주세요,5점,4일째,총20일
1775등,으중한김으중,침착맨 만나게 해주세요,5점,5일째,총19일
1774등,침바페,예비 2번인데 앞에 2명 더 좋은데로 떠나게 해주세요,5점,1일째,총1일
1773등,wink,건강건강 ,5점,4일째,총7일
1772등,침클립을알고있니,정신 똑바로 차리고 살아가기....,5점,1일째,총17일
1771등,거꾸로해도,스스로를 조금 더 믿게 해주세요,5점,1일째,총1일
1770등,몽키D두피,해적왕,5점,2일째,총48일
1769등,침착맨도서관,이사가 문제없이 잘 되게 해주세요,5점,1일째,총14일
1768등,데규르르,맛있는 ㅅㅅ 하기,5점,1일째,총11일
1767등,빨간달팽이,제발 로또랑 연금복권 1등 주세요,5점,2일째,총31일
1766등,하나두,날이 따뜻해지면 좋겠어요,5점,9일째,총19일
1765등,Sound,우주여행가게 해주세요,5점,22일째,총23일
1764등,킹받는선글라스,오늘 빌었나?,5점,46일째,총46일
1763등,마그네슘,길을 찾게 해주세요,5점,19일째,총20일
1762등,침조림,오늘 마무리 잘하게 해주세요 ,5점,1일째,총7일
1761등,스티밍,최종합격,5점,2일째,총33일
1760등,김다빠진콜라,매일매일이 행복한 삶이 될 수 있도록 해주세요,5점,6일째,총14일
1759등,q29gjg,제발요 ㅠㅠ,5점,1일째,총2일
1758등,삐께삑궷삑궽츄,집에가고싶당,5점,1일째,총7일
1757등,충커벨,하이루,5점,1일째,총5일
