등수,게시자,내용,점수,연속,총 기도일 수
1899등,써니써니,올해도 고생했어,5점,2일째,총14일
1898등,썸썸지,적일많버,5점,1일째,총9일
1897등,호호돌이,내가 좋아하는 사람이 날 좋아하면 좋겠어요,5점,5일째,총32일
1896등,완폐아,여자사람 친구 생기게 해주세요,5점,4일째,총8일
1895등,삼십분카레,한화 우승시켜주세요,5점,2일째,총8일
1894등,겜착맨,다들 새해 복 많이 받으세요~,5점,2일째,총11일
1893등,양갱기,잘 버텼다,5점,6일째,총47일
1892등,공업적최루법,2022년 고생했어,5점,1일째,총9일
1891등,핏짜피차,안좋은건 2022년에 전부 두고2023년 시작하기!,5점,1일째,총5일
1890등,왕방산고라니,2023년엔 취업성공과 가족건강 염원합니다. 화이팅!,5점,1일째,총1일
1889등,인간자체가색스야,전쟁민수 2차시 기원 4일차ㅏㅏㅏㅏㅏㅏㅏ,5점,2일째,총6일
1888등,에스트라공,취업,5점,1일째,총14일
1887등,고양이,올해 마지막 소원 복권 1등당첨,5점,1일째,총32일
1886등,코끼리,돈좀줘,5점,5일째,총38일
1885등,Kantian,박사논문,5점,4일째,총40일
1884등,링딩딩,올 한해 고생했고 내년은 더 좋은 하루를 보내자,5점,1일째,총27일
1883등,두유노우풍월량,결혼 D-70 준비된 남편이 되게 해주세요.,5점,14일째,총41일
1882등,침펄조아,올해도 고생 많으셨습니다 :),5점,9일째,총37일
1881등,crmh3q,운 좋은 2023년 되세요~,5점,1일째,총1일
1880등,침착맨원본박물관,22년고생했다,5점,1일째,총32일
1879등,방귀대장,22년의 시간이 헛되지 않고 23년에 결실을 맺길,5점,11일째,총30일
1878등,진한남자,월드피스,5점,7일째,총44일
1877등,짱구악개,모두들 행복하길,5점,2일째,총5일
1876등,우주배꼽코딱지,2022 마무리 화이팅!,5점,1일째,총5일
1875등,침착개구리,2023년엔 꼭 취업할 수 있게 해주세요,5점,1일째,총2일
1874등,히오스,추,5점,1일째,총13일
1873등,조루딕,포인트,5점,1일째,총23일
1872등,균하히하하,실수하지 말게 해주세요,5점,2일째,총30일
1871등,고나우빠쬬,저와 제 친구들이 성공하게 해주세요,5점,20일째,총42일
1870등,에국보숭이,ㅋㅋ,5점,1일째,총1일
1869등,com2,"2023 ㅎㅇ이 최총합격, 나 잘되기",5점,5일째,총19일
1868등,나옹이,88888,5점,1일째,총23일
1867등,파파디,샤타포스 22칠흑 기원,5점,1일째,총1일
1866등,삼괴권의주펄,다들 행복하게 해주세요~,5점,1일째,총35일
1865등,김침맨,고통을 이겨낼 수 없는 2023년이 되길,5점,1일째,총9일
1864등,호나유두,행볻,5점,1일째,총17일
1863등,김레나,니쁜일없이 좋은일만 있었으면,5점,2일째,총3일
1862등,어이구선생님들,어떤 연락도 안오게 해주세요,5점,3일째,총35일
1861등,퐁당퐁당,올해는 안좋은일 많았으니 내년부터 우리가족 좋은일만! ,5점,2일째,총15일
1860등,파타야,행복하자,5점,4일째,총15일
1859등,램쥐썬더,새해엔 더 행복하게 사랑하게 해주세요,5점,5일째,총36일
1858등,Kosmos,행복!!!!,5점,5일째,총44일
1857등,침펜지,새해에는 좋은일만 가득하기를,5점,1일째,총4일
1856등,자하연,졸업!,5점,1일째,총19일
1855등,우원재,뿡,5점,1일째,총31일
1854등,침교수의생활,새해 복 많이 받으세요,5점,1일째,총3일
1853등,탑건캡틴매버릭,여자친구 생기게 해주세요,5점,24일째,총42일
1852등,튀김옷,너무 힘들지 않게 해주세요!!,5점,1일째,총2일
1851등,유리리,안 좋은일읏 2022년에서 끝,5점,5일째,총34일
1850등,ㅇ0ㅇ,동기들과 함께 무사히 전역하게 해주세요.,5점,10일째,총46일
1849등,오늘도즐거운날입니다,새해복 다 나에게로 오라 ,5점,2일째,총32일
1848등,NMIXX,엔믹스 1위기원,5점,1일째,총34일
1847등,침숭숭,성공하자,5점,18일째,총43일
1846등,위켄드,침하하,5점,16일째,총38일
1845등,상해치사죄,복권1등 복권1등,5점,1일째,총26일
1844등,곧휴잭맨,안녕,5점,26일째,총42일
1843등,정보수정정보수정,힘든건 2022에 모두 두고가자,5점,2일째,총17일
1842등,웅크린바위,성공적인 이직,5점,1일째,총15일
1841등,고라니라니자라니,독일 음대 유학 성공 기원!,5점,20일째,총20일
1840등,침하하하하하하핫,로또1등 침착맨만나기,5점,2일째,총38일
1839등,가위불바위총번개악마용물공,새해 복 많이 받으세요~~,5점,1일째,총11일
1838등,고구마라떼,아잉,5점,1일째,총35일
1837등,병건머리를펄수염에,"행복, 합격",5점,2일째,총32일
1836등,무친짐짝맨,새해 복 왕창 기원 3일차,5점,1일째,총20일
1835등,도원결의,세 명이 동시에 뒤집니다,5점,6일째,총48일
1834등,Zelmon,내년에도 행복하기,5점,1일째,총13일
1833등,균하하,40입니다 잘 살 수 있도록 도와주세요.,5점,2일째,총43일
1832등,침착하게삽시다,인생 잘 날로 먹게 해주세요 그냥 그냥 그냥 네,5점,1일째,총12일
1831등,힐끔도르,2023년 2월안에 좋은곳에 취업기원 ,5점,2일째,총36일
1830등,쭈아가,행복,5점,2일째,총39일
1829등,사거마,돟,5점,3일째,총18일
1828등,산독희,새해복 많이 받으시고 2023년도엔 취업!독립!성공!,5점,1일째,총5일
1827등,감자양파이,새해 복 많이 받으세요~,5점,1일째,총27일
1826등,트위티,방장 사랑해 ,5점,8일째,총45일
1825등,저젤리가진짜라묜,2022 고생했고 건강한 2023아 와라,5점,16일째,총44일
1824등,존잘맨이병건,건강하고 행복한 2023~!,5점,3일째,총47일
1823등,무친야스데스까,23년 무섭다..,5점,1일째,총6일
1822등,토마토슾,22년 감사했다.,5점,1일째,총2일
1821등,치즈탐험신비의세계,건강,5점,1일째,총18일
1820등,리비도,더 행복한 새해되길,5점,1일째,총6일
1819등,침착맨삼국지완전판,조회수 2천만 되게 해주세요,5점,3일째,총48일
1818등,방귀요정이병건,나 새해에 돈 많이 벌래!!!,5점,1일째,총22일
1817등,베이비병건,22년 감사했다 23년도 감사하자,5점,14일째,총37일
1816등,연애하고싶어,내 자신을 초라하게 만들지 마라.,5점,8일째,총47일
1815등,침주착펄맨,22년 마지막,5점,2일째,총33일
1814등,침순이밍G,이제 긍정강화가 필요하다,5점,1일째,총19일
1813등,밥수저,건강하고 이쁜 아이 갖게,5점,1일째,총31일
1812등,마회장,2022 bye,5점,10일째,총40일
1811등,다람쥐곳간,모든것의안정화,5점,1일째,총28일
1810등,침착맨도서관,2023년 모든 일 다 잘 되게 해주세요 ,5점,1일째,총14일
1809등,레어닉,침착맨처럼 살고싶어요,5점,1일째,총28일
1808등,히누히트,내년도 화이팅~,5점,17일째,총41일
1807등,싸응베,2023년 대박나고 싶어요,5점,1일째,총7일
1806등,침착한자색고구마칩,재회에 성공하게 해주세요,5점,1일째,총4일
1805등,올리브유,합격,5점,1일째,총3일
1804등,펄머리침저씨,올한해 우리가족 수고많았고 내년에도 행복하자,5점,32일째,총38일
1803등,딧뚜행님,새해복많이받으세요,5점,10일째,총37일
1802등,Ajsn,ㅊㅊ,5점,12일째,총47일
1801등,Limtaek,더 나은 한해가 되길,5점,1일째,총6일
1800등,개방장,🙏,5점,10일째,총47일
1799등,Krbaaa,로또 1등 당첨 기원,5점,9일째,총37일
1798등,키요하루,평생 놀고 먹게 해주세요..,5점,14일째,총35일
1797등,킹냥이,행복을주세요,5점,44일째,총50일
1796등,장똘뱅,마지막 날이니 기도를~,5점,1일째,총3일
1795등,황금미륵,침하하,5점,32일째,총51일
1794등,펄바라기,새 회사에 잘 적응하게 해주세요,5점,1일째,총3일
1793등,침착은한글로병건,내일은 더 행복하길,5점,1일째,총24일
1792등,오늘의점심메뉴,재수 성공,5점,1일째,총3일
1791등,백열장,다친 손이 잘 나아서 백열장 쓰게 해주세요,5점,1일째,총32일
1790등,근데이제침에절여진,올해보다 더 나은 내년의 내가 되길,5점,1일째,총7일
1789등,alt,2023에 원하는 곳 합격 발표 존버!,5점,1일째,총3일
1788등,봄인가봄,연금복권1등2등동시당첨,5점,2일째,총5일
1787등,침피오카펄추가,행복한 인연 만나게 해주세요,5점,1일째,총20일
1786등,부르텄으,모든 시험 잘 보게 해주세요 건강도 회복시켜주세요,5점,1일째,총7일
1785등,라따구리,🙏🏻,5점,4일째,총37일
1784등,호카손쟈,새해복,5점,2일째,총34일
1783등,원자탄,로또 1등,5점,6일째,총36일
1782등,침댕이,잊기전애 약속해요~,5점,1일째,총41일
1781등,살랑바람,역전재판dlc 기원,5점,4일째,총13일
1780등,pfe,pfe,5점,26일째,총44일
1779등,침침침침침침침침침침침침침,2022년 화이팅,5점,1일째,총35일
1778등,뜨거운음료,ㅇㅇ,5점,5일째,총41일
1777등,달마시안,새해 복 많이 받으세요,5점,6일째,총21일
1776등,원피스개혁안,23년엔 꼭 원하는 곳 원하는 직무로 취직하게 해주세요,5점,2일째,총34일
1775등,바다고양이,일확천금,5점,7일째,총42일
1774등,침착한웰시코기,즐거운 봄날이 찾아오길 바람,5점,3일째,총29일
1773등,잉클링,얍,5점,5일째,총27일
1772등,댄져러스독감자,우리 강아지랑 가족들 모두 행복하고 건강하길 ,5점,2일째,총13일
1771등,시샘달엿새,23년까지 2시간,5점,2일째,총13일
1770등,개노그램,행복하세요,5점,2일째,총28일
1769등,푸핳핳핳,내년 새해복 많이 받게 해주세요!,5점,2일째,총25일
1768등,야쭈맨,부자되게 해주십쇼,5점,5일째,총10일
1767등,10소인배,한국외대 합격하게 해주세요,5점,1일째,총9일
1766등,구쭈왕국의공주,잘가이공이이,5점,2일째,총23일
1765등,손용돌이,내년에도 잘 건강하고 행복하게 잘 부탁해,5점,1일째,총17일
1764등,카리나키링녀,올해 마지막날 모두가 행복하고 건강한 새해를 바라며,5점,1일째,총2일
1763등,dlwlrma,잠,5점,2일째,총45일
1762등,보약옥수수,울가족건강행복,5점,4일째,총30일
1761등,무선생,"23년에는 좋은일만 가득하길, 회사에서 인정받는 사람이",5점,1일째,총8일
1760등,동그리,새해복 많이 ,5점,1일째,총6일
1759등,뇌절전문가,침하하 월클,5점,1일째,총9일
1758등,침하하많관부,우리 씩씩이 건강하게 잘 크게 해주세요,5점,43일째,총51일
1757등,오목눈이,어머니가 건강했으면 좋겠습니다.,5점,1일째,총21일
1756등,땀나는침덩이,확신과 통일된 마음으로 겸허히 배우며 사랑하기,5점,8일째,총38일
1755등,제주집사,소원 소원 소원의돌,5점,5일째,총39일
1754등,병건란,감사했다 2022 감사하자 2023,5점,1일째,총30일
1753등,아카리겐도,국제고 합격했다 ! // 새해엔 실천하는 사람이 되자.,5점,1일째,총3일
1752등,견적봐서미쳐라,행복하고싶어잉,5점,1일째,총42일
1751등,골아파덕,전역 가즈아,5점,1일째,총7일
1750등,파카군,올해 마지막 출석,5점,7일째,총31일
1749등,네모세모,ㅎㅇ,5점,1일째,총25일
1748등,서진아빠,모두 행복하세요,5점,11일째,총46일
1747등,김아욱,햅뉴이어,5점,1일째,총5일
1746등,빠라삐리포,ㅎㄱ ㄱㅇ,5점,19일째,총34일
1745등,이왕건이오,로또,5점,12일째,총49일
1744등,귤국대장,내년 원하던 곳으로 취업하게해주세요,5점,2일째,총34일
1743등,침하하못참지,세계 평화,5점,1일째,총9일
1742등,침뽕맨,2022년 다들 수고하셨습니다.,5점,1일째,총28일
1741등,펄떡이는침순이,2023 취업성공기원!,5점,1일째,총19일
1740등,싱클레어,행복해질 수 있도록,5점,1일째,총3일
1739등,침펄풍철단,새해 복 많이 받으세요~,5점,48일째,총50일
1738등,시스토,익숙해지기,5점,2일째,총30일
1737등,고기망치,건강하구 행복하게 해주세용,5점,1일째,총14일
1736등,무적세모입,새해엔 부지런 갓생 인간으로.,5점,1일째,총27일
1735등,MISFIT,TRPG 해줘잉,5점,1일째,총4일
1734등,쿠쿠다라이,오늘도 화이팅,5점,3일째,총22일
1733등,GlieonSim,lotto 1st dangchum wannabe,5점,30일째,총40일
1732등,뭐야이게,힘내자,5점,1일째,총21일
1731등,감초와망고,우리가족새해에건강하길,5점,1일째,총1일
1730등,gammang,새해맞이일본여행마무리잘하리,5점,16일째,총26일
1729등,하하호호흐흐헤헤,취뽀,5점,1일째,총1일
1728등,버터링,행복,5점,27일째,총51일
1727등,인프피t,수고했어 올해도,5점,1일째,총27일
1726등,yjuent,내 꿈 이루게,5점,1일째,총37일
1725등,스타게이져,로또 제발..,5점,1일째,총2일
1724등,SUM,이젠 나도 모르겠당,5점,4일째,총50일
1723등,호들갑맨,강녕,5점,10일째,총51일
1722등,쭈호민,기도 올리기,5점,52일째,총52일
1721등,대인국첩자소인배,연애성공기원,5점,1일째,총11일
1720등,GOAT침,잘살장,5점,1일째,총3일
1719등,거짓말하지마,23년을 잘 부탁해,5점,9일째,총49일
1718등,영쨩쨩,AD 연구 회사 취직 기원,5점,1일째,총19일
1717등,한중왕,모두 건강하고 원하는 바 다 이뤄지길!,5점,1일째,총4일
1716등,나완전알았어,건강기원 / 남편 롤체 1등,5점,7일째,총47일
1715등,옾월량,여기 계신분들 소원 다 이루어 지길!,5점,2일째,총43일
1714등,난항상배고파,우리 여보 가게 대박나게 해주세요 13일차,5점,6일째,총23일
1713등,고오미이,편안하시길,5점,5일째,총8일
1712등,민갈량,취업성공하고 좋은사랑하게 해주세요,5점,1일째,총5일
1711등,삐갯피켓빅맥스,새해 복 많이 받을게요,5점,11일째,총47일
1710등,바이코딘,ㅊㅊ,5점,2일째,총42일
1709등,침착한알파카,우리 결혼하게 해주세요!,5점,23일째,총50일
1708등,궤친놈,올해 잘 마무리해서 감사합니다. 다음해에도 잘 부탁해요,5점,4일째,총31일
1707등,난고조,닌자가 되고 싶어요,5점,1일째,총19일
1706등,파파망고,내일 코니랑 병원가는데 회복 다 됐으면 좋겠어요,5점,1일째,총24일
1705등,쏭단비,남편직업의사,5점,5일째,총41일
1704등,마라샹꿔바로우,"2023, 가끔 우울하고 가끔 행복하기😊",5점,1일째,총24일
1703등,륜하하,륜하하,5점,2일째,총31일
1702등,침하하Delta,2023년에 동차하게 해주세요,5점,6일째,총25일
1701등,밀가루,일희일비 노노해,5점,1일째,총16일
1700등,김얌전,나처럼 살지 마시오,5점,5일째,총37일
1699등,무서운호빵맨,우와 소원 못 빌뻔!,5점,5일째,총26일
1698등,채린이가차린챌린저,내 셋째 동생 대상포진 낫게 해주세요,5점,1일째,총28일
1697등,기기기어르,2,5점,1일째,총19일
1696등,시그나르리,소원 들어주는 돌 영상링크 바뀌게 해주세요,5점,2일째,총13일
1695등,호주민,얍,5점,10일째,총40일
1694등,여행민수,아무 일 없이 도착하게해쥬세요,5점,2일째,총20일
1693등,마이클콜리오네,그녀가 보고싶어요,5점,28일째,총30일
1692등,포켓몬마스터예비군,행복해지자,5점,19일째,총42일
1691등,daszww,이직성공하게 해주세욧,5점,1일째,총1일
1690등,킹케이크,행복한 하루가 되길 바랍니다...,5점,1일째,총2일
1689등,티즐피치우롱티,코로나 잘 이겨내게 해주세요~잇,5점,44일째,총44일
1688등,송파왕자,평화,5점,1일째,총7일
1687등,헤네시스XO,잘되길,5점,1일째,총2일
1686등,지더쿠,괜찮아 잘될거야 ,5점,1일째,총44일
1685등,매미산뱁새,새해는 행복하고 원하는것만 이뤄지게 해주세여,5점,2일째,총5일
1684등,선샤인,남친 생겨라 ,5점,1일째,총31일
1683등,월풍이,기도,5점,1일째,총9일
1682등,말년을상쾌하게,행복한 새해가 되었으면 좋겠어요,5점,1일째,총10일
1681등,비둘기치킨,여자친구 제발료ㅛㅛㅛ..!,5점,2일째,총16일
1680등,침착한피쉬앤칩스,후회 없었길 ,5점,1일째,총4일
1679등,맛쟁이토마토,좋은팀원만나게해주세여,5점,1일째,총7일
1678등,너무일찍일어난주호민,멋진 몸매 가지고 싶어요,5점,1일째,총8일
1677등,안녕하쇼,로,5점,1일째,총21일
1676등,한국인학생,2022년 안녕!!,5점,15일째,총48일
1675등,정윤호,내년에는 더 나은 해가 되었으면 좋겠습니다,5점,1일째,총38일
1674등,이상한나라의이병건,침착맨 싸인 받게 해주세요,5점,1일째,총29일
1673등,돼뚱이,이번주 로또1등 나야 나,5점,1일째,총20일
1672등,탕쿠쿠,쿠쿠데스,5점,2일째,총16일
1671등,짱구는목말라,2023 햅삐걸되기,5점,52일째,총52일
1670등,꺽다리왕꺽츄,까먹었다 ,5점,1일째,총34일
1669등,자치구인사과인재양성팀,세계 평화를 빕니다.,5점,1일째,총48일
1668등,도도리아,굿바이 2022,5점,51일째,총51일
1667등,청국장,2023 롯데자이언츠 우승 기원,5점,3일째,총37일
1666등,GunAnt,내년에도 전시 많이 할 수 있게 해주세요,5점,2일째,총34일
1665등,뚜뚜루뚜뚜,내년에는 내가 원하는걸 하면서 살 수 있기를,5점,1일째,총3일
1664등,끄리넥스,새해는 행복행운이 가득하길,5점,1일째,총2일
1663등,침착몬,새해 복 많이 받으세요,5점,3일째,총48일
1662등,아침7시,아바다 볼때 졸지 않게 해주세요,5점,1일째,총27일
1661등,모하메드살라,은근히 잘되게 해주세요,5점,4일째,총33일
1660등,초록매실,합격하게 해주세요,5점,38일째,총45일
1659등,칡즙맨,TRPG 기원,5점,3일째,총34일
1658등,진진자라지리지리자,올해 편입 성공,5점,5일째,총30일
1657등,진남한,새해복많이,5점,1일째,총5일
1656등,진짜싼아이,새해에는 이직 성공!,5점,1일째,총3일
1655등,송쭈쭈,ㅎ2,5점,1일째,총9일
1654등,캡틴플레닛,벌써 23년이라고? 미쳤네..,5점,3일째,총8일
1653등,박시달,새해에 다들 좋은 일만 가득하게 해주세요,5점,1일째,총15일
1652등,부천시,비염빡친당,5점,1일째,총16일
1651등,은하수낚시인생,연애하게해주세요,5점,2일째,총2일
1650등,동오의덕왕엄백호,엄백호군이 천하를 통일하게 도와주세요,5점,2일째,총27일
1649등,독침붕이,행복행복,5점,1일째,총40일
1648등,침착맨안티,소원 빌기,5점,1일째,총8일
1647등,ppoooo,층간소음에 고통받지 않게 해주세요,5점,1일째,총13일
1646등,조인자효,소원을 들어주세요,5점,1일째,총9일
1645등,e02,이직할용기!,5점,1일째,총2일
1644등,책상은책상이다,합 격 기 원,5점,3일째,총48일
1643등,피츠하버트,행복해져라 행복해져라~,5점,24일째,총42일
1642등,딸기후라이드,키크게해주세요,5점,1일째,총15일
1641등,구찌의자,취직하고 잘살자,5점,1일째,총25일
1640등,침숙이,오늘 로또 1등 되겠습니다,5점,1일째,총13일
1639등,환승맨,환승,5점,4일째,총20일
1638등,김띠또,내년에도 항상 행복하게 해주세요~,5점,1일째,총8일
1637등,까붕이,달라지는건 없다. 화이팅.,5점,2일째,총28일
1636등,콘노크,여친생기게 해주세요!💑❤❤❤,5점,5일째,총51일
1635등,육성재,남친생겨라,5점,2일째,총13일
1634등,부영사랑으로,분에 넘치는 복 받게 해주세요,5점,4일째,총48일
1633등,냥이냥이물고기,좋은사람들과 행복하게 살고 싶어요,5점,3일째,총34일
1632등,챔하하,돈 복구되게 해주세요,5점,1일째,총24일
1631등,아수라,합격,5점,7일째,총45일
1630등,함뜨자,내년에도 건강하게,5점,28일째,총51일
1629등,스티밍,최종합격,5점,2일째,총33일
1628등,첼시fc,불안한 삶을 끝내고 행복한 삶을 시작해주세요,5점,9일째,총40일
1627등,언제나감사하다,내년도 올해만큼 행복했으면 좋겠어요,5점,1일째,총1일
1626등,bveark,제발,5점,1일째,총1일
1625등,머그샷,세계평화,5점,2일째,총7일
1624등,침부투,행복했던 한해였으면,5점,4일째,총15일
1623등,서리한,여행갈때 사고안나게 해주세요,5점,1일째,총31일
1622등,고기동빅풋,오늘 별일 없기를..,5점,1일째,총6일
1621등,후치몽,로또 1등 기원,5점,5일째,총41일
1620등,빈집털털이,감사하다,5점,1일째,총10일
1619등,오징어,1231,5점,25일째,총51일
1618등,빠밤이,올한해 수고많았어,5점,1일째,총31일
1617등,poooky,제발 ㅠㅠ,5점,1일째,총6일
1616등,침오냐,행복한 연말!!,5점,1일째,총29일
1615등,냐하하,건강하게 해주세요,5점,1일째,총26일
1614등,서망고,이제 박스를 만들자,5점,1일째,총29일
1613등,성규용,한화 화이팅!,5점,1일째,총1일
1612등,키자루,가족의행복,5점,1일째,총28일
1611등,아리까리한당신,제가 좀 더 초연한 사람이 되게 해주세요,5점,2일째,총3일
1610등,VaziracCarl쿡스,ㅅㅇ,5점,1일째,총7일
1609등,심신미약용콩,새해복 많이 받으세요~,5점,1일째,총3일
1608등,굿아이디어,최종합격,5점,2일째,총17일
1607등,하리마오,주변에 사랑이 가득한 나날,5점,3일째,총32일
1606등,침펄풍통,새해 복받게 해주세요,5점,1일째,총4일
1605등,갱이갱이양갱이,"세계평화, 어린이들의 행복",5점,14일째,총27일
1604등,쳥춘을건강하게,몸과 마음 건강하게 이끌어주세요,5점,1일째,총21일
1603등,외강내유형,부자 되게 해주세요,5점,8일째,총10일
1602등,쭈지왁스턴,2023년 힘차게 시작하기,5점,1일째,총2일
1601등,고구마튀김,합격하게 해주세요 제발요,5점,2일째,총21일
1600등,완전즐겜유저,인생...,5점,44일째,총44일
1599등,배고파이잉,나는 너 좋아하면 안되냐?,5점,3일째,총19일
1598등,도덕경,2023운수대통돈벼락건강장이!,5점,1일째,총16일
1597등,지브라삭스,잉,5점,1일째,총16일
1596등,김모래,asd,5점,3일째,총17일
1595등,마추픽추내꼬추왕꼬추,졸업전에 좋은 회사 제발..,5점,2일째,총23일
1594등,위험한자식채림,건강하게해주세요,5점,5일째,총25일
1593등,이달소,합격,5점,1일째,총29일
1592등,퇴근하고싶다,모두에게 사랑받는 사람이 되길,5점,1일째,총24일
1591등,혁잔숭,1231,5점,1일째,총47일
1590등,축잘알침착맨,오늘은 진짜 12시 전에 잔다,5점,7일째,총38일
1589등,개모데카이저,내년에는 제가 목표에 더 전념할 수 있도록 해주세요.,5점,1일째,총5일
1588등,간고등어,로또 당첨,5점,1일째,총4일
1587등,일회용소주컵,몸이 완전히 낫게 해주세요,5점,1일째,총13일
1586등,왈가놈,좋은인생과 좋은하루,5점,47일째,총47일
1585등,리초무,행복하게해주세요,5점,3일째,총22일
1584등,시러피하우스,침펄풍 시러피하우스 방문,5점,3일째,총36일
1583등,고릴라,일 안하고 돈 많이 벌게 해주세요,5점,1일째,총16일
1582등,맛있는귤귤,건강,5점,2일째,총27일
1581등,노원구,횐님들 건강하소,5점,4일째,총30일
1580등,이뮥수,앨리스 올 한해 고생했고 내년에도 파이팅,5점,8일째,총41일
1579등,만두콩,재회,5점,50일째,총50일
1578등,쭈키마우스,돈,5점,16일째,총40일
1577등,침착한만두,대학 합격,5점,2일째,총30일
1576등,헛개차,새해 복 말고 새해 돈 많이 갖다주세요!,5점,1일째,총12일
