등수,게시자,내용,점수,연속,총 기도일 수
1901등,공포의침숭이,일 잘풀리게 해줘잉,5점,3일째,총36일
1900등,침투부구독자,화이팅,5점,1일째,총15일
1899등,대인배맨,수학천재기원,5점,5일째,총36일
1898등,2대침착맨,쾌변,5점,4일째,총11일
1897등,홍개미,사랑하게 해주세요,5점,1일째,총2일
1896등,카이퍼,춥지 않게 해주세요,5점,3일째,총34일
1895등,아우꼴뵈기좋아,친구의 건강 기원,5점,1일째,총3일
1894등,춤봉춤봉,오디션 합격 하게 해주세요,5점,1일째,총11일
1893등,침펄풍철단,^________^,5점,47일째,총49일
1892등,병드래건,내일 2차면접 무사히 마치게 해주세요,5점,1일째,총2일
1891등,치므차크만,여자친구 생기게ㅜ해주세여,5점,1일째,총2일
1890등,어쩌라구우,5,5점,3일째,총15일
1889등,양갱의참맛,내일은 평온하게,5점,2일째,총26일
1888등,쭈호민,기도 올리기,5점,51일째,총51일
1887등,병건틴틴,남자친구 생기게 해주세여,5점,2일째,총39일
1886등,히누히트,자제하기,5점,17일째,총41일
1885등,숲속의호랑이,로또 1등 당첨된다!!,5점,2일째,총39일
1884등,워터컬러,침하하하,5점,15일째,총46일
1883등,서진아빠,우리 서진이 건강하고 모두들 행복하게 해주세요,5점,10일째,총45일
1882등,부소룡,구원,5점,1일째,총21일
1881등,지금밤,모두 행복해지길,5점,1일째,총2일
1880등,루시구시,졸업하게 해주세요,5점,2일째,총4일
1879등,차캐맨,로또 1등,5점,36일째,총36일
1878등,chris,곧 시험이에요. 잘 마무리할게요,5점,1일째,총3일
1877등,힐토야,시간아 멈춰라~,5점,2일째,총26일
1876등,연애하고싶어,행복. 고통. 책임. 겁.,5점,7일째,총46일
1875등,신사90,행복은 누구에게나 올 수 있는거지요,5점,5일째,총38일
1874등,아뭐해,로또되게 해주세요!,5점,3일째,총41일
1873등,패션왕,내일 성공하게 해주세요,5점,2일째,총16일
1872등,김똥꼬,어우 배고파,5점,9일째,총38일
1871등,방구공주님,20억 로또 당첨,5점,4일째,총25일
1870등,침착하지않은우먼,살려조,5점,2일째,총9일
1869등,후드안산보이,연애하게 해주세요,5점,1일째,총1일
1868등,달마시안,여친좀 줘잉,5점,6일째,총21일
1867등,김동구,감사하다,5점,2일째,총10일
1866등,더블비얀코,침하하하,5점,3일째,총29일
1865등,못생겼어요,인정받게해주세요!,5점,2일째,총7일
1864등,침만보,합격!,5점,1일째,총6일
1863등,궤도민,오히려 생각을 멈춰,5점,5일째,총49일
1862등,우연히나나,중앙대 경제 붙게해주세요,5점,7일째,총9일
1861등,4용자,여자친구 생기게 해주세요,5점,1일째,총16일
1860등,빨간색이름,계획한 거 다 하고 자자,5점,2일째,총33일
1859등,오르트구름,오독완 (5/2),5점,8일째,총8일
1858등,Krbaaa,로또 1등 당첨 기원,5점,9일째,총37일
1857등,나는두콩,모두 건강하길!,5점,5일째,총43일
1856등,흥미로운데용,건강합시다,5점,1일째,총3일
1855등,침착한편식가,취업 뽀개기,5점,1일째,총18일
1854등,침착하게똥싸기,똥싸기,5점,4일째,총18일
1853등,병건이는자장가,침착맨이랑 사진 찍기,5점,5일째,총35일
1852등,그것은찍혀버렸다,구욷,5점,2일째,총33일
1851등,침둘둘,삐꾸푸 건강,5점,3일째,총5일
1850등,45억,오늘밤 꿀잠,5점,2일째,총2일
1849등,진진자라지리지리자,세종대합격시켜주세요,5점,4일째,총29일
1848등,찜하핫,침하하하하하ㅏㅎ,5점,2일째,총29일
1847등,맛있는귤귤,건강,5점,2일째,총27일
1846등,종이면봉은자꾸만휘어진다,너 좀 예쁘더라 ?,5점,1일째,총1일
1845등,건브로스,재밌게 살기,5점,9일째,총9일
1844등,어이구선생님들,그리운 마음을 갖지 않게 해주세요,5점,3일째,총35일
1843등,베개나라공주,흥국승리,5점,6일째,총49일
1842등,얶깨이,내일은 더 나은 내가!,5점,19일째,총35일
1841등,침착맨똥강아지,침투부 구독자 300만 기원,5점,5일째,총8일
1840등,NMIXX릴리,나만 보게 해주세요,5점,19일째,총34일
1839등,고구마매니아,ㅊㅊ,5점,1일째,총2일
1838등,개방장,🙏,5점,9일째,총46일
1837등,다비치,ㅊㅎ,5점,20일째,총35일
1836등,용네임,"행복과 건강 발전, 이직",5점,17일째,총28일
1835등,황금미륵,침하하,5점,31일째,총50일
1834등,깨스뤠이팅,면접 잘보게 해주세요,5점,1일째,총43일
1833등,SEORI,마스터 한번 찍어보고 싶어요,5점,1일째,총9일
1832등,JESUS,현대자동차 정규직 취직하고 싶다,5점,9일째,총41일
1831등,침착한샴푸뚜껑,둘어줘잉 ◡̈ ,5점,2일째,총28일
1830등,쿄쿄쿄,취업하게 해주세요,5점,1일째,총28일
1829등,ㅇ0ㅇ,동기들과 함께 무사히 전역하게 해주세요.,5점,9일째,총45일
1828등,메롱바,시험..,5점,1일째,총15일
1827등,양말인간,돌님 착하게 살게 해주세요,5점,3일째,총9일
1826등,올가노,"실험결과 나와주세요,,",5점,1일째,총4일
1825등,호펠리오스,다시는 후회할짓 하지말자!,5점,27일째,총43일
1824등,유사과학신봉자,여자친구랑 행복한 하루 보내게 해주세요.,5점,1일째,총20일
1823등,바삭구운베이컨,코딩잘하고싶다,5점,1일째,총1일
1822등,침펄팬HASHIN,빛 다 갚고 사람답게 살고 싶어요,5점,6일째,총6일
1821등,치차매,행벅,5점,2일째,총15일
1820등,알락꼬리여우원숭이,레데리 엔딩까지 기원ㅋㅋ,5점,5일째,총44일
1819등,봄여름,돈,5점,33일째,총50일
1818등,잠실프린스,가족 모두 건강 기원,5점,7일째,총32일
1817등,모등거새신,침착맨팬미팅1열기원,5점,23일째,총49일
1816등,체리석류맛,건강+건강+돈+건강,5점,1일째,총23일
1815등,챼형원,살빼자! !,5점,9일째,총42일
1814등,침소리이즈마이라잎,완전 친해져서 베프먹게 해주세욧,5점,1일째,총24일
1813등,침착할수없는맨,롤 승급 좀 하게 해주세요,5점,1일째,총1일
1812등,힙냥이,이번주 로또 1등 제가 당첨 되게 해주세요,5점,15일째,총23일
1811등,DIZZY,즉 시 소 원 ,5점,5일째,총44일
1810등,침냥이집사,ㅊㅊㅁㅁㄴㄱ,5점,4일째,총46일
1809등,악몽의융합체,설연휴야 와라 재미있다,5점,51일째,총51일
1808등,방귀대장,취업와 여자친구,5점,11일째,총30일
1807등,송수한,푸키 건강!,5점,2일째,총2일
1806등,중인배이올시다,대인배,5점,3일째,총8일
1805등,일하하,사업에 미친듯이 집중해서 원하는 결과를 만들겠습니다,5점,2일째,총5일
1804등,DJ앙고,제발,5점,1일째,총22일
1803등,사바나펭귄,무탈히 전역할 수 있게 해주세요,5점,8일째,총30일
1802등,오징어,추웡,5점,24일째,총50일
1801등,NMIXX,엔믹스 1위기원,5점,1일째,총33일
1800등,금딸에이스,혜진이 피부 좋아지게 해주세요,5점,1일째,총2일
1799등,털실빵실빵댕이,모두의 건강을 기원합니다,5점,2일째,총33일
1798등,꿀벌맨,합격,5점,1일째,총39일
1797등,티즐피치우롱티,그 놈들 신경 안쓰게 해주세요~잇,5점,43일째,총43일
1796등,몰라잉,제발,5점,2일째,총29일
1795등,건강기원,건강 기원,5점,1일째,총27일
1794등,아데토쿤보,삼대 500,5점,1일째,총1일
1793등,목동다이옥신,30대 모쏠아다 탈출기원,5점,51일째,총51일
1792등,Sunii,답장,5점,2일째,총36일
1791등,해일림,건강기원,5점,1일째,총39일
1790등,피츠하버트,퇴사할까요,5점,23일째,총41일
1789등,•한국인•,뿅,5점,30일째,총49일
1788등,무리무리무리맨,모든것이 잘 풀리게 해주세요,5점,2일째,총35일
1787등,맵병건,열심히 좀 살게 해주세요,5점,1일째,총7일
1786등,EXCF,김유정 씨와 지독하게 얽히게 해주세요,5점,8일째,총25일
1785등,뚝딱왕,2023 연협 대성공 기원 2,5점,10일째,총38일
1784등,위험한자식이세화,섹스,5점,2일째,총11일
1783등,피코7,치킨,5점,4일째,총42일
1782등,류이크,로또! 가보자구! ,5점,2일째,총23일
1781등,영공조GTA,자동기도,5점,9일째,총35일
1780등,빠이구,0-0,5점,3일째,총47일
1779등,누룽지콘,속 그만 더부룩했으면,5점,3일째,총48일
1778등,좌붕알초우붕알풀,출첵,5점,6일째,총34일
1777등,킹받는선글라스,오늘 했나?,5점,45일째,총45일
1776등,회계민수,정신차리게 해주세요,5점,3일째,총41일
1775등,얼죽아산,로또 1등,5점,1일째,총11일
1774등,달래아빠,시험관 성공,5점,1일째,총23일
1773등,뽀로롤롱,제발최종합격,5점,19일째,총43일
1772등,김나박,🙏,5점,2일째,총26일
1771등,베이비병건,긍정적인 생각 많이 하기,5점,14일째,총37일
1770등,명륜동시정잡배,연락이 계속 왔으면 좋겠다요...,5점,23일째,총37일
1769등,어쩌다마주친그대모습에내마,나 혼자만 로또1등 당첨되게 해주세요,5점,1일째,총1일
1768등,알하이탐,"알하이탐,야란 반천에 뽑게 해주세요",5점,1일째,총2일
1767등,겸손한예티,날 움직이게 해줘,5점,1일째,총2일
1766등,커여운고라니,연애제발한번만,5점,2일째,총17일
1765등,송월동제라드,돈마니벌게해주세여,5점,7일째,총43일
1764등,침착이말년,행복,5점,1일째,총16일
1763등,비난onion,주변 사람들의 소원이 이루어졌으면 좋겠어요,5점,1일째,총2일
1762등,와샌즈!,평화,5점,1일째,총46일
1761등,퇴사요정,ㅂㄱㅎ ㅅㄹㅎ,5점,1일째,총2일
1760등,공룡맨,용건만간단히 흥청망청,5점,1일째,총6일
1759등,노노그램초보,건강하기,5점,2일째,총13일
1758등,KDB,담배 주세요,5점,19일째,총39일
1757등,끼얏호잉,꽁돈생기게 해주세영,5점,1일째,총18일
1756등,1001,내일 면접 잘 봐서 좋은 결과 있기를 바랍니다용,5점,3일째,총4일
1755등,주호민병건풍기문란,쪼미야 얼른와,5점,25일째,총46일
1754등,폴짝뛰기선수,김소영 사랑해,5점,30일째,총38일
1753등,ilynsj,롯데우승,5점,7일째,총8일
1752등,탕쿠쿠,쿠쿠데스,5점,2일째,총16일
1751등,온실속잡초,세계평화,5점,4일째,총28일
1750등,메이트리,럭작,5점,9일째,총45일
1749등,뇌만두콘,사랑,5점,3일째,총14일
1748등,주호민희민,건강해지고 돈 많이 벌게 해주세요,5점,16일째,총41일
1747등,개냥이,면허 합격,5점,2일째,총30일
1746등,패트와매트,로또 1등 당첨되게 해줘잉,5점,3일째,총45일
1745등,장생농,해피엔딩,5점,5일째,총37일
1744등,치마하으하으,제발 원하는대로 이뤄져라!!,5점,1일째,총4일
1743등,낼멸망,복권당첨,5점,4일째,총33일
1742등,메놀그멍,2023년 코스모스 졸업,5점,11일째,총45일
1741등,그윈플렌,기숙학원에서 잘 버티게 해주세요,5점,2일째,총5일
1740등,임다섯모,좋은인연 만나게 해주세요,5점,23일째,총35일
1739등,여섯씨내고양,여자친구 생기게 해주세요,5점,11일째,총41일
1738등,단군마켓,당근이세요?,5점,1일째,총1일
1737등,검은뱀,로또 1등 당첨되게 해주세요,5점,4일째,총32일
1736등,킨더조이,합격 원해요,5점,1일째,총9일
1735등,리조또죽같은거,로또되게해주세요,5점,4일째,총25일
1734등,silver,로또1등,5점,4일째,총23일
1733등,못난호랭이,로또되길,5점,1일째,총9일
1732등,트위티,방장 사랑해,5점,7일째,총44일
1731등,ldl,스파이더맨이 저를 물어서 스파이더맨맨이 되게 해주세요,5점,1일째,총21일
1730등,쭈들갑,건강하게 오래 살게 해주세요,5점,2일째,총8일
1729등,핑구야,부자,5점,24일째,총29일
1728등,배옥자,2023년 대박납시당,5점,2일째,총33일
1727등,안녕v,오늘 하루도 무난히,5점,3일째,총23일
1726등,송파구일짱,내일모레잘하자..,5점,10일째,총36일
1725등,막깔라,침하하 화이팅,5점,51일째,총51일
1724등,난노난노,우주에서 제일 맛있는 김치찌개를 먹어볼수 있길...,5점,4일째,총4일
1723등,남현수,모두가 항상 행복하게 해 주세요,5점,3일째,총43일
1722등,항문낭짜조,잠자지말자ㅠ,5점,4일째,총30일
1721등,침수한무,올해 안에 바로 취직하게 해주세요,5점,3일째,총27일
1720등,paka9999,집에보내주세요,5점,3일째,총13일
1719등,이병건강하시오,침착맨 100살까지 방송하게 해 주세요,5점,2일째,총16일
1718등,가랑비는맞는다하지만,고집멸도,5점,1일째,총32일
1717등,흴흴흴,오늘도 ,5점,10일째,총21일
1716등,김김정정우우,모두 건강하세요,5점,1일째,총9일
1715등,심심하당,고양이 갖게 해주세여,5점,6일째,총26일
1714등,김탱구,ㅊㅊ,5점,26일째,총29일
1713등,김용갈,꺄하,5점,1일째,총27일
1712등,엽팔배,취업성공,5점,10일째,총15일
1711등,AP김세정,시험 합격하게 해주세요 미리 감사합니다,5점,22일째,총22일
1710등,인터넷밈고수,음악 잘 하게 해주세요,5점,1일째,총29일
1709등,꾸네꾸네,수능 잘 보게 해주세요,5점,3일째,총3일
1708등,곧휴잭맨,안녕,5점,25일째,총41일
1707등,flynn,딸 고등학교 합격 하게 해주세요!! 건강하게 해주세요!,5점,4일째,총4일
1706등,김치에너지,안싸우게 해주세요,5점,5일째,총46일
1705등,말코로이수,행복하자,5점,20일째,총21일
1704등,꼬지모맨,하하 나는 소원이 없지롱~,5점,1일째,총3일
1703등,감나라베개나라,몸무게 68kg,5점,4일째,총43일
1702등,dhalce,세계평화,5점,1일째,총1일
1701등,민지짱,일안하고 먹고 살 수 있게 해주세요,5점,4일째,총28일
1700등,침덩이발로챠,살 잘빠지게 해주세요,5점,1일째,총2일
1699등,울산사는김지원씨,크랭크 유튜브 잘되게 해주세요,5점,4일째,총11일
1698등,궤도짱짱,돈많이벌게해주세요,5점,1일째,총3일
1697등,뽀삐뽀삐,여자친구 생기게 해주세요 ,5점,1일째,총2일
1696등,삐갯피켓빅맥스,친구 생기게 해주세요,5점,10일째,총46일
1695등,특착맨,건강하게 해주세요 이세돌,5점,2일째,총15일
1694등,라따구리,🙏🏻,5점,3일째,총36일
1693등,반동탁연합,내일 시험 잘보기,5점,2일째,총2일
1692등,대인국총리대신,건강이최고,5점,11일째,총45일
1691등,청규울,건강,5점,3일째,총32일
1690등,박시시맨,부와 명예,5점,2일째,총8일
1689등,꼬엽녑,핸드폰,5점,2일째,총2일
1688등,침착침,침착맨 만나게 해주세요!!!,5점,2일째,총32일
1687등,할아버지,뚱,5점,51일째,총51일
1686등,호랑이파워,여러분 저 태블릿 샀어요,5점,2일째,총17일
1685등,강남미인,대학교 붙게 해주세요,5점,1일째,총1일
1684등,진희남자친구,건축기사 합격기원 여자친구 국가공무원 합격기원,5점,2일째,총5일
1683등,박살공주,면접 잘보게해주세요,5점,6일째,총10일
1682등,com2,ㅎㅇ이 합격 / 나 ㄹㄸ ㅇㄷ,5점,4일째,총18일
1681등,똥쫄래미,취업 성공 기원!,5점,18일째,총27일
1680등,맙소사,"이번 주 연금복권, 로또 6/45 동시 1등 당첨 예정",5점,2일째,총14일
1679등,선우왕녀,소개팅 성공,5점,1일째,총21일
1678등,토너토너,로또되게 1등 당첨되게 해주세요,5점,1일째,총3일
1677등,아타지나,공모전 결과 잘 나오게 해주세요,5점,4일째,총22일
1676등,난앓아요,로또 1등,5점,3일째,총13일
1675등,침착한주펄님,즐거운 여행 하기,5점,1일째,총41일
1674등,수소강,너무 피곤해 출첵이 힘들어,5점,1일째,총29일
1673등,IAN박씨,뇌절탐정 2편 기원 2일차,5점,7일째,총7일
1672등,achild,충치 없애주세요,5점,2일째,총2일
1671등,용기사,소원,5점,1일째,총12일
1670등,은평구양꼬치축제,회사놈새끼 망하게해주세요,5점,1일째,총5일
1669등,애새끼,부자되기,5점,51일째,총51일
1668등,침핰핰,내가 생각하는 거 알잖아,5점,1일째,총17일
1667등,침무원,언밴딩마인드 되게 해주세요,5점,2일째,총20일
1666등,브로리,야쓰,5점,5일째,총37일
1665등,지나가던행인,오랜만에 비나이다 비나이다,5점,1일째,총19일
1664등,침하하αlpha,굿럭,5점,19일째,총45일
1663등,완전즐겜유저,돈 많이 벌게 해주세요,5점,43일째,총43일
1662등,쪽뽈스,부자되게 해주세요,5점,2일째,총8일
1661등,포터르기니,연금복권720+ 1등 당첨되게 해주세요~,5점,2일째,총14일
1660등,갓착맨,ㄹ,5점,2일째,총41일
1659등,낭만맨,돌멩이,5점,4일째,총22일
1658등,매직박오른팔,현수랑 잘 되게 해주세요,5점,2일째,총5일
1657등,바람의휘,아프지 않게,5점,2일째,총2일
1656등,전삼큐,따뜻하게,5점,2일째,총38일
1655등,무친침덩이,중요한건 꺾이지 않는 마음,5점,3일째,총48일
1654등,곰잡은넘,무사귀환…,5점,10일째,총14일
1653등,침덩이버거,하이룽~~,5점,5일째,총13일
1652등,이상해씨,.,5점,5일째,총34일
1651등,침착한쿠바,건강하게 해주세요,5점,1일째,총2일
1650등,채채링,스스로 멘탈을 잡을수 있도록,5점,3일째,총17일
1649등,오들꼬들,대학원 붙여줘잉,5점,1일째,총1일
1648등,육개장칼국수줘잉,전역,5점,13일째,총13일
1647등,컴퓨터몰라,교수님한테 안깨지게 해줘잉,5점,1일째,총1일
1646등,행복한침붕이,살고 싶게 해주세요,5점,5일째,총10일
1645등,리비도,프로포즈성공,5점,1일째,총6일
1644등,과천수호자,취뽀!,5점,12일째,총28일
1643등,구들장짱박이,힘들지 않게 해주세요,5점,2일째,총2일
1642등,김쬬쬬쬬,화이팅,5점,4일째,총20일
1641등,메롱네롱,행복하고 싶어요,5점,2일째,총4일
1640등,폴짝개구리,오늘하루도 무사히,5점,2일째,총25일
1639등,아조씨가조아,알바 붙어줘잉,5점,4일째,총38일
1638등,양갱갱,연애하게해주세요잉,5점,4일째,총7일
1637등,전자공학민수,전역,5점,33일째,총42일
1636등,말년병건침착하게,건강,5점,1일째,총14일
1635등,초밥남,건강해지게 해주세요~,5점,2일째,총6일
1634등,김바니,피곤하지 않게 해주세요,5점,1일째,총7일
1633등,POLO,도로로롱~,5점,2일째,총35일
1632등,화요일오후,건강,5점,1일째,총3일
1631등,주부토로,백의현 cpa시험 잘보게 해주세요,5점,2일째,총6일
1630등,침과밤낮,지금껏+오늘 공부하는거 다 시험볼때 기억나게 해주세요,5점,17일째,총28일
1629등,얼뚱침,2023년에도 무사히 일할 수 있게 해주세요!,5점,2일째,총3일
1628등,파파망고,우리 코니 건강하게 해주세요,5점,1일째,총23일
1627등,장칼국수,영원한건,5점,12일째,총41일
1626등,aKAHa,시험 합격하게 해주세요~,5점,4일째,총40일
1625등,경비이실,내 위로 다 나가버렸으면,5점,4일째,총36일
1624등,땅땅이,내소원도 좀 들어줘잉 로또1등!,5점,1일째,총10일
1623등,짐작맨,이 돌은 나에게 효과가 없었다...ㅠㅠ,5점,1일째,총10일
1622등,침하하하하하하핫,로또1등 침착맨만나기,5점,2일째,총38일
1621등,석전매니아,ㅊㅊ,5점,1일째,총2일
1620등,HappyDay,첫 방문입니다. 꾸준히 들어올 수 있도록,5점,2일째,총2일
1619등,Bs수발넘,인하대 신소재 합격시켜주세요,5점,1일째,총5일
1618등,junhyeong, 로또 되게 해주세요,5점,3일째,총5일
1617등,노숙자납치범,앙,5점,1일째,총27일
1616등,제이롭,아프지 않고 건강하게 해주세요,5점,2일째,총2일
1615등,구쭈왕국의공주,뿡,5점,2일째,총23일
1614등,메악귀,1/14 샤타포스 커포링 22성 보내줘잉,5점,2일째,총2일
1613등,차돌수심철면짬뽕,리대리! 리대리!,5점,3일째,총40일
1612등,빠다헤드,오늘 먹은 점심 소화 잘 되게 해주세요,5점,1일째,총3일
1611등,유비관우장비,"으,,, 숙취,,,",5점,19일째,총46일
1610등,군자동풀린개,사고나지마,5점,2일째,총23일
1609등,침은이루어진다,"책임과 끈기 그리고 사랑을 주세요, 미리 감사드립니다.",5점,12일째,총17일
1608등,예린츄,이번주는 꼭 로또 1등 당첨되게 해주세요,5점,1일째,총4일
1607등,검정치마,2023년 새 공연,5점,51일째,총51일
1606등,NEW침착맨,올해는 합격하게 해주세요.,5점,2일째,총2일
1605등,침?몰?루,완전 관해되게 해주세요,5점,1일째,총13일
1604등,kum,돈많이 벌게 해주세요,5점,2일째,총30일
1603등,병건리조또,내일 티어나오게 해줘잉,5점,1일째,총4일
1602등,재키보틀,애인,5점,1일째,총3일
1601등,침착한애스크,여자친구 사귀게 해주세요,5점,12일째,총24일
1600등,a9z4sq,유리애들꼭대학가게해주세요,5점,6일째,총39일
1599등,덜렁대는피깼츄,윤슬아 한달동안 밥 잘먹고 수술 잘받자!!,5점,2일째,총22일
1598등,탈퇴한회원,내 소원은,5점,51일째,총51일
1597등,시댕구리,기분 좋은 하루 보내기,5점,5일째,총32일
1596등,오른손헤넷이,우리 가족 행복하고 건강하게 해주세요! 남자친구도 !,5점,1일째,총21일
1595등,chimhahalove,성공하게 해주세요,5점,1일째,총1일
1594등,포켓몬박사김성준,건강 유지하며 돈 잘 벌 수 있게 생각하게해주세요,5점,1일째,총11일
1593등,침펭침,많이먹어도 살안찌는체질로 변했으면,5점,2일째,총38일
1592등,조듀이,임용 합격!!,5점,1일째,총11일
1591등,찹쌀떡펀치,제발,5점,1일째,총13일
1590등,세팍타크로맨,로또 1등 제에발,5점,2일째,총2일
1589등,연키민,로또 1등 당첨되게해주세요 제발,5점,3일째,총24일
1588등,김양갱,기도 올리기,5점,1일째,총10일
1587등,혈색소침착증,화이뎅,5점,5일째,총23일
1586등,맞아바쓰,건강,5점,1일째,총13일
1585등,복재성,감사합니다,5점,51일째,총51일
1584등,섹시가이매직박,로또1등,5점,18일째,총35일
1583등,침착한쭈꾸미,다이어트성공하게해주세요,5점,1일째,총33일
1582등,상병건더기,남친좀,5점,1일째,총3일
1581등,유관장펄침기,전무님 항문에 미각세포 생기게 해주세요,5점,14일째,총35일
1580등,슬기로운,올리 기도기,5점,3일째,총10일
1579등,침착집착맨,암햅삐~,5점,1일째,총9일
1578등,통닭악마,복권 당첨되게 해주세요,5점,3일째,총20일
