등수,게시자,내용,점수,연속,총 기도일 수
1862등,평경장,아수라 발발타..아수라 발발타!!!!!,5점,51일째,총51일
1861등,하여자특발끈함,쀼우,5점,1일째,총7일
1860등,김도비도비,2023 행복하게!!,5점,3일째,총37일
1859등,쭈하하베타,이번주도 무탈기원!,5점,1일째,총5일
1858등,아빠안잔당,변화된 생산적인 삶,5점,6일째,총29일
1857등,침클립을알고있니,내일 출근 행복하게 하기~ㅠ,5점,1일째,총17일
1856등,가짜침착맨,변호사시험 합격,5점,2일째,총46일
1855등,견적봐서미쳐라,사랑해요 치착맨,5점,1일째,총41일
1854등,정강환이다내가,행운 가득한 삶을 주세요,5점,7일째,총35일
1853등,베개나라공주,잘자기,5점,6일째,총49일
1852등,누워서침먹기,합격기원,5점,3일째,총10일
1851등,31204,일찍 잠들 수 있게 해주세요,5점,2일째,총7일
1850등,냥꾸울,면접무서,5점,11일째,총11일
1849등,째깐둥e,면접 잘보게해주세요 2차면접 가게해주세요 찜짝맨님,5점,1일째,총10일
1848등,Lux,로또 1등 당첨되게 해주세요,5점,1일째,총41일
1847등,침착침,침착맨 만나게 해주세요!!!!!,5점,2일째,총32일
1846등,우무문어,수술 잘되게 해주세요,5점,1일째,총27일
1845등,볼기큰사춘기,로또 1등 기원,5점,1일째,총29일
1844등,파카군,히잉,5점,6일째,총30일
1843등,파래김,기회를 잡을 수 있는 사람,5점,1일째,총26일
1842등,감사관,매일 공부하기 8일차,5점,8일째,총20일
1841등,민썰기,취업하게 해주세요,5점,1일째,총5일
1840등,침통령입니다,ㅎㅇㅌ,5점,34일째,총36일
1839등,화깔시,잘 풀리게 해주세요,5점,1일째,총1일
1838등,이쁜둥잉,7시 기상하고 싶습니다,5점,2일째,총43일
1837등,이여휘,군대 잘 다녀오게 해주세요,5점,3일째,총16일
1836등,아니진짜,이직,5점,2일째,총3일
1835등,피넛츠,서운한게 없게 해주세요,5점,1일째,총9일
1834등,침착한이장,전세계가 평화롭게 해주세요,5점,1일째,총6일
1833등,호들갑맨,강녕,5점,9일째,총50일
1832등,침착맨굿즈,하게 해주세요,5점,1일째,총30일
1831등,결명자차꼬소해,했나?,5점,32일째,총43일
1830등,손찬이형,복숭아 나무 아래에서 형제가 되기로 맹세를 했네~,5점,5일째,총7일
1829등,침착하다고등어,,5점,4일째,총4일
1828등,똥쫄래미,올해는 꼭 취업 성공 기원!!! 연봉 4천 이상!!!,5점,18일째,총27일
1827등,eyeischimchim,블룸버그 합격하게 해주세요,5점,3일째,총4일
1826등,야만진,소원 이뤄지게 해주세요,5점,2일째,총3일
1825등,gdzt4r,합격하게 해주세요,5점,8일째,총8일
1824등,으아아아으아아,합격,5점,3일째,총27일
1823등,소배우,하는 일 잘 되게 해주세요,5점,3일째,총24일
1822등,킹냥이,행복을주세요,5점,44일째,총50일
1821등,원피스개혁안,올해엔 꼭 원하는 곳 원하는 직무로 취직하게 해주세요,5점,2일째,총34일
1820등,강된장비빔밥,건강 행복 사랑,5점,2일째,총13일
1819등,중복된닉네임,피식,5점,1일째,총42일
1818등,회계민수,가족들 건강하게 해주세요,5점,3일째,총41일
1817등,얼음빠진아이스티,똑똑하게 만들어 주세요,5점,1일째,총34일
1816등,마회장,200만추카,5점,9일째,총39일
1815등,서진아빠,우리 가족 안 아프게 해주세요,5점,10일째,총45일
1814등,미까따,배 안 아프게 해줘잉,5점,2일째,총48일
1813등,주선이,잘 이겨내게 해주세요,5점,3일째,총44일
1812등,침뭉이,훗..,5점,2일째,총2일
1811등,Kosmos,건강..행복...,5점,4일째,총43일
1810등,필수요소,트래픽 원펀데이가 계속 되었으면~,5점,25일째,총37일
1809등,침더펄든,잘 이겨내게 해주세요,5점,3일째,총4일
1808등,뚝불장군,아 출근하기 싫어,5점,1일째,총1일
1807등,양갱기,내일 잘 해,5점,5일째,총46일
1806등,축잘알침착맨,오늘은 늦잠이다 푸하하,5점,6일째,총37일
1805등,권하하,졸업하게 해주세요,5점,1일째,총29일
1804등,침하하즉시가입,내일도 평화로운 하루 되게 해주세요,5점,1일째,총44일
1803등,황제펭귄,로또 1등,5점,5일째,총38일
1802등,침평일,행복한하루,5점,5일째,총47일
1801등,배수지,내일도 나스닥 떡상 부탁드립니다 감사합니다 돌님,5점,29일째,총50일
1800등,호펠리오스,A-men,5점,27일째,총43일
1799등,외계생명체,치킨 먹고 싶어요,5점,1일째,총30일
1798등,내사랑란모,하하하하,5점,1일째,총30일
1797등,노숙자납치범,이룽,5점,1일째,총27일
1796등,별내동주민,23 CPA 합격👊,5점,1일째,총43일
1795등,월이천맨,오늘도 재수 좋게 해주세요,5점,3일째,총40일
1794등,김후루꾸,침투부의주병진쑈화,5점,3일째,총35일
1793등,나작침협회장,최애만나게해주세요,5점,5일째,총9일
1792등,신나는삼국지아하,만수무강,5점,15일째,총28일
1791등,병꺼니,행벅하게 ㅐ해주셈여,5점,1일째,총26일
1790등,경제침착,로또 1등..!!,5점,1일째,총36일
1789등,칭찬민수,안 아프게 해주세요,5점,2일째,총9일
1788등,째즈가뭔지아는고양이,게이야,5점,5일째,총46일
1787등,침드렁,나 진짜 돈까스 먹고싶어,5점,6일째,총18일
1786등,나는아름다운나비치과,치이즈,5점,3일째,총42일
1785등,좌우재장지지지,올해안에 이사,5점,1일째,총1일
1784등,야옹이,모두 굿밤🌝,5점,1일째,총22일
1783등,원자탄,로또 1등,5점,5일째,총35일
1782등,조현민,🙏,5점,1일째,총6일
1781등,옥정맨,뽀끼야 건강하고 행복하자,5점,11일째,총11일
1780등,적색거성,감기 낫게 해주셔서 감사하다,5점,3일째,총3일
1779등,챼형원,건강기원,5점,9일째,총42일
1778등,침라노사우루스,공부열심히,5점,1일째,총2일
1777등,짭라오,회귀시켜줘,5점,6일째,총44일
1776등,뿌루뿡오이,건강과 게임대박 기원!,5점,1일째,총13일
1775등,예의뿜뿜착맨,영원히 탈덕,5점,4일째,총18일
1774등,시댕구리,주변에 징징이들 다 조용히 좀 시켜주세여..,5점,5일째,총32일
1773등,생일축하하호호,방 잘 구하게 해주세요,5점,1일째,총4일
1772등,음어허히릿,ㅅㅅ 멈추게 해주세요,5점,1일째,총2일
1771등,침하하허하하하하,파이팅~,5점,11일째,총16일
1770등,캡틴플레닛,행복하다,5점,3일째,총8일
1769등,BiGmacS2,삶의목적.,5점,11일째,총30일
1768등,몇글자까지가능한지알아보는,여자친구생기게해주세요 로 소원 두어번 빌었는데 이루어졌,5점,1일째,총3일
1767등,메놀그멍,2023년 코스모스 졸업,5점,11일째,총45일
1766등,민트초코좋아하시죠,여자친구 생기게 해주세요,5점,40일째,총46일
1765등,침카페옾카페,삼국지 붐은 온다,5점,51일째,총51일
1764등,조금자,졸업기원,5점,1일째,총2일
1763등,담담담담,공부 좀 하자,5점,2일째,총39일
1762등,오르트구름,오독완 (5/2),5점,8일째,총8일
1761등,롤모델침착맨,약대 가게 해주세요 민지씨 화이탱,5점,1일째,총7일
1760등,내꿈은캄다운맨,시험 합격하기 D-35,5점,3일째,총3일
1759등,수원청개구리,시험합격,5점,11일째,총37일
1758등,사이먼도미닉,퇴근,5점,4일째,총30일
1757등,강퇴반사,원펀데이 기원합니다,5점,5일째,총14일
1756등,십일만양병건,아침형 간헐적 단식 성공하게 해줘잉,5점,1일째,총22일
1755등,이게아이디인가,침하하 살아났네. 다시 한 주 파이팅!,5점,1일째,총17일
1754등,외다리갈매기,하고 싶은 일 잘 하게 해주세요,5점,10일째,총37일
1753등,돌맹이,임용고시최종합격,5점,1일째,총2일
1752등,서핑을하려고,기도,5점,1일째,총1일
1751등,와샌즈!,평화!,5점,1일째,총46일
1750등,신이나,휴식과 생활,5점,21일째,총48일
1749등,디케이,합격하자,5점,1일째,총23일
1748등,인형머리전구,사고나지 말자,5점,2일째,총27일
1747등,모하메드살라,은근히 잘되게 해주세요,5점,3일째,총32일
1746등,피그밀,내일도 무사히 오늘도 아무일 없었길,5점,2일째,총30일
1745등,그대안의프리에토,내일도 오기,5점,3일째,총40일
1744등,차도르자브종수,불로소득,5점,10일째,총45일
1743등,냥이냥이물고기,연락와라,5점,2일째,총33일
1742등,방문객,취뽀하게 해주세요!,5점,7일째,총31일
1741등,로붕이,변호사시험 붙게 해주세요,5점,51일째,총51일
1740등,오호홋오홋,괜찮은 애인좀 사귀게 해주세요,5점,28일째,총40일
1739등,ARTIDe,기도,5점,7일째,총27일
1738등,김펩시,뭘 좀 해봐,5점,1일째,총24일
1737등,뿌슝빠슝,이백만 축하합니다,5점,4일째,총45일
1736등,와규를와구와구,"돈,딸의합격과체중감량과건강아들미래탄탄대로루블리건강꼬리x",5점,1일째,총1일
1735등,침수한무,부자되게 해주세요,5점,3일째,총27일
1734등,나랑같이걸을래,"내가 빌었었나, 이제 뭘비나 걍 좋아져라 모두다",5점,1일째,총24일
1733등,챔하하,2023 1월 안으로 취업할 수 있게 해주세요 !!,5점,1일째,총24일
1732등,침하하호호하하,살빼줭,5점,1일째,총1일
1731등,유유꿍꿍다이,돈 많이 벌게 해줘잉,5점,3일째,총20일
1730등,갱이갱이양갱이,"세계평화, 어린이들의 행복",5점,13일째,총26일
1729등,억지로웃은건데,꽁돈 겟,5점,1일째,총35일
1728등,운수좋은날,휴가 기원,5점,2일째,총16일
1727등,존맛탱,제발 모든 일이 잘 풀리게 해주세요....,5점,2일째,총2일
1726등,패트와매트,로또 1등 당첨되게 해줘잉,5점,3일째,총45일
1725등,침착한압살롬,취업하자,5점,1일째,총5일
1724등,침착한웰시코기,즐거운 봄날이 찾아오길 바람,5점,2일째,총28일
1723등,어둠미르,건강최고!,5점,1일째,총29일
1722등,위궤양개츠비,남자친구랑뽀뽀하게햐주새요,5점,1일째,총6일
1721등,침푸핫하,내일도 갓생 살게 해주세요,5점,1일째,총1일
1720등,주호민병건풍기문란,쪼미야 얼른와,5점,25일째,총46일
1719등,침착맨침착맨,로또 1등,5점,51일째,총51일
1718등,삼국지빌런,2023년엔 자산성장 근성장 인격성장 야추성장 가자,5점,1일째,총12일
1717등,DezawaNico,창환이가 P베이스 사주게 해주세요....,5점,1일째,총9일
1716등,쩡소덕,이즈미 안아프게 해주세요 200만 추카추카,5점,2일째,총5일
1715등,심심하당,쿨,5점,6일째,총26일
1714등,무적세모입,부지런 갓생 인간 기원,5점,1일째,총27일
1713등,마늘몬스터,200만 추카추카,5점,1일째,총21일
1712등,단무지무친,소원의 돌아 나 운전 잘하고싶다~,5점,1일째,총9일
1711등,거니거니,돈좀많이들어와라아,5점,3일째,총47일
1710등,토끼빵댕이,시험대박,5점,3일째,총23일
1709등,인터넷밈고수,독기를 품을 수 있게 해주세요,5점,1일째,총29일
1708등,밤에먹는푸딩,로또 맞게 해주세요,5점,1일째,총1일
1707등,시지쏘,2NE1 컴백하게 해주세요,5점,1일째,총7일
1706등,옥선생,비나이다 저의 소원은..,5점,11일째,총39일
1705등,침펭침,오늘 12시전에 잠들수 있기를,5점,2일째,총38일
1704등,역병왕유비,호또 1등 제발 ,5점,26일째,총31일
1703등,얌전둥이,야호,5점,8일째,총8일
1702등,김민주,로또 1등 제발,5점,3일째,총8일
1701등,멍게리조트,무기력함 극복,5점,1일째,총5일
1700등,r64bqt,오공완,5점,1일째,총1일
1699등,불만맨,프랭크 오션 앨범 기원,5점,44일째,총44일
1698등,쪽뽈스,부자되게 해주세요,5점,2일째,총8일
1697등,하남자,상남자 되게 해주세요,5점,1일째,총15일
1696등,침착맨대머리깎아라,나만 잘 되게 해주세요,5점,1일째,총23일
1695등,콤부차,1년동안 혼자 자취하는데 아프지않고 건강하게 행복하게,5점,3일째,총3일
1694등,amy,과거도 미래도 아닌 현재에 집중할 수 있게 해주세요,5점,1일째,총2일
1693등,임다섯모,좋은사람 만나게 해주세요,5점,23일째,총35일
1692등,침착맨아냐아냐,동행복권 1등 당첨,5점,5일째,총20일
1691등,마9간,야쓰맨,5점,41일째,총48일
1690등,이병건빵스프,아프지말기,5점,5일째,총23일
1689등,뜨어억,청약,5점,4일째,총32일
1688등,아재맨,1월 이직 성공하게 해주세요 (46),5점,9일째,총50일
1687등,김다빠진콜라,매일매일이 행복한 삶이 될 수 있도록 해주세요,5점,6일째,총14일
1686등,칩착맨,꽥,5점,6일째,총9일
1685등,이세계팹시매니아,사업 성공 기원,5점,1일째,총11일
1684등,존시나,23년 목표 다 이룰 수 있게 해주세요,5점,6일째,총34일
1683등,침착챈,취뽀,5점,2일째,총18일
1682등,공룡맨,200만 축하합니당,5점,1일째,총6일
1681등,지건이순간,돈 많이 벌게 해주세요,5점,5일째,총25일
1680등,말도안되는말정말,취직!,5점,2일째,총17일
1679등,이세계개발자,"""여자친구""",5점,1일째,총21일
1678등,잇자식이,대학합격,5점,1일째,총1일
1677등,침착한이왕건,오늘도 사고 없이. 짜증내지 않기.,5점,8일째,총29일
1676등,우원박외치는약대생,지금 사귀고 있는 여자친구랑 헤어지게 해주세요,5점,5일째,총16일
1675등,침덩덩엉,대학 붙게 해주세여,5점,1일째,총1일
1674등,김일성,ㅎ,5점,2일째,총48일
1673등,애기댕댕이,근육량이 많아지게 해주세요,5점,2일째,총18일
1672등,mauve,세계평화,5점,11일째,총46일
1671등,옾옾옾옾cafestyle,오 오늘 까먹을뻔!,5점,39일째,총45일
1670등,침펄풍철단,^________^,5점,47일째,총49일
1669등,불안전놀이터장옥마허,코드를 잘 짤 수 있도록 해주세요,5점,2일째,총4일
1668등,언데드성기삽니다,롯데 우승,5점,1일째,총38일
1667등,원술은꿀물을좋아해,사람이 되게 해주세요,5점,4일째,총46일
1666등,썬더캣,내일 데이트하는데 잘되게 해줘잉,5점,3일째,총24일
1665등,왕크니까왕귀엽다,안다치게 해주세요,5점,9일째,총33일
1664등,SyrupJar,충성충성,5점,51일째,총51일
1663등,일확천금,일확천금,5점,8일째,총35일
1662등,침착맨과함께춤을,공부 열심히 하기 위한 마음가짐,5점,1일째,총2일
1661등,어이구선생님들,사랑하게 해주세요,5점,3일째,총35일
1660등,전삼큐,긍정적인 마음,5점,2일째,총38일
1659등,핑구야,부자,5점,24일째,총29일
1658등,털실빵실빵댕이,모두의 건강을 기원합니다,5점,2일째,총33일
1657등,침며들랑말랑,주말가지마,5점,2일째,총4일
1656등,오히려못참아,몸건강마음건강,5점,1일째,총44일
1655등,고라니라니자라니,독일 음대 유학 성공 기원!,5점,19일째,총19일
1654등,아조씨가조아,행복하고 싶어요~!,5점,4일째,총38일
1653등,숙변건이오,행복하게 해주세요,5점,1일째,총7일
1652등,달마시안,그녀와 만날 수 있기를..,5점,6일째,총21일
1651등,진도리,건강,5점,1일째,총15일
1650등,원펀데이참가자,로또1등,5점,1일째,총15일
1649등,침착맨조와요,형이 나한테 빌린 돈 잊은 거 같은데 다시 떠올리길,5점,1일째,총6일
1648등,일병건,침투부 300만,5점,11일째,총49일
1647등,노민수노,우리 아부지 독감 빨리 낫게해주세요,5점,2일째,총32일
1646등,야추일수도있지만아닐수도,로또 1등 당첨기원 29일차..?,5점,5일째,총33일
1645등,꽁낑깡,로또1등,5점,32일째,총39일
1644등,피을스틱,침하하추,5점,1일째,총12일
1643등,포동포동쿤,꺄륵,5점,1일째,총22일
1642등,앨리스,건강,5점,15일째,총48일
1641등,침착한명인,컴활 합격하게 해주세요,5점,1일째,총5일
1640등,쟤쟤쟤,로또,5점,5일째,총12일
1639등,김진사,부우우ㅜㅇ자ㅏㅑ아아 될거야,5점,1일째,총16일
1638등,침하하걸,2023년도에 제가 열심히 살게 해주세요,5점,2일째,총3일
1637등,침착맨님해주세요,파이팅,5점,1일째,총1일
1636등,IAN박씨,모두 건강하게,5점,7일째,총7일
1635등,패션왕,내일 야근 없게 해주세요,5점,2일째,총16일
1634등,동오의덕왕엄백호,엄백호군이 천하를 통일하게 도와주세요,5점,1일째,총26일
1633등,유비관우장비,200만 추카추카,5점,19일째,총46일
1632등,리만춘,레데리 방송해주세요,5점,1일째,총2일
1631등,JeonGoon,놀아도 돈 벌수 있게 해주세요,5점,7일째,총37일
1630등,빠라삐리포,ㅎㄱ ㄱㅇ,5점,18일째,총33일
1629등,우쥬라이크헤이러탑,여자,5점,6일째,총34일
1628등,영공조GTA,자동기도,5점,9일째,총35일
1627등,레몬식초,성실할 수 있게 해주세요.,5점,11일째,총40일
1626등,버터링,행복,5점,26일째,총50일
1625등,슬기로운,기도 내리기,5점,3일째,총10일
1624등,이병건망고,구독자200만축하해요!,5점,1일째,총28일
1623등,dlwlrma,삶,5점,1일째,총44일
1622등,하마입,마무리 화이팅,5점,2일째,총28일
1621등,침착맨의개가되고싶어,봇치더록2기기원,5점,2일째,총14일
1620등,철권권,부자,5점,1일째,총3일
1619등,수사경과,승우아빠 같은 사람 만나고싶음,5점,3일째,총5일
1618등,난항구를떠도는철새요,로또 1등 되게 해주세요,5점,4일째,총35일
1617등,김ㄴㄴ,건강만하자. 다이어트해야한다.,5점,1일째,총32일
1616등,깨스뤠이팅,석전발발,5점,1일째,총43일
1615등,이대영vs우원박,힘내자,5점,3일째,총7일
1614등,별명할게없,잠온다아,5점,1일째,총4일
1613등,저격병이야,고3 마지막 1년 화이팅,5점,1일째,총1일
1612등,뚱땡뚱땡이,올해는 투자 수익좀 나게해주셈,5점,1일째,총1일
1611등,57575757,아빠 잘 회복할 수 있게 해주세요,5점,2일째,총18일
1610등,침수차,기도합시다,5점,1일째,총26일
1609등,휘모리,남친생기게해줘잉,5점,1일째,총21일
1608등,부자애옹이,"저희 또또 어서 식욕찾아서 습식, 사료 잘 먹게 해주세",5점,2일째,총29일
1607등,더미즈,로또 개같이 당첨,5점,7일째,총7일
1606등,박민우,돈 많이 벌게해줘잉~!,5점,1일째,총14일
1605등,김둥여,불로소득,5점,1일째,총5일
1604등,티즐피치우롱티,그렇고 그런 감정 없어지게 해주세요~잇,5점,43일째,총43일
1603등,누룽지콘,감기가 나았더니 이젠 소화가 안 됨 빨리 나았으면,5점,3일째,총48일
1602등,좌붕알초우붕알풀,애응,5점,6일째,총34일
1601등,눈사람,응애,5점,10일째,총47일
1600등,옾카페스타일,띠요미 띠띠띠요미,5점,7일째,총41일
1599등,나르비,가고 싶던 직장의 채용공고가 열렸는데 이직 성공... ,5점,3일째,총9일
1598등,한량백수,한량백수로 살게 해주세요,5점,5일째,총7일
1597등,삐갯피켓빅맥스,만나게 해주세요... 피시방 붙고..,5점,10일째,총46일
1596등,호미니스,돌멩아 안녕 반가워,5점,2일째,총24일
1595등,노우재치킨,뿌디디디딕,5점,4일째,총24일
1594등,치즈만두,일 안하고 돈벌게 해주세요,5점,1일째,총3일
1593등,반사하는거울,기도,5점,1일째,총8일
1592등,Ansan,감사합니다,5점,1일째,총24일
1591등,관우맨,야스마스터,5점,5일째,총33일
1590등,바담옾옾,전교 1등,5점,1일째,총2일
1589등,주커님이날보셨어,ㄱ,5점,1일째,총25일
1588등,정정회원,통천누나랑 결혼하게 해주세요💛,5점,16일째,총29일
1587등,유관장펄침기,전무님 항문에 미각세포 생기게 해주세요,5점,14일째,총35일
1586등,조용해침튀잖아,치질낫게해주세요,5점,1일째,총1일
1585등,워스톰프,세계정복,5점,1일째,총13일
1584등,말랑침덩이,날로 먹게 해줘잉,5점,1일째,총39일
1583등,궤친놈,친구들 모두 잘됬으면 좋겠어요,5점,3일째,총30일
1582등,고기리계곡,무사 소위 임관 기원,5점,3일째,총10일
1581등,침블리야,이사 잘 하게 해줘라,5점,2일째,총29일
1580등,구쭈살결심,퇴사하게 해주세오,5점,39일째,총44일
1579등,우가우가,헤헤,5점,1일째,총5일
1578등,시밀반,흐헤헤,5점,1일째,총1일
1577등,찡낑찡낑찡낑찡낑찡,로또 당첨되게 해주세요,5점,1일째,총3일
1576등,오밍이,냥냥,5점,6일째,총39일
1575등,륜하하,륜하하,5점,1일째,총30일
1574등,행복한침붕이,살고 싶게 해주세요,5점,5일째,총10일
1573등,침켈로디언,돈벌게해주세요,5점,1일째,총1일
1572등,밍키냥,다이어트,5점,3일째,총18일
1571등,래전병거뉴스,무야,5점,1일째,총1일
1570등,쭈들갑,건강하게 오래 살게 해주세요,5점,2일째,총8일
1569등,나루릇,ㅎㅇㅎㅇ,5점,11일째,총44일
1568등,호주민,로또,5점,9일째,총39일
1567등,귓속말,속닥속닥,5점,5일째,총45일
1566등,luv,뉴진스 만나고싶다!!,5점,8일째,총38일
1565등,짱구준비완료,남은 시험 두개 대박나길✨,5점,3일째,총13일
1564등,부영사랑으로,여친생기게 해주세요,5점,3일째,총47일
1563등,Huyu,일본,5점,3일째,총7일
1562등,방귀대장,취업과 여자친구,5점,11일째,총30일
1561등,박현서,최예나랑 결혼하게 해주세요,5점,2일째,총11일
1560등,또롱도리,침착맨 만나게 해주세요,5점,2일째,총39일
1559등,새코롬돌코롬,기운차리기,5점,1일째,총6일
1558등,Buddhaman,좋은 회사에 취직하게 해주세요,5점,1일째,총11일
1557등,침공맨,오늘도 내일도 매일매일 화이팅 끼얏호우!,5점,1일째,총21일
1556등,곧백수되는사람,건강하게 해주세요,5점,2일째,총12일
1555등,침하하원로,모든 시험 합격,5점,3일째,총23일
1554등,베개나라수학자,목 통증 낫게 해주세요,5점,1일째,총9일
1553등,메로나판다,합격할수 있다,5점,10일째,총41일
1552등,혁잔숭,0108,5점,5일째,총46일
1551등,옛살라비,무사히 집에 보내주십셔,5점,1일째,총10일
1550등,김구름,쓰알 나와라,5점,2일째,총19일
1549등,뽀로롤롱,제발최종합격,5점,19일째,총43일
1548등,알토왈츠,안선생님 취업이 하고싶어요...,5점,1일째,총1일
1547등,Protobleed,지갑 찾을 수 있게 해주세요,5점,2일째,총2일
1546등,여우비,원하는 대학원 연구실 가게 해주세요,5점,13일째,총16일
1545등,옵카페시즌1004,행보케지고싶어,5점,1일째,총5일
1544등,쭈이잉,취뽀,5점,3일째,총29일
1543등,흑풍회1호기,어제 만난 소개팅녀와 잘되게 해주세요,5점,5일째,총11일
1542등,Calmdowngirl,메일 여는 사람의 기분이 그 당시 좋기를,5점,1일째,총34일
1541등,구름이의모험,우리 가족 모두 행복하게 해주세요,5점,27일째,총49일
1540등,왜그래야하는건데,더 나은 사람이 되기를,5점,11일째,총14일
1539등,크레토스,이직 잘하게 해주세여,5점,1일째,총36일
1538등,뭉클3895,올해는 여자친구도 생기고 빚도 갚게 해주세요 ,5점,1일째,총9일
1537등,섹시가이매직박,로또1등,5점,18일째,총35일
1536등,렌게치,하고 있는 업무가 빠른 시일안에 잘 되길... ㅠㅠ,5점,1일째,총1일
1535등,규르가르,아이고,5점,3일째,총40일
1534등,사과야사과해,오늘도 건강하게,5점,5일째,총34일
1533등,댕댕댕댕,오늘 하루도 무사히,5점,20일째,총50일
1532등,애국침숭이,지혜와 행복,5점,39일째,총49일
1531등,스내앱,세계평화,5점,12일째,총41일
1530등,침략자,깡!깡!(돌 꺠는중),5점,1일째,총11일
1529등,진짜미안한데진짜미안,나는 괴인이다,5점,1일째,총4일
1528등,슨조삼비,이게 뭐죠?,5점,3일째,총23일
1527등,sini,사랑받고싶어,5점,1일째,총16일
1526등,체육교육과,27층,5점,1일째,총33일
1525등,김와퍼,지구 멸망,5점,1일째,총48일
1524등,메탈도도새,미세먼지 없애주세요,5점,7일째,총26일
1523등,회갱1,독감아 가라 재미없다,5점,2일째,총30일
1522등,침챢먠,버거4.5 장사 잘되게 해주세요!,5점,11일째,총29일
1521등,킴힘촨,모든사람소원 이뤄지게해주세요,5점,1일째,총1일
1520등,임쿼카,입시 합격해서 내년 행복한 유학생활 비나이다 비나이다.,5점,1일째,총35일
1519등,오징어,배고파,5점,24일째,총50일
1518등,준빈사랑,동생 면접 합격하게 해주세요..!,5점,1일째,총3일
1517등,장칼국수,8일째,5점,12일째,총41일
1516등,아안녕하세요,진짜 군대가기 너무 싫어요,5점,24일째,총49일
1515등,쏘영이귀여워,학교. 없애주세요.,5점,1일째,총1일
1514등,베이비병건,시험공부 열심히 하기,5점,14일째,총37일
1513등,별뚱이, ,5점,7일째,총28일
1512등,예약손님,기도가 이뤄지게 해주세요,5점,7일째,총28일
