number,nickname,wish,point,continuity,total
1899,써니써니,올해도 고생했어,5,2,14
1898,썸썸지,적일많버,5,1,9
1897,호호돌이,내가 좋아하는 사람이 날 좋아하면 좋겠어요,5,5,32
1896,완폐아,여자사람 친구 생기게 해주세요,5,4,8
1895,삼십분카레,한화 우승시켜주세요,5,2,8
1894,겜착맨,다들 새해 복 많이 받으세요~,5,2,11
1893,양갱기,잘 버텼다,5,7,48
1892,공업적최루법,2022년 고생했어,5,1,9
1891,핏짜피차,안좋은건 2022년에 전부 두고2023년 시작하기!,5,1,5
1890,왕방산고라니,2023년엔 취업성공과 가족건강 염원합니다. 화이팅!,5,1,1
1889,인간자체가색스야,전쟁민수 2차시 기원 4일차ㅏㅏㅏㅏㅏㅏㅏ,5,2,6
1888,에스트라공,취업,5,1,14
1887,고양이,올해 마지막 소원 복권 1등당첨,5,1,32
1886,코끼리,돈좀줘,5,5,38
1885,Kantian,박사논문,5,5,41
1884,링딩딩,올 한해 고생했고 내년은 더 좋은 하루를 보내자,5,1,27
1883,두유노우풍월량,결혼 D-70 준비된 남편이 되게 해주세요.,5,15,42
1882,침펄조아,올해도 고생 많으셨습니다 :),5,9,37
1881,crmh3q,운 좋은 2023년 되세요~,5,1,1
1880,침착맨원본박물관,22년고생했다,5,1,32
1879,방귀대장,22년의 시간이 헛되지 않고 23년에 결실을 맺길,5,1,31
1878,진한남자,월드피스,5,8,45
1877,짱구악개,모두들 행복하길,5,2,5
1876,우주배꼽코딱지,2022 마무리 화이팅!,5,1,5
1875,침착개구리,2023년엔 꼭 취업할 수 있게 해주세요,5,1,2
1874,히오스,추,5,1,13
1873,조루딕,포인트,5,1,23
1872,균하히하하,실수하지 말게 해주세요,5,3,31
1871,고나우빠쬬,저와 제 친구들이 성공하게 해주세요,5,22,44
1870,에국보숭이,ㅋㅋ,5,1,1
1869,com2,"2023 ㅎㅇ이 최총합격, 나 잘되기",5,5,19
1868,나옹이,88888,5,1,24
1867,파파디,샤타포스 22칠흑 기원,5,1,1
1866,삼괴권의주펄,다들 행복하게 해주세요~,5,1,35
1865,김침맨,고통을 이겨낼 수 없는 2023년이 되길,5,1,9
1864,호나유두,행볻,5,1,17
1863,김레나,니쁜일없이 좋은일만 있었으면,5,2,3
1862,어이구선생님들,어떤 연락도 안오게 해주세요,5,3,35
1861,퐁당퐁당,올해는 안좋은일 많았으니 내년부터 우리가족 좋은일만! ,5,2,15
1860,파타야,행복하자,5,4,15
1859,램쥐썬더,새해엔 더 행복하게 사랑하게 해주세요,5,5,36
1858,Kosmos,행복!!!!,5,7,46
1857,침펜지,새해에는 좋은일만 가득하기를,5,1,4
1856,자하연,졸업!,5,1,19
1855,우원재,뿡,5,1,32
1854,침교수의생활,새해 복 많이 받으세요,5,1,3
1853,탑건캡틴매버릭,여자친구 생기게 해주세요,5,25,43
1852,튀김옷,너무 힘들지 않게 해주세요!!,5,1,2
1851,유리리,안 좋은일읏 2022년에서 끝,5,6,35
1850,ㅇ0ㅇ,동기들과 함께 무사히 전역하게 해주세요.,5,11,47
1849,오늘도즐거운날입니다,새해복 다 나에게로 오라 ,5,2,32
1848,NMIXX,엔믹스 1위기원,5,2,35
1847,침숭숭,성공하자,5,1,44
1846,위켄드,침하하,5,16,38
1845,상해치사죄,복권1등 복권1등,5,1,26
1844,곧휴잭맨,안녕,5,27,43
1843,정보수정정보수정,힘든건 2022에 모두 두고가자,5,2,17
1842,웅크린바위,성공적인 이직,5,1,15
1841,고라니라니자라니,독일 음대 유학 성공 기원!,5,21,21
1840,침하하하하하하핫,로또1등 침착맨만나기,5,1,39
1839,가위불바위총번개악마용물공,새해 복 많이 받으세요~~,5,1,11
1838,고구마라떼,아잉,5,1,35
