number,nickname,wish,point,continuity,total
2018,바로하모니카,모든소원아 이루어져라,5,1,31
2017,항문낭짜조,ㅇㅇ,5,5,31
2016,오늘도즐거운날입니다,돈맘ㅎ아지게헤주세요,5,2,32
2015,양말펄,이번 한해 잘보내기를,5,1,10
2014,김핸댕,성공하게 해주세요,5,1,4
2013,침싹맨,빚청산 해주세요,5,1,11
2012,태완씨족차맞고쓰러진침착맨,운동 열심히,5,1,28
2011,침시황,쏠로크리스마스 잘지냈잖어?,5,1,11
2010,침착하게낼름낼름,취업하게 해주시오,5,1,25
2009,썽큰04,그림 잘 그리게 해주삼~,5,1,19
2008,아기끼리코덤보,연애하고 시펑,5,2,17
2007,호러쇼,건강하세요,5,1,3
2006,원피스개혁안,내년엔 꼭 원하는 곳 원하는 직무로 취직하게 해주세요,5,1,35
2005,침투부수호자53호,메리 크리스마스!,5,1,27
2004,오링쥐모어쌍,돈줘,5,3,24
2003,베이비병건,침착맨 아조씨 메리 크리스마스,5,14,37
2002,호나유두,행복,5,1,17
2001,누군가는해야돼,행복,5,1,24
2000,침침침,2023 건강,5,1,14
1999,투실버윈,매일 그림,5,2,39
1998,이이이,최고민수 합방 기원,5,14,51
1997,10융융,내일은 닦고 또 닦고 똥 안 싸게 해주세요,5,1,12
1996,땡그르르,이삿짐 좀 싸주세요,5,1,6
1995,침껄껄껄,앞가림 잘하게 해주세요,5,1,17
1994,하이라ㅇㅣ트,행복,5,1,19
1993,옾카페시즌2,연봉아 올라라,5,1,15
1992,피깨피갯삑궷츢,여친 만들어줘잉~ 취업도 시켜줘잉,5,1,6
1991,오히려죻아,오늘도 아자아자,5,3,29
1990,밍키냥,다이어트,5,1,19
1989,너침착당한거야,대박나게 해주소서,5,1,21
1988,침순임,취업 다욧,5,1,26
1987,침며듦,침착맨 메리크리스마스,5,1,13
1986,왕십리로날아온편지,시험대박,5,3,31
1985,고맙잖슴,건강건강건강,5,1,21
1984,허짜장,공지,5,1,6
1983,아배고파,아자아자,5,1,18
1982,곧백수되는사람,모두 행복하길,5,2,12
1981,하리마오,주변에 사랑이 가득한 나날,5,3,32
1980,안경잡이,로또 1등 당첨,5,1,29
1979,돼뚱이,불노불사하게 해주세요,5,1,20
1978,꺽다리왕꺽츄,올리비아 핫세,5,1,34
1977,Calmdowngirl,그만 졸래요!,5,1,35
1976,끄리넥스,한양대 추합,5,1,2
1975,우르릉쾅,건강,5,3,25
1974,침착몬,취업,5,4,49
1973,미노mino,복근 생기게 해주세요,5,1,38
1972,궤도사령부말단,세계 평화,5,1,22
1971,팔팔팔,행복,5,1,29
1970,배배로,방학,5,1,17
1969,두근두근벤치프레스,잘되게해주세요,5,1,6
1968,딸기후라이드,개운하게해주세요,5,1,15
1967,뎨혜임,메리크리스마스,5,1,26
1966,웽글뮁글,침선생님 영접 기원,5,5,31
1965,방구공주님,20억 로또 당첨,5,5,26
1964,DEX,로또1등당첨되게해주세요,5,1,8
1963,짭짤한땅콩,행복,5,7,28
1962,패트와매트,로또 1등 당첨되게 해줘잉~,5,1,46
1961,적정제조기,감기 낫게 해주세요,5,1,14
1960,나는두콩,모두 건강하길!,5,7,45
1959,키자루,가족의행복,5,1,28
1958,히누히트,96시간아 빨리 지나가라,5,17,41
1957,ctree,가족들이 건강하길 빌어요,5,3,18
1956,조선상놈,고추 잘서게 해주세요,5,7,22
1955,라플리즈,깔깔,5,1,6
1954,수원청개구리,빵순이 잘되게 해주세요,5,1,39
1953,김공어찌하여목만오셨소,3대 500,5,1,6
1952,침착맨틀,서버비 1억 기원,5,15,39
1951,Eucalyptus,만수무강,5,1,2
1950,가니메데스,비나이다,5,1,26
1949,보약옥수수,울가족건강행복,5,4,30
1948,서서갈비,히히,5,1,28
1947,이시우라,코로나야 가라 재미없다,5,1,23
1946,목동다이옥신,기도,5,53,53
1945,할일을하자,일에 집중 빡 되게 해주세요,5,1,21
1944,주펄의비혼주의개그,로또 되게 해주세요,5,1,36
1943,구름이의모험,우리 가족 모두 행복하게 해주세요,5,29,51
1942,크레토스,이직 잘하게 해주세여,5,3,38
1941,브룸바,배위인 생사당 기원,5,2,17
1940,레게병건,이병건더니 닉네임 먹게해주세요,5,1,12
1939,침펄풍철단,^____________^,5,49,51
1938,땀나는침덩이,성장하며 지혜를 얻게 해주세요,5,9,39
1937,죠리퐁,즐거운 연말 보내게 해주세요,5,3,34
1936,정흠흠,취뽀,5,44,44
1935,먹틸리언,필승 가고시픈 학교 합격,5,1,30
1934,리엘으,ㅊㅊ,5,1,18
1933,신사90,토,5,6,39
1932,우원박외치는약대생,침착맨 사랑해 김풍 사랑해 주호민 사랑해 다들 사랑해,5,5,16
1931,침주착펄맨,출근하기 싫다,5,2,33
1930,성적취향까다로운주펄,제발 로또 1등 되게 해주세요,5,1,4
1929,삶은겨란,내일 연수 화이팅,5,1,10
1928,조짐성편두통,다음주도 후딱 잘 좋게 지나가게 해주세요.,5,1,11
1927,김뇸냠,행복하게 해주세요..,5,1,11
1926,병건아내가형이다,내일은 꼭 퇴근후에 공부 할 수 있기를,5,1,4
1925,댓글맨,우리 가족 안아프게 해줘라,5,1,15
1924,BiGmacS2,행복.,5,13,32
1923,침착한주호민달팽이,뭐야 오늘 크리스마스였네,5,1,15
1922,덜렁대는피깼츄,윤슬아 밥잘먹고 한달후에 수술 잘받자!,5,3,23
1921,개방장,🙏,5,11,48
1920,천수관음괴력몬,롴도,5,1,39
1919,월클맨,아잉,5,2,13
1918,이쁜둥이,건강하자 봄탱이,5,10,48
1917,미라클,행복,5,1,9
1916,맨날자부는사람,ㅂㄴㅇㄷ,5,1,20
1915,dipoi,얼렁뚱땅상점하고 꼴라보하게 해주세요,5,1,7
1914,피카추,행복하고 싶어요..,5,1,38
1913,야추일수도있지만아닐수도,로또1등 당첨 기원 16일차..?,5,7,35
1912,아니다황멍아,행복하게 연말 마무리 하게 해조잉,5,1,37
1911,남녀칠세마동석,메리클쓰마스,5,4,32
1910,봉합전문의,계속 선물로 수익만 볼수있게해주세요,5,6,42
1909,그래비티캐논,메리 크리스마스,5,1,6
1908,한국인학생,아프지 않게 해주세요,5,17,50
1907,백열장,다친 손이 잘 나아서 백열장 쓰게 해주세요,5,1,33
1906,도토리수집가,행복,5,1,45
1905,김만도,출근시러,5,5,30
1904,서유기,링피트 하고 자게해주세요,5,4,43
1903,침린이,기도하자잉,5,1,6
1902,에디32,크리스마스 잘 마무리해요들,5,1,12
1901,MISFIT,TRPG 해줘잉,5,1,4
1900,청설모곳간,일과 사랑 두가지 토끼를 다 잡을 수 있도록 해주세요,5,39,51
1899,궤굽민수,만족하며사는삶,5,23,39
1898,오히려못참아,복아와라,5,1,45
1897,나랑같이걸을래,잘 지내길,5,1,25
1896,땨람쥐렸다,내일 헬스 가게해주새여,5,1,20
1895,까붕이,1919등 횐님의 소원을 들어주세요,5,2,28
1894,삐깨삐겟피캐쭈,20키로 감량,5,1,7
1893,정지궤도,소원,5,3,37
1892,늑대인간침투부요원,그림 잘그리게 해주세요,5,1,31
1891,이병건사랑해,그저행복,5,3,37
1890,뿌슝빠슝,행복,5,1,46
1889,낭심든든,연애를 시켜다오,5,14,42
1888,마회장,월요일 오지마라,5,10,40
1887,침주빠,내년엔 제발 통장에 1000만원 이상 모이게 해주세요,5,1,1
1886,이따올때차돌짬뽕,무사히집에갈수있게해주세요,5,2,39
1885,dIs,출근하기싫다...,5,1,5
1884,야생고양이,건강,5,27,42
1883,오징어,으악컄캬컄,5,25,51
1882,침지노,여자친구 생기게 해주세요,5,1,18
1881,포뇨포뇨포뇨아기말년이,좋은데로 취업하게해주세욘,5,1,25
1880,천재묘김레오,내년엔 원하는 대학 가게 해주세요,5,1,1
1879,호나우지뉴,건강하게 해주세요,5,1,20
1878,실망이,메리크리스마스,5,2,2
1877,커피베이,내년엔 더 잘되길,5,1,12
1876,혀이워느,로스쿨 추합 붙게 해주세요,5,1,15
1875,뚜벅초,소원,5,2,38
1874,꼬마돌,안녕하소~,5,3,40
1873,웅크린바위,스트레스 안받게,5,1,15
1872,침피오카펄추가,뒤틀린 사람이 되지 않게해주세요,5,1,20
1871,마추픽추내꼬추왕꼬추,졸업 전에 좋은 회사 들어가게 해주세요...,5,2,23
1870,진경산수화,건강하게 행복하게 침착하게,5,8,30
1869,기기기어르,2,5,1,19
1868,베개나라일꾼,횐님들 다 복받으시고 우리가족 건강하쟈,5,1,15
1867,투기장1타강사,길가다가 우연히 침착맨 만나기,5,1,19
1866,Heung,행운+1,5,1,1
1865,링피트,스팀덱 제발... 이번주에는 오게 해주세요,5,1,13
1864,그대안의프리에토,내일도 오기,5,1,41
1863,책상은책상이다,합 격 기 원,5,4,49
1862,궤착맨,궤도님 건강하세요,5,53,53
1861,세상에나쁜질문은없다,시험 합격,5,19,23
1860,닭집사장,무사 복귀,5,1,7
1859,베토디,만사형통,5,35,42
1858,침착맨수호자,아프지 않게 해주세요,5,1,18
1857,병건을말년하게,로또 당첨,5,2,30
1856,오마카세,내가 원하는 걸 깨닫게 해주세요,5,2,29
1855,완폐아,내년에는 크리스마스 선물로 10만원 받게 해주세요...,5,4,8
1854,어둠미르,건강!!,5,2,30
1853,고릴라,일 안하고 돈 많이 벌게 해주세요,5,1,17
1852,닉네임이없다,오늘부터 1일 물론 소원의 돌,5,2,4
1851,흑두루미,여자친구 주세요,5,1,1
1850,소배우,하는 일 잘 되게 해주세요,5,4,25
1849,kom,로또 1등 당첨,5,5,40
1848,호들갑맨,강녕,5,11,52
1847,앙침하띠,행복하게 해주세요,5,16,40
1846,침바협,🙏🏻,5,2,28
1845,피넛츠,월요일이 안오게 해주세요,5,1,9
1844,고양이크면호랑이,추운거 싫어잉,5,1,1
1843,난항구를떠도는철새요,로또 되게 해주세요,5,3,38
1842,whddms,로또1등 기원,5,2,3
1841,니은니은,행복하자,5,2,6
1840,구의동칸쵸,추운거 싫어요,5,1,43
1839,회계민수,무사고 기원,5,5,43
1838,제주집사,소원,5,6,40
1837,뽀뽀쪽,다이어트,5,1,31
1836,병건이는너무졸려,핸드폰 찾게 해주세요,5,26,35
1835,다만구쭈를구하소서,우원박 감기 안걸리게 해주세요,5,1,13
1834,매직박구리,건대 합격!!,5,1,10
1833,휘낭시엥,돈들어오게해주세ᄋᆢ,5,3,30
1832,울면한대울면한대,멜멜크,5,1,33
1831,지안이,메리메리크리스마스,5,2,23
1830,황제펭귄3호,메리메리 크리스마스~,5,1,6
1829,말랑촉촉우유식빵,2년 뒤 귀국할 친구한테 밥 한끼 사주는 사회인 되기,5,2,8
1828,악마의속썩임,꺅 메리크리스마스!!!,5,1,2
1827,보약사범허준,무릎 안아프게 해주세용,5,2,39
1826,계란빠빠형,사랑해우리야,5,1,20
1825,서진아빠,우리 서진이 건강하고 모두 행복하게 해주세요,5,11,46
1824,정자동불주먹,무던한 사람이 될 수 있도록,5,1,5
1823,허좌장,합격기원,5,41,49
1822,어린백셩,로또 1등 당첨,5,3,21
1821,올때양파링,로또 1등 당첨되게 해주세요,5,1,1
1820,GV70,나이 안먹게 해주세요,5,1,1
1819,맛쟁이토마토,좋은팀원주새요,5,1,7
1818,uri9158,원펀데이 만들어지게 해주세요,5,1,6
1817,예절맨,힘이 나게 해주세요.,5,13,39
1816,대가리밟기요정,개방장님이 저 초대석 하게 해주세요!!,5,1,18
1815,유유꿍꿍다이,건강하게 해주세요,5,3,20
1814,와자뵤,우리 동생 건강하고 행복해지길,5,1,25
1813,맛있는귤귤,건강,5,1,28
1812,병건티비라이트유저,모두 화이팅!,5,1,20
1811,Some,ㅎ,5,1,2
1810,스읍하이더맨,침착맨 실제로 보고싶어잉,5,1,34
1809,불만맨,프랭크 오션 앨범 기원,5,46,46
1808,모ㅇㅓ쌍,인생 편하게 살고 싶어요,5,3,9
1807,나도한국인,부모님 건강.아버지 별일 아니길,5,6,23
1806,꼰냉이,시간아 멈추어 다오,5,8,28
1805,주화입마,합격기원,5,1,25
1804,우발적침청자,ㅎㅎㅎ,5,12,36
1803,칼침착맨,여자친구 생기게해주세요,5,1,6
1802,자석충전기,적게 일하고 돈 많이벌고 싶어요,5,1,2
1801,접착멘,인생 잘 풀리게 해주세요,5,1,1
1800,구구냥,걱정근심을날려줘!,5,1,14
1799,복사붙여넣기,이기적인쇄끼 대과리 깨지게 해주세요,5,2,35
1798,Haplesslife,여친생기게해주세요,5,1,1
1797,파마산치즈,다 잘되게 해주세요.,5,1,3
1796,밀림속의치타,나 빼고 다른 사람들 소원 다 안 이루어졌으면,5,1,13
1795,침무챠쿠망,방학동앙 계획한거 잘 지킬 수 있게 해주세요,5,1,14
1794,gabrielle,hoy,5,3,11
1793,거니거니,부자되기,5,1,48
1792,침착한나칭찬해,메리크리스마스,5,1,12
1791,박시달,저희 가족 오래오래 건강하고 행복하게 해주세요,5,1,15
1790,애새끼맨,방장 생방 필참,5,2,39
1789,개냥이,좋은 룸메!,5,1,31
1788,서울시털보,근검절약,5,7,42
1787,제갈량마눌,공무원 합격!,5,1,11
1786,부자애옹이,저희 또또 입병나아 입맛찾길 흉수빠지길 응아 단단 신장,5,2,31
1785,나미춘알단,침착맨과 관련된 모든 분들 잘되게 해주세요,5,13,46
1784,생존전문가김병철,생존,5,2,32
1783,세르지오부스케츠,가정의 평화,5,1,2
1782,수부타이,기루기루 고춧기루 돗도로돗돗 도라이니?,5,4,40
1781,시작하는여행자여안녕,러브엔 피스 세상에 평화가 있기를,5,1,20
1780,염소가그리운수달,이직민수 되기,5,2,16
1779,Kosmos,합격 합격,5,7,46
1778,구굴군,소원들어줘!,5,1,2
1777,아이묭,ㅇㅇ,5,5,33
1776,판옾티콘,운동 열심히 하자,5,3,22
1775,토끼빵댕이,시험대박,5,3,23
1774,호로롤로로롤,자소서 작성,5,2,37
1773,마라샹꿔바로우,오늘은 일찍 잘 수 있기를🙏,5,1,24
1772,영도니,내일하루뿌듯하게보내기,5,1,8
1771,뚱땅이,멜크야 잘가라~ 같은사람아니길 바란다 ,5,7,43
1770,김ㄴㄴ,행복한 사람이 되자.,5,1,32
1769,pfe,pfe,5,27,45
1768,쿸킼맛우유,얍,5,2,24
1767,침하하beta,내일도 행복한 하루가 되길,5,1,3
1766,저스트닝겐,자라나라 쭈펄머리,5,1,2
1765,심리민수,♥︎ ,5,7,48
1764,다발무,만수무강,5,2,28
1763,아수라,합격,5,7,45
1762,키시시,하하하,5,1,10
1761,조인자효,소원을 들어주세요.,5,1,9
1760,데규르르,행복,5,1,11
1759,석봉짱,행복하게해주세요,5,1,5
1758,서망고,소닉엔딩,5,1,30
1757,불꽃소방,로또 1등,5,17,43
1756,아하하,숨 잘 쉬고 건강하게 해주세요.,5,1,26
1755,쉬세요,덜 춥게 해줘잉,5,4,13
1754,배거슨,행복하게해주세요,5,1,10
1753,개굴닌자,건강하자,5,1,13
1752,쥬유쟤,기도!,5,1,7
1751,바람개비,올해 마무리 \잘하게 해주세요,5,1,18
1750,쫄깃쫄깃,2024 임용 합격,5,1,5
1749,상산의조자룡,메리 크리스마스!!,5,1,15
1748,hotChoco,메리 크리스마스,5,1,2
1747,켠김에침투,눈 좀 그만오게 해주세요,5,1,4
1746,무한으로즐겨요명륜진사갈비,공모전다잘되길,5,1,31
1745,파란숲,연금복권 당첨!,5,2,12
1744,병건약건,동혁이 오늘 사람들 빨리 나가서 일찍 끝나길,5,1,18
1743,아기침냥잉,행복 즐거움 건강 ! ,5,1,30
1742,옾하하하,카드만들기,5,1,26
1741,AYOO,나를 싫어하는 사람을 싫어하지 말아요,5,3,32
1740,왕왕호들갑,시험 합격!,5,21,51
1739,지더쿠,모두 메리크리스마스!,5,1,44
1738,jiw,좋아하는 애랑 사귀게 해주세요,5,1,5
1737,사용가능한닉네임,내인생화이팅,5,5,16
1736,뿌잉찐,몰루,5,5,37
1735,폐라리로쉐,메리크리수마수,5,1,4
1734,정정회원,통천누나랑 결혼하게 해주세요💛,5,18,31
1733,십일만양병건,아침형 간헐적 단식 성공하게 해줘잉,5,1,22
1732,남궁춘자,공부좀 해라,5,1,50
1731,신이나,어제와 이하동문,5,22,49
1730,침췍미앤사룽해,메리메리클스마스,5,5,30
1729,새바리,합격까지 D-230,5,32,41
1728,알머리박치기,무탈한 하루,5,1,17
1727,문경한국인,내년 크리마스엔 혼자가 아니게 제발,5,6,18
1726,Fine,국시 대박 기원,5,26,33
1725,별뚱이, ,5,8,29
1724,숨겨진요그왕국의부락민,전역이 하루 아침 빨리오기,5,1,1
1723,특소인배,남은 군 생활 잘 보내기,5,1,1
1722,주니리,메리크리스마스~~,5,1,1
