number,nickname,wish,point,continuity,total
2094,영웅호걸,연애하고싶다,5,3,4
2093,피자스티브,부자,5,2,8
2092,봇들의밤,오늘 하루도 잘 보내게 해주세요,5,45,45
2091,거절의가속도,다음주 입사인데 좋은분들 만나게해주세요,5,3,14
2090,고라니라고,열심히 살기,5,2,11
2089,침착한동년배,호응하응하응호응,5,2,21
2088,쿄쿄쿄,취업하게 해주세요,5,3,30
2087,김진사,노신경,5,1,17
2086,태완씨이것좀먹어봐유,치무차쿠맨 사랑해,5,52,52
2085,영공조GTA,자동 기도,5,11,37
2084,북극거주곰,여친 생기게 해주세요,5,4,12
2083,김똥꼬,어우 배고파,5,11,40
2082,으따맨,1억 갚고싶다,5,2,14
2081,mousi,행복!,5,1,28
2080,키로토콜,호캉스왔다 개좋다 연말이다,5,1,9
2079,초록맨,정시 합격하게 해주새요 제발,5,1,5
2078,싱싱참치,택배 빨리오게 해주세요,5,1,20
2077,Forran,프리랜서 두번재 브랜드 작업 성공하게 해주세요,5,2,42
2076,poemhoon,내년엔 정말 등단하게 해주세요..,5,1,6
2075,얶깨이,대 박 기 원,5,1,36
2074,안침착걸,침착맨 만나게 해주세요,5,3,44
2073,먹틸리언,행복하게해주세요,5,2,29
2072,꼬마돌,안녕하소~,5,3,40
2071,햄마와치,주식 그만 떨어지게 해주세요,5,1,7
2070,ORBIT,제발 억셉!!!,5,1,7
2069,켜털킹,침투부 올해 안에 2백만 가즈아,5,1,22
2068,정구지,대학 합격하게 해주세요 제 수준보다 높은 대학을 원해요,5,1,1
2067,침하하원로,모든 시험 합격,5,4,24
2066,침착챈,건재 합합,5,2,18
2065,논산해물칼국수,!!,5,2,7
2064,dogsound,합격,5,1,1
2063,방귀요정이병건,부자가 될 나야 우하하,5,1,22
2062,파파망고,오늘도 코니는 튼튼,5,1,24
2061,오밍이,냥냥,5,7,40
2060,유기물,행복하게해줘잉,5,1,26
2059,침착나라통닭공주,건강하게 해주세요,5,2,15
2058,솔로이길바래,2023 화이팅,5,1,36
2057,망상펭귄,침하하,5,1,32
2056,고목나무,실습화이팅ㅇ,5,1,4
2055,역촌동돌싱남,32년 모태솔로입니다. 연애하게 해주세요.,5,3,44
2054,난항상배고파,우리 여보 가게 대박나게 해주세요 11일차,5,7,24
2053,HZMM,wow,5,1,2
2052,방귀대장,웃을 수 있는 좋은 일,5,11,30
2051,인형머리전구,방 좀 좋은데로 빨리 구해져라,5,1,28
2050,Dvwn,도파민,5,8,24
2049,침착한샴푸뚜껑,들어줘잉 ◡̈ ,5,2,28
2048,참깨나라박참깨,성공하고돈많이벌게해주세요,5,1,22
2047,무승부로하지않을래,행복한 연말,5,32,39
2046,오히려못참아,😢,5,1,44
2045,무적세모입,부지런 갓생인간 기원,5,1,28
2044,침테잎,합격,5,11,42
2043,dlwlrma,잠,5,2,45
2042,침착하지만안침착한침착맨,감사하다,5,2,8
2041,대량구매,하는 일 잘 되게 해주세요,5,1,9
2040,미라클,행복,5,1,9
2039,거니거니당근당근,또또건강,5,1,44
2038,야옹이,굿밤,5,1,22
2037,품바왕,여자친구 사귀게해주세요,5,4,26
2036,주펄의비혼주의개그,로또 되게 해주세요 제발,5,1,36
2035,최유진,약속취소,5,4,34
2034,권하하,졸업하게 해주세요,5,1,29
2033,그냥임채현,모르겠다 나도,5,1,31
2032,침펄풍철단,^__________^,5,49,51
2031,고오앙,"하는 일, 연애, 가족 평안 모두 잘 되게 해주세요.",5,9,31
2030,원피스개혁안,내년엔 꼭 원하는 곳 원하는 직무로 취직하게 해주세요,5,2,34
2029,호민아포켓몬은있는거야,면접잘보게해줘요잉,5,1,30
2028,침며듦,감기 빨리 떨어져!!,5,1,13
2027,침착한웰시코기,즐거운 봄날이 찾아오길 바람,5,3,29
2026,킹병거니,오늘 소원을 빌었던가?,5,1,42
2025,진경산수화,건강하게 행복하게 침착하게,5,8,30
2024,호러쇼,건강하세요,5,1,3
2023,가위꺾어진,낼 일찍 끝나게 해주세용,5,52,52
2022,위험한자식이재희,건강하고돈많이벌게해주세요,5,4,22
2021,병건물주,잘 살게 해주세요,5,1,13
2020,라니린,일안하고 놀면서 살기,5,1,2
2019,킹냥이,행복을주세요,5,45,51
2018,킹트다갓트,균형잡기!,5,1,21
2017,고기망치,로또 즉시 당첨,5,1,14
2016,침순이밍G,이대로 무탈한 하루하루,5,1,19
2015,베개나라공주,행복,5,7,50
2014,이거완전이예준,오버워치 마스터가기,5,1,6
2013,Unbrokenheart,제발 최종합격..,5,1,9
2012,보약옥수수,합격,5,4,30
2011,김좀비,화이팅,5,1,1
2010,seeya,끊기있는 맘,5,1,18
2009,늑대인간침투부요원,그림 잘그리게 해주세요,5,1,31
2008,제로맥주,여자친구 시험 붙게 해주세요,5,1,4
2007,침착매놀그멍,청약당첨기원,5,1,21
2006,덴버껌,모두들 행복해져라,5,1,25
2005,침착맨암살자,모든 사람들이 안아프게 해주세요,5,1,4
2004,오크경훈,이게맞나,5,1,13
2003,돌도리,머리나게 해주세요 최대한 빨리,5,1,1
2002,Batu,2023 뭐든지 다 대박나자,5,1,6
2001,ㅇㅇㄱ,합격하자,5,1,33
2000,MISFIT,TRPG 해줘잉,5,1,4
1999,NMIXX릴리,하게 해주세요,5,20,35
1998,이이이,복학잘하기,5,14,51
1997,아니다황멍아,우리 가족 건강만 하자!!,5,1,37
1996,임다섯모,쓸쓸하지 않게 해주세요,5,24,36
1995,🤣침하하,오늘도 해피,5,3,27
1994,덩굼엉,무사완결,5,1,1
1993,Paleblue,행복하게 해주세요^*^,5,1,2
1992,그대안의프리에토,내일도 오기,5,3,40
1991,시작하는여행자여안녕,나는 바란다 퇴근하기를,5,1,20
1990,wasitacatisaw,기도 내리기,5,29,50
1989,무서운호빵맨,일찍 일어나게 해주세요,5,5,26
1988,쓸만한구쭈,숙면 취하고 싶다,5,1,18
1987,잇히히,ㅅㅅ,5,1,6
1986,버터링,행복,5,28,52
1985,외강내유형,로또1등,5,8,10
1984,감골맨,내일 안춥게 해주세요,5,1,6
1983,즐겨찾기,오랜만에 소원 빌러 왔습니다,5,1,15
1982,얼굴긴밥아저씨,2023에는 좋은 일만 가득하기를 기원합니다.,5,2,15
1981,헐마이오니,로또1등당첨되게해쥬십셔,5,16,45
1980,히누히트,2023 취업,5,17,41
1979,루프레텔캄,2023 시험 합격,5,7,43
1978,밷착맨,다이어트 포기하지 마라,5,1,29
1977,침착한안침착한맨,모든 문제들이 잘 마무리되게 해주세요,5,1,2
1976,병거니웃스,침착맨 사랑해 국시 합격,5,2,39
1975,아서스,평생 놀고 먹으며 즐겁게 살게 해주세요,5,53,53
1974,심심하당,항상 열심히,5,7,27
1973,지방자치근육,가족들이 건강하게 해주세요,5,1,30
1972,하나둘삼넷오여섯칠팔아홉공,쾌변하게해주세요,5,1,2
1971,소원맨,😝,5,1,17
1970,이재민,재밌는 거 열심히 하면서 살게 해주세요 나 자신아,5,1,2
1969,휘낭시엥,행복기원,5,3,30
1968,찢어진양말,마음이 꺾이지 않게 해주세요,5,1,1
1967,치킨타올,궤도 연예대상 진출,5,1,2
1966,까와이거니,시험 잘 보게 해줘잉,5,1,5
1965,깨스뤠이팅,그만 헷갈리게 해주세요,5,1,44
1964,Sooming,d,5,1,4
1963,트럼프,무지게랑반사,5,1,14
1962,침도스,3대 500기원 12일차,5,3,17
1961,평소에는맡을수없는향기,이직기원,5,3,34
1960,껄럼비아,계획된 기상(패시브),5,2,4
1959,무한으로즐겨요명륜진사갈비,무친재능,5,1,31
1958,징글벨락,금요일에 칼퇴하게 해주세요,5,1,2
1957,주커님이날보셨어,ㄱ,5,2,26
1956,불만맨,프랭크 오션 앨범 기원,5,46,46
1955,서진아빠,우리 서진이 건강하고 모두 행복하게 해주세요,5,11,46
1954,리바이어썬,행복하자,5,33,34
1953,꼰냉이,시간아 멈추어 다오,5,8,28
1952,ケロロ,주식AI 성공 기원,5,27,46
1951,moonshower,aㅐㄴ날맨날 아발론하게 해주세요~,5,1,5
1950,Thanatos,착한아이 컴플렉스를 버렸으면 좋겠습니다.,5,1,4
1949,부동침하하,안녕,5,1,18
1948,삐걱삐걱,로또1등 당첨,5,28,43
1947,크림브륄레,열심히살게해주세요,5,1,1
1946,크리스마스,🔸평생 2022년이었으면 좋겠다,5,9,35
1945,우마왕,지구촌 평화...,5,1,44
1944,병건이올시다,기도~,5,1,13
1943,맨날자부는사람,ㅂㄴㅇㄷ,5,1,20
1942,삼라만상,침착맨의 건강과 행복 기원,5,1,10
1941,침착맨시청자,복 축적중,5,7,51
1940,가루삼겹살통조림,추진력 있는 사람이 되고 싶어요,5,1,35
1939,침하하즉시가입,내일도 평화로운 하루 되게 해주세요,5,1,44
1938,담담담담,공부 좀 하자,5,1,40
1937,등촌동보안관,여유,5,1,2
1936,곰보로봄봄곰보빵,여유.,5,1,12
1935,오늘의점심메뉴,재수 성공,5,1,3
