number,nickname,wish,point,continuity,total
3353,이말년의쇼타임,학점 4점대 드가자~,5,1,1
3352,대자와,여자친구 생기게 해주세요 9일차,5,1,16
3351,사거마,돌,5,3,18
3350,구찌호랑이,되겠냐..,5,1,22
3349,풀영상만보는사람,야호,5,1,19
3348,송놀지,기🙏원,5,2,9
3347,미역국,스색,5,1,12
3346,럭키맨의300비트,오래보자,5,5,27
3345,버터쿠키,학 업 기 원,5,1,14
3344,빨간색이름,여유를 주세요,5,4,35
3343,나이키,꿀잠,5,13,51
3342,찌송송,로또당첨,5,1,6
3341,바두기,승진 2월 합격,5,2,7
3340,아스텔,우리방장이 오늘 하루도 행복하게 해주세요,5,7,44
3339,이요이,오늘도 무사히,5,1,2
3338,침하하원로,모든 시험 합격,5,4,24
3337,미운뚱이,다 잘되게 해주세요,5,1,9
3336,무케케,소원 말고 소투는 없나요?,5,2,13
3335,침대룡,부자 되기 ,5,2,8
3334,좌붕알초우붕알풀,순간이동,5,6,34
3333,귀요미보리,막차타야징~,5,1,12
3332,트위티,방장 사랑해 ,5,9,46
3331,애저씨,초능력 획득,5,1,9
3330,행복하자,행복하고싶어요,5,6,8
3329,이대호,취직하고 대학원 잘가게해주세요,5,1,6
3328,궤도토리,삼멘,5,1,16
3327,Sooming,d,5,1,4
3326,침하하펄하하,인후통 사라져라 넘나아푸다…,5,1,13
3325,최한민,퇴근,5,1,4
3324,나화안났어,칼퇴!,5,8,51
3323,왕오징어,원펀데이,5,3,27
3322,밍밍잉,면접잘보게 해주세요,5,1,8
3321,혀이워느,로스쿨 추합 붙게 해주세요,5,1,15
3320,삐이쓰끼이뻐,담배피러 갈껀데 바람 안불게 해주세용,5,1,1
3319,블루베리요플레,합격합격합격,5,1,5
3318,장기하,삼프터 성공 기원 3일차,5,5,43
3317,주호민,ㅊㅎㅎ,5,1,15
3316,침침한눈알탕,합격,5,2,6
3315,진진자라지리지리자,올해 편입 합격,5,5,30
3314,수원청개구리,시험합격,5,1,39
3313,뎌다리이러케나기러여,이너피스,5,2,11
3312,침착챈,건재합,5,2,18
3311,2대침착맨,원패스,5,6,13
3310,병1건,내일 말자막 하는 거 욕 안 먹게 해주세요,5,1,2
3309,침kindman,점수잘나오게해주세여,5,1,1
3308,jip5if,좋은 일,5,1,2
3307,삐개삐갯피캐쮸,코로나 낫게해주세요,5,1,8
3306,댄져러스맨리병건,롤 승급할랭,5,1,10
3305,품바왕,여자친구 사귀게해주세요,5,4,26
3304,원래이런애,침하하,5,42,42
3303,우원박사,취업 성공하게 해주세요 ㅠㅠㅠ ,5,9,10
3302,침며듦,집중하게해주세요,5,1,13
3301,외모준수,합격기원,5,1,3
3300,조루딕,포인트,5,1,23
3299,곽두식,지구정복,5,1,10
3298,평소에는맡을수없는향기,이직기원,5,3,34
3297,침토스,로또1등되게해줘잉,5,1,8
3296,파파라미,상사가 그만 지랄하게 해주세요,5,1,13
3295,치무하하,행복해지거 싶어요,5,1,2
3294,라타타탐,로또 1등 되게 해 주세요.,5,30,47
3293,굿이예요굿,칼바람 재밌는 챔 나오길,5,1,10
3292,빡침펄,내일도 무사히,5,4,24
3291,죽으면울어버립니다,행복해지고 싶어요,5,1,1
3290,5/5도발왜하냐고,급속냉각 지금 바로 제발!,5,1,12
3289,침도도,침,5,3,13
3288,쮸키마우스,재인이 최종합격 은혜랑 오래,5,2,18
3287,은하하민수,시험 잘 보게 해주세용,5,1,1
3286,안산출신이병건,로또일등,5,1,13
3285,꽁치가마넌,행복하자잉,5,1,12
3284,레몬꽁치구이,그 사람과 잘되게 해주세요,5,1,30
3283,이벙건침작맨이밀년,잘 처리해서 계속 이어나갈 수 있도록 해주세요,5,2,5
3282,국총맨,연금복권 당첨되게해주세요.,5,1,5
3281,개밥먹는배찌,로또 1등 당첨 기원 2일차 와 까먹을 뻔 했잖슴,5,1,23
3280,말파이트,그래 닝겐들아 생각좀 해보고 들어주든지 할겡 >ㅡ<,5,1,5
3279,비타루,부자되기~,5,1,28
3278,김동구,1일차,5,2,10
3277,오와앙,취뽀 기원 ㅜ,5,2,4
3276,쌈하하,성적 날먹,5,1,4
3275,침펄풍철단,^^,5,49,51
3274,김캬루,응애,5,1,3
3273,제트끼,일 좀 하게 해주세여 ,5,2,19
3272,라플리즈,알바자리좀 만드렁줘,5,1,6
3271,내꿈은침수자지,ㄱㄱㅎㅂ`,5,2,16
3270,샤이침착맨,올해행복하게마무리,5,1,3
3269,슈피겔,내일도 화이팅,5,4,8
3268,요이요오,싸랑해여,5,1,1
3267,이병건빵스프,응가 잘나오게,5,1,24
3266,노는게제일좋아,로또 1등 당첨 기원,5,1,11
3265,비에우,다이어트 0일차,5,1,7
3264,인형머리전구,지나칠뻔,5,1,28
3263,습관성걱정,꿀잠자게 해주세요,5,1,1
3262,아임리,일찍 일어나게 해주세요,5,1,15
3261,구르는다람쥐,여호,5,1,31
3260,TARS,비밀임,5,7,42
3259,인터넷밈고수,보고싶어,5,1,29
3258,장호장호,졸업시켜죠잉.. ㅜ,5,1,24
3257,고우주,시험 첫날 행운을 주세요,5,1,3
3256,침티스트,모두 사랑하기,5,2,7
3255,미래직업백수,침착맨 파이팅,5,1,18
3254,침캬캬,개운해져라,5,2,4
3253,FrankOcean,길가다 5만원권 줍게 해주세요,5,1,9
3252,찜뻘뿡쭈,여자친구 생기게 해주세요,5,1,9
3251,안녕하새롬,오늘도 푹 자게 해주세요!,5,1,11
3250,맨날자부는사람,ㅂㄴㅇㄷ,5,1,20
3249,금재옾뫄마,부지런한 한 주,5,22,36
3248,모ㅇㅓ쌍,쉽게 살고싶어요~,5,3,9
3247,다안되냐,사랑,5,5,6
3246,꾸우블,돈 많이벌자,5,1,1
3245,침하하하쏭,안피곤하게 해주세요~,5,10,32
3244,알료올료,재수 성공하게 해주세요!,5,4,17
3243,방구공주님,20억 로또 당첨,5,5,26
3242,얼기어니,기도,5,1,17
3241,식인범라이타,로또 또 샀ㄴ,5,2,6
3240,호꾸아이슨배님,내일 시험!,5,3,11
3239,용네임,행복과 건강,5,19,30
3238,둥글이,대학 합격 기원!!!,5,1,2
