number,nickname,wish,point,continuity,total
2081,니남친,연애 하고 싶다,5,1,7
2080,김구름,연애 그른 김에 돈이라도 많이 벌게 해줘,5,1,20
2079,김모래,asd,5,3,17
2078,황금미륵,침하하,5,32,51
2077,쭈꾸쭈,인간관계 스트레스 그만받고싶소~,5,3,6
2076,침착한쭈꾸미,다이어트성공하게해주세요,5,1,34
2075,침오냐,잘자,5,1,29
2074,펌핑맨,혓바늘 c바꺼,5,1,26
2073,피자스티브,부자,5,2,8
2072,와장창,건강 행복,5,53,53
2071,중복된닉네임,,5,3,45
2070,침라딘,행복해져라,5,1,23
2069,무리무리무리맨,부자되게해주세요,5,2,35
2068,쨰깐둥이,잘자요,5,27,43
2067,침침한침착맨,여자친구생기게해주세요,5,1,1
2066,침착맨대학원,안아프게 해주세요,5,2,19
2065,왕오징어,원펀데이,5,3,27
2064,외다리갈매기,하고 싶은 일 잘 하게 해주세요,5,12,39
2063,닉네임변경야채,행복한 치무하하를 보면서 월급루팡하는데 평가 대박나기 ,5,8,40
2062,침테잎,합격,5,11,42
2061,tmdgml,수능대박,5,1,1
2060,참착맨,앙,5,1,24
2059,Kosmos,행복,5,7,46
2058,ㅁㅅㅁㅅ,하나하나,5,2,22
2057,수줍음쟁이,건강하고 편안한 부자되기,5,2,25
2056,갱얼쥐,2024 중등 임용 최합하게 해줘잉,5,4,46
2055,뽀뽀쪽,다이어트,5,1,31
2054,음해세력,이사가는 집에서 행복하게 해주세요,5,19,31
2053,침펄풍철단,^_____^,5,49,51
2052,그림부부소,다들 건강히,5,1,7
2051,구글군,엄마 안아프게해주세요,5,2,22
2050,이쁜둥이,건강하자,5,10,48
2049,시저시조시져,평안,5,1,29
2048,Noist,항상 내가 하는 일이 잘되게해주세요~,5,1,2
2047,dipoi,얼렁뚱땅상점하고 꼴라보하게 해주세요,5,1,7
2046,뚜벅초,ㅋ,5,2,38
2045,근데이제침에절여진,면접잘안됐어요삶도팍팍한데긍정적으로지낼수있게도와주세요,5,1,7
2044,곧휴잭맨,안녕,5,27,43
2043,티파니앤코,내일 리뷰 전부 무사히 컨펌나게 해주세요.,5,1,2
2042,NMIXX릴리,하게 해주세요,5,20,35
2041,아빠가힘쎄면부가세,건강,5,1,13
2040,치뫄뫄,오늘도 무사히! 바라는 일이 이뤄지길!,5,21,38
2039,주선이,돌아 내일 성적 나오거든? 잘부탁해?,5,2,46
2038,쿠우쿠우,ㅠㅠㅠ,5,4,20
2037,시적허용,❤️,5,28,46
2036,김똥꼬,침하하하하,5,12,41
2035,얼음과불의노래,소중한 친구를 잃지 말자,5,27,40
2034,노숙자납치범,호뇸뇸,5,3,29
2033,내사랑란모,아침에 덜 피곤,5,1,30
2032,카우우,내일 재밌는 시간,5,1,8
2031,손준혁,대학핮격,5,1,6
2030,오목눈이,어머니가 건강했으면 좋겠습니다.,5,1,21
2029,우영우,우투더영투더우,5,18,46
2028,humanbeing,토루크 막토가 되게 해주세요,5,1,19
2027,침벙침벙,돈 많이 벌게 해주세요,5,1,48
2026,마법의돌,졸부,5,1,3
2025,Sungeunkkyuu,시험 합격,5,1,3
2024,방탕화가이병건,미녀,5,1,3
2023,문어블랙홀,여친 생기게 해주세요,5,1,16
2022,뉴진스국힙원탑,돈 많이벌게 해주세요,5,3,26
2021,얶깨이,포기가 안되면 죽도록 해보기!,5,2,37
2020,감염된SCV,"탈모해결, 침펄건강",5,16,44
2019,zangc,건강하고 돈 많이 얻도록,5,2,12
2018,킹냥이,행복을주세요,5,45,51
2017,파친코고수,내년엔 돈 좀 많이 벌어 근심 걱정 없게 해주세요,5,1,1
2016,침블리야,똥나와라,5,1,30
2015,침포리아,꼬로롱완치,5,1,23
2014,빵건이,공무원 시험 합격,5,1,2
2013,댓글요정,행복한연말,5,1,14
2012,침댕이,출근하기 싫습니다 맨날 이라,5,1,41
2011,하하베타,허허..,5,1,11
2010,조크리,ㅊㅊ,5,1,5
2009,이리단,행복하기,5,1,32
2008,침라면순한맛,죽여줘,5,1,13
2007,8mackm,올해가 가기 전에 볼 수 있기를,5,1,1
2006,패트와매트,로또 1등 당첨되게 해줘잉~,5,1,46
2005,무승부로하지않을래,강아지 안 아프게 해줘잉,5,32,39
2004,시스토,건강,5,2,30
2003,침정민,우원박 건강기원!,5,1,42
2002,쫄면사리추가삼천원,2023년에는 취뽀하게 해주세요,5,4,20
2001,빡침펄,내일도 무사히,5,4,24
2000,지기지기,Bruises that won't heal,5,2,28
