등수,게시자,내용,점수,연속,총 기도일 수
3679등,박정민수,타임머신타고 여행하고 싶어요,0점,1일째,총1일
3678등,애새끼,내년을 위한 럭작,0점,53일째,총53일
3677등,두다리갈매기,기운나게해주세요,0점,53일째,총53일
3676등,침착침,행복해져라 행복해져라,0점,4일째,총34일
3675등,김남준,지금 날아다니는 모기 잡을 수 있도록 해주세요,0점,2일째,총2일
3674등,백프로,결혼하게 해주세요,0점,1일째,총23일
3673등,차정원,응애 한국 이기게 해줘잉,0점,1일째,총1일
3672등,이춘향,합격!,0점,53일째,총53일
3671등,SyrupJar,충성충성,0점,53일째,총53일
3670등,강철기계팔버키,4월에 꼭 시험 합격하기 !!!!!,0점,1일째,총21일
3669등,냥냥이,합격,0점,2일째,총2일
3668등,마아아나,로또1등 당첨,0점,2일째,총2일
3667등,죽전대표보약상,대학교 가게 해줘잉..,0점,1일째,총1일
3666등,연어팔,평화를 빕니다,0점,53일째,총53일
3665등,풍준하,제 소원이 생기게해주세요,0점,1일째,총9일
3664등,카카오톡,코로나 빨리 낫게 해줘잉,0점,1일째,총15일
3663등,견적봐서미쳐라,덱스터스튜디오에서일할래잉,0점,1일째,총42일
3662등,바구연,아 밥 먹고싶다!,0점,1일째,총2일
3661등,닉네임변경뽀삐10226,퇴근알망,0점,1일째,총1일
3660등,침짭맨,로또 1등 하게 해줘!,0점,1일째,총8일
3659등,GOAT침,내일축구이기게해주세요,0점,1일째,총3일
3658등,노진구,로또 1등 도라에몽 도와줘!!!!!!!!!!,0점,2일째,총4일
3657등,병건아진화시켜줘,군대가게 해주세요,0점,1일째,총5일
3656등,알수없듬,건강하게태어나기,0점,1일째,총1일
3655등,무지개,논문제발,0점,1일째,총1일
3654등,Shoyoroll,사랑합니다,0점,1일째,총2일
3653등,침돌2,여친 생기게 해주세요,0점,1일째,총1일
3652등,유목민,우리조카얼른낫게해주세요,0점,3일째,총25일
3651등,누워있는사람,,0점,1일째,총3일
3650등,되다만놈,x,0점,2일째,총2일
3649등,밍키임시보호자,지구평화,0점,1일째,총5일
3648등,무면허라이더,지장산 와이뽜이 ,0점,3일째,총16일
3647등,xzcccxza,,0점,1일째,총1일
3646등,오리곽곽,로또1등기원,0점,1일째,총2일
3645등,전설의레전드,내일 우루과이전 이기게 해주세요,0점,1일째,총2일
3644등,침촉맨,로또1등되게해주십쇼,0점,1일째,총7일
3643등,옾까페시즌2기원1일차,침착맨 만나게 해줘잉,0점,1일째,총3일
3642등,통조림999호,횐님들건강기원,0점,1일째,총31일
3641등,빈옥희,건강,0점,1일째,총1일
3640등,침서갱유,세계 정복,0점,1일째,총1일
3639등,대머리,가족건강 ,0점,1일째,총19일
3638등,침투부좋댓구알,세계평화,0점,1일째,총49일
3637등,피카츄,행복,0점,1일째,총3일
3636등,보일러,사랑합니다,0점,1일째,총5일
3635등,신선한쭈란이왔어요,다잘되게해주세요,0점,2일째,총2일
3634등,꼳싸슴,울집강쥐건강,0점,2일째,총2일
3633등,내가그린민지는민지야,회사좀 붙게해줘잉 ,0점,1일째,총1일
3632등,술톤대머리,적게 일하고 많이 벌길,0점,1일째,총1일
3631등,뀨링뀨링,♡,0점,1일째,총2일
3630등,이왕건이오,로또,0점,13일째,총50일
3629등,부레옥이여,정신건강,0점,1일째,총4일
3628등,정지윤,애기의 심신건강,0점,1일째,총1일
3627등,코렐라인,대박기원,0점,2일째,총8일
3626등,와장창,로또1등,0점,52일째,총52일
3625등,침복숭복숭털숭이,뭐야,0점,1일째,총2일
3624등,쫄병민수,ADA합격되게해주세요,0점,1일째,총14일
3623등,침착한펄,퇴근마려워요,0점,13일째,총45일
3622등,침착한뼈치킨,침하하하,0점,1일째,총1일
3621등,민초단,뇬뮨,0점,1일째,총2일
3620등,추억보정,1,0점,1일째,총1일
3619등,냥냥펀치,배고파요,0점,1일째,총1일
3618등,19XX,돈 나무 심게 해주세요,0점,2일째,총30일
3617등,거너구나,올빼미많관뷰,0점,1일째,총18일
3616등,싼데비스무리한,기도 올리기,0점,4일째,총4일
3615등,신기방기,기도,0점,1일째,총4일
3614등,형광등뿌시기,개업 대박 기원,0점,3일째,총5일
3613등,한숭이,재회,0점,1일째,총1일
3612등,삼선짬뽕,로또,0점,1일째,총2일
3611등,칠면수심,아멘,0점,1일째,총6일
3610등,올라프,연애하고싶어요,0점,1일째,총2일
3609등,궤도민스,연애..제발,0점,1일째,총1일
3608등,국무총리,,0점,1일째,총11일
3607등,코딩민수,경제적 자유를 이루게 해주세요,0점,1일째,총4일
3606등,위험한놈이병건,돈줍고싶어요,0점,1일째,총20일
3605등,아라찌,,0점,1일째,총4일
3604등,두더지와룰루,룰루가 원하는 시험 합격하게해주세요,0점,2일째,총2일
3603등,모등거새신,침착맨 팬미팅 가게해주세요,0점,25일째,총51일
3602등,보보보,2023 금융권 취업 성공,0점,4일째,총4일
3601등,침순2,크리스마스 커플로 보내게 해주세요.,0점,1일째,총11일
3600등,우끼우끼,,0점,1일째,총1일
3599등,한글인데왜안됨,일 안하고 돈 벌 수 있게 해주세요 1트,0점,3일째,총5일
3598등,대인국인,시험붙게 해주세요,0점,1일째,총1일
3597등,배도라지렁이,한화이글스 우승,0점,1일째,총1일
3596등,알락꼬리여우원숭이,침하하 잘되게 해주세요,0점,1일째,총46일
3595등,당도선별감귤,행복,0점,1일째,총1일
3594등,송파왕자,항상 건강,0점,1일째,총7일
3593등,침착맨하하,우리 가족 모두 건강,0점,2일째,총5일
3592등,주펄럭,기쁜 일들이 일어나길,0점,1일째,총2일
3591등,부통령,꼬로나 박멸해주세요,0점,1일째,총12일
3590등,쭈덩이,연애요,0점,2일째,총2일
3589등,박보검,강남에 자가,0점,1일째,총2일
3588등,지나가던말머리,로또 한 번만 되게 해주세요 젭라,0점,6일째,총11일
3587등,두더지고로케,로또1등 내꺼,0점,1일째,총2일
3586등,도키도키,1일차,0점,1일째,총3일
3585등,구하하,조원들이 자료조사 알잘딱깔센해주세요,0점,1일째,총3일
3584등,Szl존동훈2,로또되게해주세요,0점,2일째,총4일
3583등,21세기관우,침착맨 전장복귀하게 해주세요,0점,1일째,총1일
3582등,김바드,남들만큼 잘살게 해주세요,0점,1일째,총1일
3581등,빅민빅민,연애가 하고 싶습니다 부탁 좀 드립니다,0점,1일째,총3일
3580등,자이자이자식아,행복한 연애하게 해주세여,0점,1일째,총29일
3579등,샤나넷,돈 벌게 해주세요,0점,1일째,총5일
3578등,채형원,돈 잘 모으게 해주세요,0점,1일째,총1일
3577등,민트초코국밥,건강하고 잘살게 해주세요,0점,1일째,총3일
3576등,이쁜둥이야,다욧성공,0점,1일째,총8일
3575등,마이네임,연듬,0점,1일째,총1일
3574등,도개걸유후,트렌드지 성공,0점,1일째,총1일
3573등,닉네임변경앎10002,주펄양모기원,0점,1일째,총1일
3572등,침나코,취업하게 해주세요,0점,1일째,총1일
3571등,dinggo,즐겁게 살아볼랍니다,0점,1일째,총31일
3570등,가보자고,로또1등,0점,1일째,총1일
3569등,4용자,여자친구 생기게 해주세요,0점,1일째,총16일
3568등,닭발패스트볼,전직성공기원,0점,34일째,총34일
3567등,침치치,취업하게 해주세요,0점,1일째,총2일
3566등,최고심,행복하고싶어요,0점,1일째,총1일
3565등,자쿠5776,로또 1등!,0점,1일째,총14일
3564등,옾cafe시즌2nd,엔트로피가 역전되게 해주세요,0점,1일째,총1일
3563등,촉촉한촉호침,소원을 100개로 늘려주세요,0점,1일째,총1일
3562등,침버거,태초뽑게해주세요,0점,1일째,총4일
3561등,타마모크로스,.,0점,1일째,총1일
3560등,넓은서진,세후 60억,0점,2일째,총2일
3559등,슬다다,행복하기,0점,1일째,총1일
3558등,너무해,기도기도,0점,1일째,총2일
3557등,파오리,부자되게해주세요,0점,1일째,총1일
3556등,제레미,복권 20억 당첨되게해주세요,0점,1일째,총1일
3555등,안녕하새우,취준뿌셔,0점,1일째,총1일
3554등,오타쿠,복권당첨,0점,2일째,총6일
3553등,찹쌀이,내일 청약 당첨되게 해주세요,0점,2일째,총2일
3552등,인간이아님,사람 되게 해주세요.,0점,15일째,총19일
3551등,침하하하핫,취직하게해주세요,0점,1일째,총3일
3550등,미래전략실사원1,연봉인상,0점,1일째,총1일
3549등,일개유투버,코로나종식! ,0점,1일째,총1일
3548등,침하히,내일 시험 잘 보게 해주세요,0점,1일째,총2일
3547등,GAPGUN,아수라발발타,0점,1일째,총3일
3546등,푸후훗,평범한 일상을 보낼 수 있게 해주세요,0점,3일째,총10일
3545등,노인정불주먹,로또1등당첨되게해주세요,0점,1일째,총1일
3544등,순데이크,형재실 시험 잘 보게 해주세요,0점,1일째,총1일
3543등,이마크,로또 1등,0점,1일째,총1일
3542등,독침착맨,국시 합격해주세요!,0점,1일째,총1일
3541등,김사과,무사히 실습 완료할 수 있게 해주세요,0점,1일째,총1일
3540등,어니부기,돈 잘벌게 해주세요,0점,1일째,총2일
3539등,헉투구더스,사랑하게해주세요,0점,1일째,총39일
3538등,바다배끼리,가족 건강,0점,1일째,총1일
3537등,침하하즐거운인생,여자친구 생기게 해주세요,0점,2일째,총8일
3536등,원더키디,출첵,0점,1일째,총1일
3535등,제네시스,주식대박,0점,1일째,총1일
3534등,괭이집사,무사졸업 제발!!!,0점,3일째,총3일
3533등,침착하려는맨,시험 잘 보게해주세요,0점,1일째,총1일
3532등,달방선미,안정적인 삶,0점,1일째,총1일
3531등,2대침착멘,2대침착맨 되게 해주세요,0점,2일째,총2일
3530등,침착두더지,부자되게 해주세요~,0점,3일째,총4일
3529등,닉네임변경센9876,퇴사무사히하게해주세요,0점,1일째,총1일
3528등,어뜨케된겨,우리가족 모두 건강하고 행복하게!,0점,1일째,총1일
3527등,통닭앙마,비나이다..,0점,1일째,총1일
3526등,튀김류,합격하게해주세요,0점,1일째,총3일
3525등,트수민수,이루다랑 잘되게 해주세요,0점,2일째,총13일
3524등,안구건조증,행복하게 해주세요,0점,1일째,총1일
3523등,동그랑이,침하하 번창,0점,1일째,총1일
3522등,손맛볶음밥,침착맨만나고싶어요,0점,7일째,총38일
3521등,닉네임변경하민9857,오픈채팅 정지풀어 카카오,0점,1일째,총1일
3520등,홀로롤롤,로또 1등!,0점,1일째,총1일
3519등,울라훌라,부자기원,0점,1일째,총1일
3518등,먹방의황제,애인 생기게 해주세요,0점,1일째,총14일
3517등,엘리자베스de덕배,소화잘되게해주세요,0점,1일째,총1일
3516등,etbiin,좋아하는 팀 우승하게 해주세요,0점,2일째,총4일
3515등,줄껀줘다줘,히오스,0점,1일째,총3일
3514등,후라이팬,소원 3개 더 들어줘,0점,1일째,총14일
3513등,운동보다출근?,다이어트성공기원,0점,1일째,총1일
3512등,오이싫어요,월급인상건 상담신청하기,0점,1일째,총7일
3511등,닉네임변경꼬슴9832,내년에도 우승,0점,1일째,총1일
3510등,하온부,지금처럼 무난하게,0점,1일째,총1일
3509등,아스날,우승하게 해주세요,0점,1일째,총5일
3508등,각설탕,가족간강,0점,1일째,총2일
3507등,베개나라공주,합격,0점,7일째,총50일
3506등,이름이뭐예요,건강 또 건강,0점,1일째,총1일
3505등,SYQ,짐승의삶 멈추기,0점,1일째,총7일
3504등,옾옾옾옾옾카페스탈,일과생활을분리하게해주세요. 제발스트레스안받게해주세요,0점,1일째,총1일
3503등,지명PD,방랑화가이병간 잘되게 해주세요,0점,1일째,총2일
3502등,레쟈잠바,어허이 에헤이 에라이 칵 퉷,0점,1일째,총1일
3501등,병건머리를펄수염에,면접 붙게 해주세요,0점,2일째,총32일
3500등,침착맨나라시민,Huge Lucky Bonus,0점,1일째,총31일
3499등,우원박정민머리쭈,시험 합격하게 해주세요,0점,2일째,총2일
3498등,닉네임변경눅차9656,첫내집마련 무사히,0점,1일째,총1일
3497등,옾옾옾,녹내장 안 걸리게 해주세요,0점,1일째,총5일
3496등,가지무침애호가,화해하게해주세요,0점,3일째,총3일
3495등,팬더조이,내일 일찍 일어나게 해주세요,0점,2일째,총2일
3494등,2호침투부개청자,침하하,0점,1일째,총4일
3493등,프로타스파,복권 1등 당첨되게 해주세요,0점,1일째,총13일
3492등,울랄라,제발 합격하게 해주세요🙏,0점,1일째,총1일
3491등,정대만,농구,0점,12일째,총37일
3490등,만찐두빵,감기 다 낫게 해주세욥,0점,1일째,총27일
3489등,호듀킹,취직하게 해주십쇼!,0점,1일째,총3일
3488등,이나경,아이유랑 결혼하게 해주세요,0점,1일째,총4일
3487등,Tteokeon,부지런한 사람이 되자 n일차,0점,2일째,총2일
3486등,메이슨더트리,대학원 교수님 짤리게 해주세요,0점,40일째,총40일
3485등,내일을남일처럼,합격하게 해주세요,0점,10일째,총45일
3484등,슈바바,내가 가는 길에 힘을 잃지 않고 꾸준함이 이어지기를,0점,1일째,총2일
3483등,구독자,2023 전산직!,0점,1일째,총1일
3482등,가나다랑,침하하하,0점,1일째,총3일
3481등,미역국,로또 1등은 내가!,0점,1일째,총12일
3480등,개구리돌격대,소원,0점,1일째,총17일
3479등,이병건빵야,침착맨짱,0점,1일째,총5일
3478등,빠니맨,열심히 살자!,0점,1일째,총5일
3477등,밍키밥,냉면 소화 잘 되게 해주세요,0점,6일째,총48일
3476등,펄덩이,올해 크리스마스는 여자친구와 보내게 해주세요,0점,7일째,총7일
3475등,오영택의노예,11월 26일 정보통신기사 실기 시험 제발 합격..,0점,1일째,총1일
3474등,002,221123,0점,1일째,총2일
3473등,천상의보호막,회사 망하게 해주세요.,0점,1일째,총3일
3472등,바삭바삭,로또 1등 당첨되게 해주세요,0점,1일째,총22일
3471등,시샘달엿새,비나이다,0점,2일째,총13일
3470등,배부른 판다,메운디가 너무 매운디...,0점,1일째,총2일
3469등,복사붙여넣기,침착맨 100살까지 방송하게 해주세요,0점,2일째,총35일
3468등,조강현,여친맘들게 해유세요,0점,1일째,총1일
3467등,우잉뿌잉,돈많이벌게해주세요,0점,1일째,총25일
3466등,인생은추입,청약 당첨되게 해주세요,0점,1일째,총3일
3465등,섹시스펀지침덩이,업무 잘풀리게해주세요,0점,1일째,총1일
3464등,호수동복실이,고양이 만지게해주세요,0점,1일째,총1일
3463등,박상헌,검소하게 살 수있게 해주세요,0점,1일째,총1일
3462등,BaristaG,준비하고 있는 카페 잘되게 해주세요,0점,1일째,총1일
3461등,Cho까치,영태형 태초뜨게 해주세요,0점,1일째,총4일
3460등,뉴진스국힙원탑,연애 ㄱ,0점,3일째,총26일
3459등,yjkwak2010,뭐든 잘풀리게 해주세요,0점,16일째,총50일
3458등,페퍼민트S2,나는 내가 되고 싶은 내가 된다,0점,53일째,총53일
3457등,맨몸충유비,전역하게 해주세요,0점,1일째,총1일
3456등,연부장,이직하게 해주세요,0점,52일째,총52일
3455등,찜뻘뿡,행복하게,0점,1일째,총1일
3454등,호꾸아이,행복하자,0점,1일째,총18일
3453등,마토야,건강기원,0점,3일째,총32일
3452등,쟁반놀이방,야호,0점,1일째,총3일
3451등,김동호,오늘도 무탈하게 지나갈 수 있도록 해주세요,0점,1일째,총1일
3450등,닉네임변경뽀돌9600,평안한 마음 유지하기,0점,1일째,총2일
3449등,지구과학샘,코테 합격 기원,0점,1일째,총3일
3448등,배도 라지,종강하게 해주세요,0점,3일째,총3일
3447등,산토끼,행복하자,0점,7일째,총34일
3446등,옾카페는영원하다,🙏🏻🙏🏻🙏🏻,0점,1일째,총2일
3445등,쿵하하,소개팅 잘되게해주세요,0점,1일째,총1일
3444등,블랙미러,취업성공,0점,1일째,총1일
3443등,즐건하루병건하루,억만장자가 되게 해주세요! ,0점,1일째,총7일
3442등,이집트,12월까지 순수익천만원되게해주세요,0점,11일째,총13일
3441등,나원참,피로야풀려라,0점,1일째,총3일
3440등,김풍옾,12월에 있을 심사 잘되게해주세요,0점,1일째,총1일
3439등,고기동햄주먹,쾌변,0점,1일째,총1일
3438등,새코롬돌코롬,럭 수치 올려주세요,0점,1일째,총6일
3437등,국어익힘책문쭈,돈 많이 벌게 해주세요,0점,36일째,총51일
3436등,uncalmdownkid,로또 단독 1등 ! ,0점,1일째,총1일
3435등,신세대도깨비경배,행복!,0점,1일째,총8일
3434등,나화안났어,연봉협상 잘되게 해주세요오!,0점,8일째,총51일
3433등,CGC는아르지닌,수의대 논술 붙게 해주세요,0점,2일째,총15일
3432등,아이스아메리카노,우리 반 애들 대학 붙을 수 있게 도와주세요.,0점,2일째,총3일
3431등,오히려못참아,🙏,0점,1일째,총44일
3430등,Mortem4,성균관대 수시 제발 붙게해주세요,0점,3일째,총19일
3429등,카츠신,행복찾기,0점,1일째,총1일
3428등,이말년조말론,다리 빨리 낫기,0점,1일째,총1일
3427등,김종수령동지,무사졸업,0점,53일째,총53일
3426등,응애나아기침냥이집사,제발 수시 붙게 해줘잉,0점,1일째,총6일
3425등,이건비밀이야,침하하,0점,1일째,총1일
3424등,김치아줌마,침착맨 실물 영접,0점,53일째,총53일
3423등,까마구,지구정복,0점,7일째,총11일
3422등,아까와이귀여워요,재밌게 살게 해주세요,0점,1일째,총10일
3421등,댕꾸링꾸링,뽀뽀쪽,0점,1일째,총1일
3420등,모켈레음벰베,부모님 재밌게 사시길,0점,1일째,총48일
3419등,먹방의황자는이말년이오,우리 가족 모두 건강하고 행복하길 ,0점,1일째,총4일
3418등,맵찌리찌릿삑궷츢,나무아멘타불,0점,7일째,총20일
3417등,가위벗거진,퇴사하고싶어용,0점,1일째,총7일
3416등,애저씨,초능력 획득,0점,1일째,총9일
3415등,지니꾸,에이멘,0점,1일째,총1일
3414등,무친야스데스까,아무생각이없다 그렇기 생각이없다,0점,1일째,총6일
3413등,당근토끼,학원 애들이 시간을 효율적으로 사용할 수 있길,0점,1일째,총11일
3412등,램파드,다음시즌 브론즈 탈출,0점,1일째,총2일
3411등,한국인학생,예비 고3 화이팅!!,0점,17일째,총50일
3410등,군어군어,내일은 평안한 직장생활이 되길,0점,1일째,총1일
3409등,침히잉,만사형통,0점,4일째,총31일
3408등,두근두근침펄연애일기,웹툰작가,0점,1일째,총1일
3407등,염동현,운 없는 내 인생의 종말을,0점,1일째,총1일
3406등,침차쿠상,회계사 시험 합격,0점,1일째,총37일
3405등,주호빵,만수무강하게 해주세요!,0점,1일째,총11일
3404등,하이라ㅇㅣ트,300억,0점,1일째,총19일
3403등,제발한국인이면,부자!,0점,1일째,총2일
3402등,침펄풍뚠,로또 단독 1등,0점,1일째,총3일
3401등,파래김,부모님 건강,0점,1일째,총27일
3400등,아니수,기도,0점,1일째,총1일
3399등,나도한국인,자유롭고 행복하게,0점,5일째,총22일
3398등,침순이현또비,로또 당첨 기원!,0점,1일째,총1일
3397등,방랑시인이흥건,침하하,0점,1일째,총1일
3396등,야옹팀,1. 침하하를 알게된 날,0점,1일째,총6일
3395등,인간합격,나 포함 우리 가족 건강하고 행복하게 해 주세요,0점,1일째,총2일
3394등,보약탐지견,대학 합격 기원,0점,1일째,총6일
3393등,색소침착,한예종 합격하게 해주세요,0점,44일째,총52일
3392등,침드렁,내년 학교 졸업하기 전에 취업하게 해주세요,0점,6일째,총18일
3391등,넙죽맨,시험 잘 보게 해주떼염,0점,1일째,총13일
3390등,동그란침착맨,모든일 다 잘풀리고 행복하게 해주셍노,0점,1일째,총21일
3389등,데굴맨,3일 뒤에 있을 시험 잘 보게 해주세요 !!!,0점,1일째,총5일
3388등,태평양돌핀스,"돈 많이 벌게 해주세요,,",0점,1일째,총1일
3387등,미운듕이,부자되게해쥬세요,0점,1일째,총4일
3386등,공포의서동희,제발 직업을 가질수 있기를...,0점,1일째,총3일
3385등,ys3,화이팅!!,0점,1일째,총1일
3384등,쏘영아언니왔다,원하는 대학 갈 수 있게해주세요,0점,1일째,총2일
3383등,성회형,우리 가족 모두 건강하게 해주세요,0점,1일째,총3일
3382등,침티에이,방장님 오래오래 방송해주세여,0점,51일째,총52일
3381등,야왕이흥건,대한민국 화이팅,0점,2일째,총43일
3380등,버스터키튼,로또 1등 기원,0점,1일째,총1일
3379등,안냐옹,나 이번주 금욜 면접 잘보게 해주세요,0점,1일째,총5일
3378등,닉네임변경남닌9389,기도,0점,1일째,총1일
3377등,기립근중요해,손흥민 화이팅!,0점,1일째,총3일
3376등,쌉싸리다스,최종면접합격,0점,1일째,총1일
3375등,무던맨,취업하게 해주세요,0점,1일째,총1일
3374등,깨비드릴조,시험 합격,0점,1일째,총8일
3373등,나맹이,지금처럼만,0점,53일째,총53일
3372등,고기동산적왕,산적왕이 되고 싶다,0점,1일째,총4일
3371등,닉네임변경목실9296,행복하게해주세요,0점,1일째,총1일
3370등,Choih,일 적응 1일차,0점,1일째,총2일
3369등,챠챠챠니,침하하,0점,1일째,총3일
3368등,롤이나쳐하세요,퇴사하게해주세요,0점,1일째,총1일
3367등,지맨이에요,세계평화 가족건강,0점,1일째,총1일
3366등,침치콕,일안하고 돈많이 벌게 해주세요,0점,1일째,총1일
3365등,호방한찐빵맨,우리 기족 행복하고 제가 준비하는 일 잘되게 해주세요,0점,6일째,총9일
3364등,곳간털린다람쥐,1차통과하게 해주세요 면접준비 열심히하고있어요,0점,1일째,총10일
3363등,빡빡위키,시험합격,0점,1일째,총2일
3362등,죠리퐁,졸업하게 해주세요,0점,3일째,총34일
3361등,누군가는해야하잖아나도하기,행복해지고 싶어요,0점,1일째,총1일
3360등,남궁춘자,자라나라 머리머리,0점,7일째,총49일
3359등,55도,대학 붙게 해주세요,0점,1일째,총4일
3358등,변기로봇,취업하게 해주세요,0점,1일째,총3일
3357등,인파이트,기도,0점,1일째,총28일
3356등,로파이째즈,로또1등,0점,1일째,총8일
3355등,침냥이커엽다,의대 합격,0점,1일째,총2일
3354등,침펄풍뎅,살려주세요,0점,38일째,총52일
3353등,쟌쟌쟌,다욧,0점,1일째,총5일
3352등,외한슨,무사귀가,0점,1일째,총6일
3351등,루이지애나,항상 행복하게,0점,1일째,총4일
3350등,침붕방,좋은 일자리,0점,1일째,총28일
3349등,태화동탄지로,기도,0점,1일째,총16일
3348등,이병건데기,부자 되고 싶어요,0점,4일째,총30일
3347등,다람쥐고간,대학 붙자,0점,1일째,총5일
3346등,색소되어버린침착,침착맨 롱빈터 하게해주세요,0점,1일째,총24일
3345등,카즈하짱,다이어트 성공,0점,1일째,총2일
3344등,베이가,10대 부자 되게해주세요,0점,53일째,총53일
3343등,겨울왕국,침투부 200만,0점,1일째,총1일
3342등,등푸른고등어,취준성공 기원 1일차,0점,1일째,총1일
3341등,키넛하하,침하,0점,1일째,총1일
3340등,또버거,편입성공,0점,1일째,총2일
3339등,점착맨,연금 1등,0점,1일째,총1일
3338등,이상한남자침착침,기도,0점,1일째,총1일
3337등,나일반,행복해지고싶어요,0점,1일째,총6일
3336등,오만둥이,하이루,0점,52일째,총52일
3335등,즉시무료,삑궷츢,0점,1일째,총4일
3334등,왕오징어,원펀데이 실현시켜주세요,0점,3일째,총27일
3333등,시공의폭풍,1등 당첨,0점,2일째,총2일
3332등,아스텔,우리방장이 오늘 하루도 행복하게 해주세요,0점,7일째,총44일
3331등,한무궤도,행복하게해주세요,0점,1일째,총13일
3330등,떡잎마을방범대,내일도 즐거운 일만 가득,0점,2일째,총50일
3329등,고향만두,반가,0점,14일째,총44일
3328등,치무챠쿠맨,금연하게해주세요,0점,1일째,총2일
3327등,귀귀1,한국 월드컵 우승!,0점,1일째,총1일
3326등,하오리,연봉상승하게 해주세요 저도 노력할게요,0점,1일째,총1일
3325등,김전무,사업 성공하게 해주세요,0점,1일째,총6일
3324등,아하핳,일이 술술 풀리게 해주세요,0점,1일째,총4일
3323등,아직미정,기도,0점,1일째,총4일
3322등,호에에엥에에엥ㅇ,달님에게 고백했지 애틋한 내사랑을,0점,1일째,총7일
3321등,찡착맨,행복하게 해주세여,0점,8일째,총14일
