number,nickname,wish,point,continuity,total
2168,재봉달,할머니 건강하세요,5,1,47
2167,비난onion,오늘 계획한 공부하기,5,1,2
2166,침착맨히오스켜라,로또,5,1,1
2165,왕크니까왕귀엽다,안다치게 해주세요,5,2,44
2164,침착한애스크,여자친구 사귀게 해주세요,5,4,35
2163,억지로웃은건데,여행가기,5,4,48
2162,침깨무라,사랑가득 !! 행복하고 건강하게 해줘잉,5,3,46
2161,딧뚜행님,새해복많이받으세요~,5,25,52
2160,침러브,올해에 꼬옥 결혼하게 해주세요,5,1,8
2159,Kosmos,"중꺾마,,,",5,1,56
2158,김베개,행복하길!!!,5,5,58
2157,독박광고,빅반 침렉스 나 줘,5,8,23
2156,고수한다발,소원들어주는돌아 취업시켜줘잉,5,24,30
2155,갱생오리,엄마가 행복했으면 좋겠습니다.,5,1,23
2154,일진걸,엄마귀가잘들리게해주세요,5,2,20
2153,dlwlrma,삶,5,1,54
2152,단군이좋군,오랜만에 친구들을 만나니 행복하네요,5,7,58
2151,타피곰,로또 1등 되게 해주세요,5,1,2
2150,콜라맛딸기,여행 무탈하게 다녀오기,5,1,10
2149,가루삼겹살통조림,감기 낫게 해주세요,5,3,44
2148,슬램덩크맥거핀삼인방,티켓팅성공기원,5,1,9
2147,방구공주님,20억 로또 당첨,5,1,29
2146,꾸러기수비대,"내일할일: 새벽6시, 빨래, 건조기, 레츠고.",5,1,2
2145,김댁킴,침하하,5,1,4
2144,패트와매트,로또 1등 당첨되게 해줘잉,5,1,50
2143,허짜장,ㅊㅎㅎ,5,1,6
2142,월풍이,기도,5,2,17
2141,오징어,허허이,5,1,59
2140,렛츠고게이바,화이팅,5,2,2
2139,주선이,계혹 침착맨만 봐도 안 질리게 해 주삼,5,1,50
2138,마이우스,로또1등,5,1,1
2137,별이빛나는밤,오늘도 행복한 하루가 되게 해주세요.,5,1,44
2136,민Min,논문 억셉 기원!,5,1,1
2135,침펄토론유입맨,로또1등,5,1,1
2134,동글한쭈그라미,마음 먹게 해주세요,5,1,25
2133,uri9158,기말고사 점수잘나오세 해주세요,5,1,6
2132,침펄풍철단,^^,5,63,65
2131,베이킹스맨,여친 생기게 해줘잉~,5,1,13
2130,사는4람,합격,5,1,1
2129,모든사랑,토익 800!,5,1,10
2128,엑스맨,오독노완 (3/2),5,23,23
2127,보약떡볶이,우리가족건강,5,3,57
2126,우단박,알바 내일 부터 갈래잉~,5,2,7
2125,apricot,더 나은 내일!,5,2,26
2124,뭉클3895,23년 새해 여자친구 생기고 빚도 갚게 해주세요,5,1,11
2123,지가요,소원,5,1,10
2122,타니닝,부자,5,7,39
2121,chimbae,무병장수하게 해주세요.,5,1,10
2120,개방장,🙏,5,7,60
2119,이병건망고,정규직 기원,5,1,28
2118,대답은예스,행복하게 해주세요,5,1,11
2117,침착맨삼국지완전판,조회수 2천만 되게 해주세요,5,3,59
2116,인터넷밈고수,잘 먹고 잘 살게 해주세요,5,1,30
2115,치무차쿠먄별로좋아,곽민수 소장님 보고싶어요,5,1,14
2114,침착맨플러스,빨리 자고싶어요,5,1,4
2113,침착맨조와요,자기 전에 단편소설 1개 읽을 건데 졸음 천천히 오길,5,1,6
2112,시스교황,파 워,5,1,7
2111,쿼카콜라,야스,5,1,23
2110,안산경찰서지박령,공부모두이해,5,16,37
2109,다시는사칭을하지않겠습니다,머리안빠지게 해주세요,5,2,23
2108,silver,로또1등,5,6,36
2107,뇌절탐정안왕건,살빼자,5,1,1
2106,오큘러스,기도,5,1,6
2105,단심가,원하는대학과 학과합격,5,1,16
2104,스테이씨도합방해줘잉,스테이씨도 합방해줘잉,5,5,5
2103,존프루시안테,소닉박 자주와라 다라이가 복스럽다,5,5,42
2102,방순튀,800일 감사합니다 앞으로 8000일 되게 해주세요,5,2,16
2101,힐토야,건강,5,1,28
2100,메놀그멍,2023 코스모스 졸업,5,26,60
2099,야옹야옹야옹이,전남친이랑 다시 예쁘게 잘 사귀게 해주세요,5,1,10
2098,우주공장안주인,닉곧내 남편아 골디 잘하고 와잉,5,1,30
2097,옾카페시즌2,좋은 회사 취업,5,1,16
2096,핵버섯,건강해지고 싶어요./..,5,1,26
2095,쭈아가,행복과 건강을 바란다면 너무 욕심일까,5,2,39
2094,진김욱,여자친구야~ 와라~,5,1,16
2093,쭈야옹,경희대 한의예과 합격하게 해주세요,5,1,3
2092,병아리맛꼬북칩,행복할래요,5,1,6
2091,지옥속비둘기,건강한 하루 되게 해주세요,5,1,6
2090,gairod,ㅇㅇ,5,1,1
2089,병거니우s,우리 가족 안 아프게 행복하게!,5,1,34
2088,물티슈,이이이이잉,5,1,2
2087,칙칙폭폭치킨치킨,가버려라,5,1,2
2086,수도승,제 내실 좀 챙겨주세요~,5,2,35
2085,뎅가러스맨,돈많백 되고싶어요 ,5,2,5
2084,최대글자수몇자까지인지확인,목표 이루게 해주세요,5,1,1
2083,검은뱀,로또 1등,5,5,46
2082,우엉쓰,우리가족 건강!,5,1,4
2081,짬투부,돈 많이 벌게 해줘잉,5,1,13
2080,천수관음괴력몬,32,5,1,39
2079,junhyeong,내일 로또 되게 해주세요,5,3,13
2078,삐깨삐갯삐캐츄,눈아 녹아라,5,1,19
2077,킹노이,적응,5,1,2
2076,병건냐,부자되게 해주세요,5,1,7
2075,삼삼오오,야호,5,1,3
2074,김간장새우,당첨 부탁드립니당,5,1,43
2073,후후하하,냠,5,1,1
2072,파란색,오늘은 육회 비빔밥을 먹었다,5,12,46
2071,AYOO,내가 좋아하는 사람들이 별 탈 없기를,5,1,37
2070,모켈레음벰베,산책가야지,5,3,58
2069,멍게리조트,흔들리지 않게 해주세요,5,1,13
2068,중인배,우리가족 건강하게 해주세요,5,1,42
2067,서진아빠,우리 서진이 건강하고 맘마 잘먹게 해주세요,5,2,58
2066,우왕박,월요일에 택배 오게해줘잉,5,3,39
2065,봉합전문의,계속 선물로 수익만 볼수있게해주세요,5,2,51
2064,자치구인사과인재양성팀,세계 평화를 빕니다.,5,14,62
2063,우연히나나,대학합격하게 해주세여,5,2,12
2062,나는골파,2023 행복하게 해주세요,5,1,6
2061,해파리냉채,앞길 창창 하고 싶은 거 다하고 살게 해주세요~,5,2,32
2060,꽝대꽝,소원아 이루어져라! ,5,1,44
2059,CIMDRAGON,소원은 없고 침착맨에게 감사하다.,5,1,1
2058,오이이잉,졸업하자,5,1,5
2057,태공망,퀀텀점프,5,19,33
2056,이왜진omg침착맨,저 동행복권 로또6/45 1등 당첨되게 해주세요,5,2,3
2055,민지성,합격기원,5,1,1
2054,칵스한사발,매니매니머니,5,1,53
2053,이붱건,방장님 건강하세요,5,1,14
2052,피을스틱,라라라,5,1,12
2051,한국인학생,건강 기원,5,1,56
2050,SLAM,침하하,5,1,7
2049,인형머리전구,입주 무사히,5,1,32
2048,해일림,건강기원,5,1,40
2047,케로케로피,매일이 요즘같기를,5,2,7
2046,히누히트,성공기원,5,17,41
2045,퐁당퐁당,우리동생 1년동안 준비한거 잘 하고 왔으면 좋겠어용,5,2,15
2044,바보탱구리탱,취업하게해주세요,5,1,17
2043,구찌의자,취직하고 잘살자,5,1,25
2042,마그네슘,길을 찾게 해주세요,5,4,27
2041,땅콩쨈,사랑,5,2,2
2040,침?몰?루,완전 관해되게 해주세요,5,1,14
2039,침궤도,아몰랑,5,23,63
2038,하스펄,로또 1등 되게 해주세요,5,4,48
2037,침착한웰시코기,즐거운 봄날이 찾아오길 바람,5,5,38
2036,침쓰리,사랑하게해주세요,5,1,1
2035,영공조GTA,자동기도,5,3,46
2034,어리바리감자,무병장수하게 해주세요,5,1,1
2033,Tizzy,내 번호 따갈 여자가 존재했으면 조케따,5,1,1
2032,자이자이자식아,행복한 연애하게 해주세여,5,1,29
2031,홍차시럽공장,ㅎㅎ,5,1,2
2030,아무말이나하는사람,로또1등당첨,5,1,38
2029,송쭈쭈,ㅎ2,5,1,9
2028,나마케,굳,5,1,2
2027,바른자세맑은마음,사랑하고 삽시다,5,1,2
2026,아무로토오루,오래가게해주세용,5,1,17
2025,불만맨,프랭크 오션 앨범 기원,5,3,58
2024,데니드,열심히 살게 해주세요,5,1,27
2023,아프리카백인,아바타 3도 민갱이랑 볼 수 있게 해주세요,5,1,37
2022,침보단펄,ㅎ,5,1,8
2021,퍼쥬이올시다,재수 화이팅!,5,1,2
2020,건전한소년,로또 1등,5,1,13
2019,3l9dub,건강하기,5,1,1
