number,nickname,wish,point,continuity,total
1990,색소침착,다이어트 성공하게 해주세요,5,56,64
1989,한국인학생,건강하게 해주세요,5,1,56
1988,특착맨,내일 고향 내려갈때 차 안막히게해주이소~,5,1,21
1987,kkyu,로또 1등,5,1,2
1986,구우바,설 잘 보내게 해주세요,5,1,9
1985,무적세모입,갓생 부지런인간 기원,5,1,29
1984,침찰맨,아내 시험 결과 잘 나오게 해주세요,5,1,4
1983,검은뱀,로또 1등 당첨되게 해주세요,5,4,45
1982,a5ummk,부자 되게 해주세요 계획대로 되게 해주세요,5,1,1
1981,말랑침덩이,뿝,5,1,50
1980,모든것의신침착맨,소원권 ,5,60,64
1979,cmilw8, ,5,1,10
1978,달려라하니,ㄴ,5,3,43
1977,쭈달로,운동,5,65,65
1976,노두석,제발 부산임용 2차시험 잘보게 해주세요 평균이상 점수,5,10,17
1975,하늘색잠봉뵈르,일자리줘잉,5,1,2
1974,구글군,무사히 이사 잘하기,5,1,26
1973,집수니솔이,목소리가 좋은 분이기를,5,2,11
1972,존프루시안테,영어 잘 하고 싶다,5,4,41
1971,견적봐서미쳐라,취업하고싶어요ㅋ,5,2,51
1970,집착맨,기,5,5,62
1969,수지쿤,취업해서 서울가고싶어요,5,1,5
1968,똥쫄래미,올해는 꼭 취업 성공 기원!!! 연봉 4천 이상!!!,5,33,42
1967,바닐라몬드,기도,5,4,54
1966,무우우,수능 끝나고 삼보모터스에 연락하면 바로 일 할 수 있다,5,1,16
1965,생크림,모두 사랑받으시길,5,1,2
1964,이병일병건병,교환교 배정 잘 되게 해주세요,5,1,17
1963,화끈맨,기도오옹,5,1,2
1962,더블비얀코,허리딴딴,5,1,34
1961,야추신기생,모두 건강해져라!,5,1,10
1960,수사경과,승빠같은 사람 만나기,5,1,8
1959,침투부출연기원,침착맨 배텐 종신 기원,5,1,2
1958,외다리갈매기,하고 싶은 일 잘 하게 해주세요,5,25,52
1957,십이지내장탕,삼성라이온즈 우승,5,3,59
1956,짱구는목말라,공무원되리라,5,2,62
1955,나훈아,건강,5,2,17
1954,털보네왕족발,누나랑 잘 되게 해주세요,5,10,39
1953,고오스,1등 가즈아,5,1,38
1952,애새끼맨,아 어제 까먹었네 ㅠㅠ,5,2,46
1951,아빠안잔당,기세를 몰아 알찬 삶을 살게 해주세요,5,1,38
1950,힘쎈다람쥐,앙기모링,5,1,1
1949,어쩌라구우,개근 안 끊기게 해주세요,5,1,26
1948,말스헬스,부자,5,1,1
1947,웃음을참지못하는병이있어요,근강,5,1,34
1946,냉동떡,내일 마지막이에요 꼭 꼭 잘 보게 해주세요,5,1,11
