number,nickname,wish,point,continuity,total
1655,침하하허하하하하,방학 끝나지 마,5,1,27
1654,맵병건,살빠지기,5,2,9
1653,빈집털털이,감사하다,5,1,14
1652,문현규,수능대박,5,1,1
1651,CLASSIC,오멘,5,1,6
1650,SOL,출chek0114,5,2,45
1649,겉치레가아니야,제발 다이어트,5,1,10
1648,화법과작문,소원의 돌아 고마워 나 사회복지사 1급 합격했어,5,2,2
1647,개발자H,이런 실수 하지않도록...,5,14,14
1646,김만도,출근시러,5,2,41
1645,망고둥둥,알바 자리좀요!!,5,1,32
1644,파랑파랑,올해는 행복하자 ~230114~,5,3,44
1643,행복한하루,에이맨,5,2,50
1642,이선생,행운이 따르는 한 해가 되기를,5,4,5
1641,방탕후루,아바타 존잼,5,1,32
1640,전삼큐,맛있는 밥,5,4,51
1639,아수라,합격,5,1,54
1638,주펄덕,이병건 탈모 가속화 기원,5,1,26
1637,돌숭이돌숭이,여자친구 생기게 해주세요,5,1,47
1636,고불개,대합기~,5,1,6
1635,아조씨가조아,엄마~,5,1,42
1634,맛쟁이토마토,팀원잘주세요,5,4,15
1633,chuch,부자되게해주세요,5,1,1
1632,침통령입니다,감사하다~,5,2,48
1631,헉투구더스,자유,5,9,53
1630,이우빈,천재가 되고 싶어용,5,1,38
1629,심리민수,♥︎ ,5,4,53
1628,춤봉춤봉,소원들어주는돌,5,2,20
1627,다알아뱀수,여친 생기게 해주세요,5,3,60
1626,김얌전,cc,5,20,52
1625,송도의김영태,행복하게해주세요,5,1,13
1624,물먹는개구리,돈 많이 벌게 해주세요,5,1,12
1623,노두석,제발 부산임용 2차시험 잘보게 해주세요 평균이상 점수,5,10,17
1622,조루딕,포인트,5,15,37
1621,aKAHa,시험 합격하게 해주세요~,5,5,52
1620,영공조GTA,자동기도,5,3,46
1619,7분지각,로또 1등당첨,5,1,17
1618,진진자라지리지리자,꼭합격하게해주세요,5,3,41
1617,침착한애스크,여자친구 사귀게 해주세요,5,4,35
1616,호민즙호,일안하고 돈많이벌게 해주세요 o( _ _ )o 꾸벅쓰,5,1,39
1615,고담시티,부지런한 남은 시간 !,5,3,30
1614,나도이런말하기싫어,ㅁㅊㅈㅅㅅㅅㅁ,5,66,66
1613,킹받는침착맨,오늘 무사히 지내기,5,27,40
1612,몽실이돌격대,다정한근육남이랑 결혼하게해줘잉,5,12,54
1611,불암산,파이팅,5,1,9
1610,털보네왕족발,근로 대타자리 생기게 해주세요,5,11,40
1609,킹냥이,행복을주세요,5,59,65
1608,영삼이,만찢남시사회 당첨기원.. 당첨되게 해주세요!!!!!!!,5,1,13
1607,강고양이,감사하다,5,1,36
1606,옥정맨,뽀끼야 건강하고 행복하자,5,1,22
1605,메놀그멍,제발 내년 코스모스 졸업,5,26,60
1604,대영주데나트리우스,내 영원한 집권을 위하여!,5,1,30
1603,자색고구마라떼,꽃길,5,1,1
1602,플로버,침하하하하하,5,2,7
1601,은하주점,승진 기원,5,15,15
1600,김민세,용건만 간단히,5,2,33
1599,서진아빠,"감기 빨리 낫게 해주세요, 서진이는 아프지마.",5,2,58
1598,오필맨,전역시켜줘잉,5,1,1
1597,망이야르,빨리 나았으면 좋겠다,5,1,1
1596,피츠하버트,내일은 힘찬 하루!,5,37,55
1595,왕병건,만찢남 팬시사회 당첨,5,1,12
1594,후교교,정신차려라,5,1,44
1593,항문낭짜조,돈줍기,5,3,35
1592,주호민머리깍아라,제발 건강,5,2,23
1591,bdbjek,온가족 건강,5,1,1
1590,엄청높은그레이티드파마산,웃기는 하루,5,2,22
1589,나도하기싫어,nope,5,2,61
1588,쓸만한구쭈,모두 건강히,5,1,22
1587,저젤리가진짜라묜,잘되길,5,8,57
1586,일단침착해봐,바라는게 다 이뤄져라,5,53,53
1585,슈타이어,장염낳게해주세요,5,2,16
1584,알머리박치기,무탈한 하루,5,2,27
1583,소원좀들어줘잉,약혼,5,4,49
1582,마늘몬스터,행복하게 해주세요,5,2,26
1581,비비디바비디뿌,취업기원,5,1,39
1580,임꺽정은꺽꺽,약대합격,5,36,49
1579,한대말아줘,2023 평안하고 깊은 한해가 되길 좋은 결과🙏,5,2,21
1578,천칭칭,대학 잘 가게 해주세요,5,1,48
1577,라따구리,🙏🏻,5,19,52
1576,슈뢰딩거,쉬는날은 바랄 것도 없다,5,3,43
1575,타니닝,부자,5,7,39
1574,병꺼니,행보카게^^,5,6,32
1573,침승상,편입합격,5,1,25
1572,초콩총,행복하게 해주세요🍀,5,2,20
1571,토마토공격대,합격하게 해주세요,5,9,21
1570,별이빛나는밤,오늘도 행복한 하루가 되게 해주세요.,5,1,44
1569,사무이,오늘 맨유 맨시티 이기게 해주세요,5,1,3
1568,옥선생,비나이다!!,5,1,51
1567,장PD83,우리가족 항상 건강하길,5,4,51
1566,침펄풍철단,^________^,5,63,65
1565,마하하,오에카키(그림낙서) 개설해주세요,5,3,20
1564,라일락,숙면기원,5,10,44
1563,레몬꽁치구이,내 삶에 만족하게 해주세요,5,4,33
1562,라떼☆,♡,5,19,65
1561,납작엎드린가자미,전역,5,1,1
1560,짱구는목말라,건강,5,3,63
1559,너침착당한거야,돈복 터지게 해주세요,5,1,26
1558,닥터페퍼제로,연협 개같이 잘되길,5,2,10
1557,눈사람,응애,5,25,62
1556,침붕방,앞으로 4시간 쭉 할일 하기!,5,3,31
1555,SKTT1FAKER,페이커 롤드컵 우승 기원합니다.,5,2,30
1554,미까따,자꾸 까먹어,5,2,58
1553,청국장,2023 롯데자이언츠 우승 기원,5,2,44
1552,세일러침,베이스,5,2,43
1551,치즈사가기,전역시켜주세요,5,1,1
1550,오징어,후후,5,1,59
1549,좁빱개구리,나자신 힘내라,5,1,24
1548,침하하침하하침하하침하하침,2023화이팅,5,3,45
1547,dlwlrma,삶,5,1,54
1546,lupin,ㄷ,5,1,2
1545,농담곰,케이티 롤스터 우승,5,2,35
1544,calmdownboi,건강하고 하루하루 성장하게 해주세요,5,1,11
1543,에잉내그럴줄알았다,즉.시.출,5,1,16
1542,GunAnt,올해도 전시 많이 할 수 있게 해주세요,5,1,42
1541,쳥춘을건강하게,몸과 마음 건강하게 이끌어주세요,5,1,23
1540,침덩컨,합격,5,1,55
1539,말쿠스,맛잇는거 먹게해줘요,5,1,4
1538,살랑바람,역전재판dlc 기원,5,2,23
1537,별내동주민,23 CPA 합격👊,5,1,49
1536,김해갈,행복하게해주세요,5,1,2
1535,대모리,1,5,1,13
1534,CAELVS,합격,5,1,9
1533,주호민숭맨숭,내가 좋아하는 사람이 날 좋아하게 해주세요,5,3,42
1532,침착한편식가,고민고민하지마,5,1,19
1531,마라샹꿔바로우,오늘은 일찍 잘 수 있기를🙏,5,1,27
