number,nickname,wish,point,continuity,total
1956,언럭키삑궷츢,🙏,5,53,53
1955,모하메드살라,은근히 잘되게 해주세요,5,4,33
1954,원랜디설치기사,굿나잇,5,2,45
1953,모었앙,고맙습니다 소들돌,5,9,36
1952,축잘알침착맨,올해도 벌써 일주이이,5,8,39
1951,한국인학생,오늘도 무사히,5,17,50
1950,쉬세요,소원의 돌 꼬박꼬박 하기,5,4,13
1949,미까따,배 안 아프게 해줘잉,5,1,49
1948,김또시,우재쿤과 만나게 해주세요,5,6,9
1947,내가좋아하는건주호민,대학 합격하게 해주세요.,5,2,5
1946,올리브유,합격,5,1,3
1945,배뚠뚠,돌,5,1,28
1944,인터넷밈고수,건강을 주세요,5,1,29
1943,곡소리,퇴사,5,1,3
1942,침투부좋댓구알,세계평화,5,1,49
1941,쭈꾸민,오늘도 여친과 무사히 ,5,3,3
1940,병건틴틴,남자친구 생기게 해주세여,5,2,39
1939,삐개삐갯피캐쮸,로또1등,5,1,8
1938,학살자복실이,봉봉동하게해주세요,5,1,2
1937,dlwlrma,삶,5,2,45
1936,아마궤돈,냥이들의 무병장수,5,51,51
1935,평소에는맡을수없는향기,이직기원,5,3,34
1934,갱이갱이양갱이,"세계평화, 어린이들의 행복",5,15,28
1933,나에게쓰는편지,사랑이란걸 해보고 싶네요,5,1,8
1932,이병건더기스프,부자되게해주세여,5,1,25
1931,킹받는침착맨,건강이 최고,5,13,26
1930,김나박,🙏,5,4,28
1929,말년을병건하게,우리엄마완전건강하게해주세요,5,2,27
1928,청설모곳간,평생 나만 사랑하게 해주세요,5,39,51
1927,미노님,올해 하는일 잘 되고 가족모두 건강했으면 좋겠어요,5,1,28
1926,비타루,소원빌어요,5,1,28
1925,chimdownman,침하,5,11,50
1924,리초무,행복하게해주세요감사합니다,5,3,22
1923,침펄풍철단,^________^,5,49,51
1922,루베도,내일은 꼭 청소하자.....,5,1,1
1921,나는애쉬,부유한 삶,5,38,38
1920,딧뚜행님,오늘도 멋진하루,5,12,39
1919,왕꺽쥬추우재,코감기나아라,5,1,2
1918,짜굴맨,웃게 해주세용,5,1,4
1917,송도돌격대,하민아 뚝!!!,5,1,35
1916,오르트구름,오독완 (4/2),5,10,10
1915,AYOO,내 안의 번뇌가 사라졌으면,5,3,32
1914,퀘이보,토하,5,14,34
1913,권하하,졸업하게 해주세요,5,1,29
1912,그게돈이되나,오늘 하루도 무사히,5,1,29
1911,타니닝,부자,5,1,26
1910,침착하지않은우먼,공부공부,5,1,10
1909,이병건섹시백,올해 취업하게 해주세요,5,1,4
1908,우왕박,돈 많이 벌게해줘잉,5,3,39
1907,JISEOP,건강,5,3,36
1906,파카군,늦은 출석,5,7,31
1905,정강환이다내가,행운 가득한 삶을 주세요,5,7,35
1904,e9fzgn,엄마,5,1,1
1903,김똥꼬,배고프다,5,12,41
1902,종이장,말년의 첫사랑 아이폰 13 프로 케이스 재입고 소망,5,2,40
1901,레몬꽁치구이,연애 하게 해주세요.,5,1,30
1900,집에보내줘,로또!,5,3,30
1899,푸른갯민숭달팽이,탈모빔 능력 획득 기원,5,3,37
1898,용감한침덩이,시험합격,5,2,42
1897,한국인조젼,로또 당첨되게 해주세요,5,5,32
1896,화요일오후,기도,5,1,3
1895,레몬식초,성실할 수 있게 해주세요.,5,11,40
1894,김간장새우,당첨 부탁드립니다,5,1,38
1893,Bs수발넘,인하대 신소재공학부 합격시켜주세요 부탁드립니다,5,1,6
1892,안녕로봇,2,5,1,37
1891,마이클콜리오네,그 친구 보고싶어요,5,29,31
1890,개물안우구리,오랜만이야,5,1,11
1889,이병건의사항,이사 잘 되게 해주세요,5,1,5
1888,서진아빠,우리 가족 안아프게 해주세요,5,11,46
1887,가좌동에서날아온편지,취업시켜줘잉,5,1,2
1886,팀버튼,냐옹야옹,5,1,27
1885,영공조GTA,자동기도,5,11,37
1884,케이쒸,비나이다비나이다! 샤샤삭,5,3,9
1883,IAN박씨,QM님 침투부 데뷔,5,9,9
1882,명륜동시정잡배,"내일도 짧게나마 연락이 온다면, 사진도 온다면!",5,25,39
1881,초초초현실주의맨,이직성공,5,1,20
1880,칩착맨,꽥,5,7,10
1879,만독펄침,운 좋게 성공하게 해주세요,5,1,1
1878,엘지우승,콩닥거리는일이생기게해주세요,5,2,36
1877,재재재형,머여,5,1,1
1876,김치라떼,사이좋게지내자,5,1,1
1875,침착한빠삐용,합격 기원,5,31,46
1874,우주배꼽코딱지,서울대 제발,5,1,5
1873,가루삼겹살통조림,감기 낫게 해주세요 제발,5,1,36
1872,침하하닉넴, ,5,1,6
1871,이따올때차돌짬뽕,우리가족의건강과행복,5,2,39
1870,원피스개혁안,올해 꼭 원하는 곳 원하는 직무로 취직하게 해주세요,5,1,35
1869,곰잡은넘,로또1등,5,13,17
1868,삼괴권고수,로또 1등 당첨 기원,5,1,28
1867,yjuent,오늘도~,5,2,38
1866,언제자지,아자좟,5,2,14
1865,땡이뚱이땡,빌다,5,1,1
1864,피켓피겟피궷츢,가족 건강,5,15,41
1863,남양주주민,건강기원,5,5,33
1862,가밀레,디롤롱,5,8,52
1861,잔잔한파도,잘살게해주세요,5,6,46
1860,대모리,1,5,1,8
1859,쭈랑둥이,좋은 부서에 가게 해주세요,5,8,37
1858,🤣침하하,미세먼지 사라져라,5,3,27
1857,냥냥침,내일셤통과,5,1,4
1856,솔솔라라솔솔미,꿀잠🙏🙏🙏,5,53,53
1855,드래곤타이거,러브,5,1,19
1854,저가요우원박인데요,로또 1등 당첨 제발제발제발,5,8,43
1853,침뭉이,편입성공,5,2,2
1852,브룸바,로또 당첨,5,2,17
1851,침슈타인,행복하게해주세요,5,4,38
1850,아카플러시,아이리땅,5,1,45
1849,이병건사랑해,로또당첨,5,3,37
1848,히누히트,자격증 합격,5,17,41
1847,조듀이,임고 합격!!,5,1,11
1846,피츠하버트,사랑해,5,24,42
1845,이게아이디인가,손흥민 골,5,3,19
1844,수박수박,다이어트 성공하길,5,1,1
1843,빡침펄,오늘도 무사희,5,4,24
1842,갱얼쥐,2024 중등 임용 최합하게 해줘잉,5,4,46
1841,개방장,🙏,5,11,48
1840,딸기가좋아,결혼해서 아기낳고 잘 살자!,5,1,1
1839,마포루틴킹,아무도 나를 모르고 돈이 많았으면 좋겠어요,5,1,4
1838,김풍근,복권 1등!,5,1,33
1837,오히려짜증나,계절중간잘보게해주세요,5,3,5
1836,방배동설계왕,교회다니는 사람도 이거 해도 될까요?,5,1,1
1835,엽팔배,취업성공,5,12,17
1834,남궁춘자,히히,5,1,50
1833,마이침로디,ㅁㅈㅎ,5,1,5
1832,몽쉘통통의야옹이,내일도 행복하자,5,1,6
1831,친족맨칙촉맨친절맨침침맨,차라차단을 박던가 인간적으로 24시간 이내에는 답장하자,5,1,1
1830,옾카페시즌2,좋은 회사 취업,5,1,15
1829,참크래커,건강!,5,1,3
1828,팝콜라,발표자료만들자 제발,5,1,3
1827,z제로,행복하게 연애할수 있길,5,2,2
1826,침냥이캔따개,침펄인물사전 궤도편 기원,5,2,2
1825,콤부차,1년동안 혼자 자취하는데 아프지않고 건강하게 행복하게,5,3,3
1824,전웅수,기숙사 붙여주세요,5,2,24
1823,호홉스의아들홉스,길에 행운이 깃들기를,5,1,6
1822,침정민,드디어 내일,5,1,42
1821,초코우유,필라프 클리어,5,11,43
1820,파란색,오늘은 해물찜을 먹었다,5,12,46
1819,륜하하,륜하하,5,2,31
1818,Boa,성공,5,1,2
1817,라면꼰대,로또1등 기원!,5,1,24
1816,t84505,ㄱㄱ,5,1,1
1815,거짓말하지마,재수성공,5,10,50
1814,시러피하우스,침펄풍 시러피하우스 방문,5,3,36
1813,이병건빵스프,행복해져라~,5,1,24
1812,담담담담,공부 좀 하자,5,2,41
1811,중인배,돈 많이 벌고 싶어요,5,5,39
1810,노원구,행복하세요,5,4,30
1809,오잉쥐모어쌍,복권당첨되게해주세요,5,1,15
1808,침착맨머리위수건,올해는 잘 풀리길,5,1,27
1807,북칙칵칙북칙칵칙,무럭이 무럭맘 항상 건강하자,5,5,49
1806,혹꾸아이슨배림,그사람도 나를 좋아하길,5,11,41
1805,스탬피드,돈많이 벌게 해주세요,5,1,1
1804,바람물질풍월량,본체 제발 되살아나라,5,1,19
1803,Cosmo,일잘 끝내기,5,2,12
1802,배옥자,2023년 대박납시당,5,2,33
1801,침하하호호허허,시험 합격 기원 제발😭😭😭,5,2,6
1800,후교교,오늘도 무사히,5,10,33
1799,오징어,흑,5,25,51
1798,별내동주민,23 CPA 합격👊,5,3,45
1797,닉네임변경야채,행복하게해줘잉,5,8,40
1796,광합성,로또 1등,5,1,1
1795,침덩침덩,케로로 만나고싶다아,5,1,13
1794,지맘대로,워홀가게해주세요,5,1,2
1793,냉장고속고양이,행복하게해주세요,5,1,2
1792,인창동,과탑하게해주세요,5,1,4
1791,kpxla6,뽀로로와함께춤을,5,3,44
1790,해파리냉채,오래오래 행복행복,5,2,21
1789,꽁지꽁지,기도오,5,4,23
1788,양갱의참맛,오늘도 평온하게,5,2,26
1787,우엉쓰,오늘도 즐겁고 행볼한 하루~,5,1,4
1786,SKTT1FAKER,페이커 우승 기원,5,3,23
1785,규성자기야,제발제발제발제발제발제발 과대 안걸리게 해주세요,5,1,17
1784,준혁이,침선생 영접 기원하오,5,1,1
1783,칵스한사발,매니매니머니,5,1,51
1782,침소리이즈마이라잎,경쟁자 없이 점점 더 친해져서 베프되게 해주세요!,5,1,24
1781,보약옥수수,건강,5,4,30
1780,멍게리조트,스피또 5억 당첨,5,1,6
