number,nickname,wish,point,continuity,total
1971,딧뚜행님,매일이 즐거운 삶 되기를,5,25,52
1970,위험한자식이세화,시켜줘 명예소방관,5,2,13
1969,라임향,로또당첨,5,1,22
1968,상산의조자룡,^^7,5,1,18
1967,황금전설침착맨,소원펀치,5,3,13
1966,뱅거이시장,만찢남 시사회 당첨,5,3,53
1965,김나박,🙏,5,6,39
1964,연애하고싶어,너무 아픈 사랑은 사랑이 아니었음을.,5,1,57
1963,손빵맨,취업시켜주세요,5,1,3
1962,무서운호빵맨,당구비 낸 승현이가 잠이라도 푹 자게해주세요,5,5,37
1961,야왕이흥건,재취업,5,3,53
1960,주선이,내일부터 나 일 안 나가도 댐,5,1,50
1959,엘지우승,내일 5시에 일어나게 해주세요,5,1,37
1958,고양이캔따개,내일 8시에 일어나오 안 피곤하기,5,1,29
1957,매운거못먹는사람,ㅊㅊ,5,1,12
1956,콜라맨,2자리수로 줄이자,5,2,2
1955,이따올때차돌짬뽕,우리가족의건강과행복,5,1,45
1954,gdzt4r,합격하게 해주세요,5,1,15
1953,수해쨩,마라도만한 운석하나만 줍게해주세요,5,46,64
1952,Kosmos,합격...,5,1,56
1951,침착맨송곳니,여자친구 만들게 해주세요,5,1,5
1950,고순조,제 딸을 살해한 놈들을 15년 뒤에 죽여주세요,5,1,8
1949,주우원박,사랑한다,5,1,47
1948,침착맨의마스터피스침하하,현실친구생기게해주세요,5,3,33
1947,사과는애플,오래어래 볼 수 있게 해주세요,5,1,10
1946,침부투,생각하는데로 이뤄져라!,5,1,19
1945,침침맨착착맨,생각하는것처럼 잘되기,5,8,19
1944,Ajsn,ㅊㅊ,5,10,60
1943,이달소,합격,5,1,33
1942,꿀벌맨,건강 ,5,1,49
1941,고르고고른뚜잇이야,행복하게해주십쇼~~,5,6,16
1940,봄여름,돈,5,48,65
1939,김간장새우,280 당첨되게 해주세요,5,1,43
1938,하하침하하하,갬기야 재미없다~,5,1,5
1937,방문객,취뽀 부탁 드립니다 열심히 하겠습디,5,1,37
1936,dinggo,가족 건강 기원,5,1,38
1935,율랑단,스트레스 받지,5,38,38
1934,오리너구리페리,합격,5,1,1
1933,뽀뽀쪽,다이어트,5,1,35
1932,dlwlrma,삶,5,1,54
1931,인생한방,로또 로또,5,1,7
1930,너구리D,로또 당첨되고 싶어잉,5,1,1
1929,계피분말,돈 들어오게 해줘요,5,1,40
1928,침착침,침착맨 만나게해조잉,5,13,47
1927,치무챠쿠걸,재수 성공,5,2,55
1926,뜨어억,제발 청약,5,3,40
