number,nickname,wish,point,continuity,total
1920,침퉁이,소원,5,3,9
1919,중인배,부자가된다,5,1,42
1918,덴버껌,제 동생 도와주세요,5,1,26
1917,휴우먼,편압,5,2,5
1916,침하하침하하침하하침하하침,2023화이팅,5,3,45
1915,김똥꼬,막차,5,24,53
1914,말년서,알바화이팅,5,2,42
1913,이병일병건병,원하는 교환교 되게 해주세요,5,1,17
1912,찢어진슈톨렌,오출완,5,1,6
1911,휙휙♥,200만 !!,5,41,62
1910,존잘맨이병건,건강,5,1,52
1909,알락꼬리여우원숭이,침하하 흥해라,5,1,56
1908,나나나,우잉 낼 일찍일어나게해주쇼,5,7,57
1907,딧뚜행님,행복한 한주 건강히 살아보세,5,24,51
1906,남궁춘자,잘 살자!,5,3,56
1905,카무l,조졌다,5,1,47
1904,건강기원,건강 기원,5,1,30
1903,푸디잉,내 생각 해주기,5,3,36
1902,우발적침청자,시간 좀 돌려주세요 제발,5,24,48
1901,엽팔배,취업성공,5,6,28
1900,김미캉,즉시취업,5,2,20
1899,겸손한자가시장을지배한다,우리 방장 앞으로 300만 400만 1000만 가자!!,5,1,22
1898,KaSha,로또 1등,5,1,17
1897,도요새와까치,하윙,5,1,2
1896,웃음의알렉산드리아사서,5,5,1,1
1895,개방장,🙏,5,7,60
1894,존슨된장찌개,돈 안 쪼들리게 해주세요,5,3,8
1893,손맛볶음밥,로또 1등 당첨 기원!!,5,1,42
1892,kimtoma,아자아자!,5,1,10
1891,첼시fc,불안한 삶을 끝내고 행복한 삶을 살게 해주세요,5,1,51
1890,오링쥐모어쌍,새해에는 돈 많이 벌게 해주세요,5,1,26
1889,벌꿀오소리,살빠지게 해주세요,5,1,58
1888,최한민,건강,5,1,4
1887,동글동글왕햄찌,우리 가족 건강,5,2,5
1886,선학동꿀주먹,돈,5,60,60
1885,해린어린이,취업하게 해주세요,5,1,11
1884,오시리스의천공룡,ㅈㄲㅁ,5,3,52
1883,빨간색이름,건강건강,5,2,43
1882,바다사자,월급인상,5,1,18
1881,해조류,로또1등,5,1,35
1880,김히읗,첫출근잘하게해줘잉,5,2,14
1879,아무말이나하는사람,로또1등당첨,5,1,38
1878,용감한침덩이,시험 합격!!,5,2,44
1877,궈l도,조럽,5,1,25
1876,두리산,하는 일들 잘 되게 해주세요.,5,4,37
1875,팀버튼,야옹야옹,5,1,31
1874,죠리퐁,취업하게 해주세요,5,3,34
1873,프로타스파,복권 1등 당첨되게 해주세요,5,1,13
1872,짱쎈코끼리,짱쎄지게 해주세요,5,1,5
1871,다토다토,오잉?,5,29,31
1870,문어블랙홀,옷 배송 빨리 오길,5,2,19
1869,이냠냠,운전면허시험 합격하게 해주세요,5,1,15
1868,만두등장,여자친구 운전면허 필기시험 기능시험 합격하게 해주세요,5,1,9
1867,귤국대장,내일은 계획적으로 살길,5,2,40
1866,만배민수,아자자! 하루를 열심히!!!,5,1,5
1865,ZMAN,dd,5,1,3
1864,간편쟁이,불로소득,5,1,56
1863,크리스마스,🔸김멈뭄 벌써 보고싶다,5,1,47
1862,평경장,아수라 발발타..아수라 발발타!!!!!,5,65,65
1861,하여자특발끈함,쀼우,5,1,7
1860,김도비도비,2023 행복하게!!,5,5,47
1859,쭈하하베타,이번주도 무탈기원!,5,1,6
1858,아빠안잔당,변화된 생산적인 삶,5,1,38
1857,침클립을알고있니,내일 출근 행복하게 하기~ㅠ,5,1,19
1856,가짜침착맨,변호사시험 합격,5,1,52
1855,견적봐서미쳐라,사랑해요 치착맨,5,2,51
1854,정강환이다내가,행운 가득한 삶을 주세요,5,1,41
1853,베개나라공주,잘자기,5,1,55
1852,누워서침먹기,합격기원,5,2,13
1851,31204,일찍 잠들 수 있게 해주세요,5,2,7
1850,냥꾸울,면접무서,5,1,22
1849,째깐둥e,면접 잘보게해주세요 2차면접 가게해주세요 찜짝맨님,5,1,10
1848,Lux,로또 1등 당첨되게 해주세요,5,3,51
1847,침착침,침착맨 만나게 해주세요!!!!!,5,12,46
1846,우무문어,수술 잘되게 해주세요,5,1,27
1845,볼기큰사춘기,로또 1등 기원,5,1,35
1844,파카군,히잉,5,3,38
1843,파래김,기회를 잡을 수 있는 사람,5,1,34
1842,감사관,매일 공부하기 8일차,5,8,20
1841,민썰기,취업하게 해주세요,5,1,6
1840,침통령입니다,ㅎㅇㅌ,5,2,48
1839,화깔시,잘 풀리게 해주세요,5,1,1
1838,이쁜둥잉,7시 기상하고 싶습니다,5,6,55
1837,이여휘,군대 잘 다녀오게 해주세요,5,3,16
1836,아니진짜,이직,5,1,5
1835,피넛츠,서운한게 없게 해주세요,5,1,10
1834,침착한이장,전세계가 평화롭게 해주세요,5,1,6
1833,호들갑맨,강녕,5,22,63
1832,침착맨굿즈,하게 해주세요,5,1,31
1831,결명자차꼬소해,했나?,5,46,57
1830,손찬이형,복숭아 나무 아래에서 형제가 되기로 맹세를 했네~,5,3,16
1829,침착하다고등어,,5,1,13
1828,똥쫄래미,올해는 꼭 취업 성공 기원!!! 연봉 4천 이상!!!,5,33,42
1827,eyeischimchim,블룸버그 합격하게 해주세요,5,2,6
1826,야만진,소원 이뤄지게 해주세요,5,2,5
1825,gdzt4r,합격하게 해주세요,5,1,15
1824,으아아아으아아,합격,5,18,42
